Frame	Rad[Qd-COM]
1	12.30057468931659
2	12.309496917950307
3	12.225157040068058
4	12.168099129457445
5	12.247654054104345
6	12.304133905715014
7	12.162376819915862
8	12.166821741092436
9	12.160701517320565
10	12.217484906547531
11	12.213949280297301
12	12.176387109677359
13	12.244925728784224
14	12.188777784846074
15	12.181652522492012
16	12.141414646631528
17	12.191161206382526
18	12.227792059113673
19	12.252003386333872
20	12.247831742402889
21	12.238864366231063
22	12.2608264003468
23	12.276602798300988
24	12.274722608509459
25	12.264656190766067
26	12.273092003037451
27	12.178848060304826
28	12.25429634418198
29	12.257811978511171
30	12.23914151240707
31	12.205794409692245
32	12.257018664638055
33	12.189344396968808
34	12.23777658939291
35	12.230561112776698
36	12.25742537699005
37	12.227314781700953
38	12.252510062740289
39	12.234259472147784
40	12.222424072628135
41	12.231380681900456
42	12.207999215744666
43	12.223166937234364
44	12.230437206024305
45	12.23633043024803
46	12.238093610570685
47	12.277344931716378
48	12.233586997842796
49	12.281512404297523
50	12.223412912769325
51	12.284703058663963
52	12.266071624347028
53	12.196013932707302
54	12.225534666009922
55	12.242398597452652
56	12.2483271654323
57	12.194129524785216
58	12.273659042573332
59	12.312250467944247
60	12.301194926694205
61	12.272688474492275
62	12.294759330425519
63	12.343931167391633
64	12.314721544645842
65	12.229022635601604
66	12.268645303308089
67	12.173413307174664
68	12.231950083870515
69	12.286420265963654
70	12.29435879888729
71	12.285944428918516
72	12.289229632078527
73	12.168700255773826
74	12.223173520637552
75	12.222099634794441
76	12.191318669176436
77	12.229793781889029
78	12.240359688651306
79	12.235658329591532
80	12.211956522689846
81	12.220059155916958
82	12.257491586408682
83	12.229519015094757
84	12.260364005849821
85	12.23460774914109
86	12.306623412352115
87	12.242266973743556
88	12.241659832015369
89	12.228483802063622
90	12.195963888188805
91	12.159193026608346
92	12.129680913052276
93	12.184274062001483
94	12.206419339561743
95	12.280038054010921
96	12.177504959522352
97	12.245983256648435
98	12.211398550200602
99	12.173249293003533
100	12.180625090397902
101	12.143447133747996
