Frame	Rad[PO4-COM]
1	10.865565195364189
2	10.870804990843215
3	10.851989960268215
4	10.853606422203335
5	10.865578557691805
6	10.853707091244535
7	10.842748516372161
8	10.845491152604682
9	10.86992049712507
10	10.861711898619221
11	10.869573763228283
12	10.886210384198264
13	10.894576926813375
14	10.874615759246721
15	10.858257415724268
16	10.870657436447406
17	10.86956350520617
18	10.857671045843524
19	10.861696262952057
20	10.861358547473023
21	10.867048650938722
22	10.899749095351234
23	10.900631010491233
24	10.87452343260926
25	10.88244227736785
26	10.865527577343796
27	10.860039703594191
28	10.88679869934382
29	10.850629087020662
30	10.837678868791984
31	10.84907297426363
32	10.84277877816621
33	10.856846316845461
34	10.85161977976677
35	10.844141546672734
36	10.828346348696476
37	10.851507970407287
38	10.853290162428909
39	10.86295428630157
40	10.860301913173473
41	10.87219904354883
42	10.852174490435708
43	10.844925352650009
44	10.851922552113635
45	10.86183782107183
46	10.856768672869485
47	10.842481528793655
48	10.85359964758387
49	10.854703442532909
50	10.845841740197454
51	10.844443347498657
52	10.846168543748234
53	10.850864167804867
54	10.856845107399568
55	10.906661459955911
56	10.912248466535715
57	10.893257792293856
58	10.907337167462117
59	10.889281245705822
60	10.89982789149733
61	10.892031291791321
62	10.887690530793531
63	10.905841307085142
64	10.892964814358606
65	10.889629205101082
66	10.878135439847659
67	10.86930822206002
68	10.885287627814051
69	10.858739523355334
70	10.866990250450234
71	10.862161699918824
72	10.855648007586115
73	10.87374133630578
74	10.872870707014975
75	10.867974530702721
76	10.858019726485304
77	10.860656782184334
78	10.870412592278372
79	10.861306894081148
80	10.86811187335158
81	10.880391828134517
82	10.859146970296685
83	10.863227746375111
84	10.856452326969887
85	10.866439903554822
86	10.860094743483822
87	10.86293097059345
88	10.844669438027651
89	10.857461856947975
90	10.856288740134627
91	10.868559885774236
92	10.852273889525911
93	10.852365998019838
94	10.845871402860725
95	10.840746548781686
96	10.84077300406891
97	10.824701566433449
98	10.825730426738657
99	10.842339003386469
100	10.837099346548639
101	10.835925869164395
