Frame	ROG of Dendrons [N0]
1	1.0020114766572223
2	1.0075292337724118
3	1.0012425813281307
4	1.0087765257162034
5	1.0101758383773847
6	1.0091012790951182
7	1.0027219902559208
8	1.0024236796721024
9	1.0163218724561822
10	1.0113367937432862
11	1.0053164431190291
12	1.0089773364539318
13	1.0112051520412195
14	1.0102307522777436
15	1.0124928040950476
16	1.0003845217842822
17	1.0132132824278381
18	0.9905499231717387
19	1.007701843069228
20	1.022391362079544
21	1.0140468913066265
22	1.0149086920174726
23	1.0036205838261596
24	0.9979331899416133
25	1.003407109442571
26	1.003849024580117
27	1.0039822805781964
28	0.9936242327871025
29	1.0119592911485868
30	0.9929231395742584
31	0.9874005686109415
32	0.9987753030783345
33	1.0115962517668962
34	1.000977930668577
35	1.00468276080021
36	1.021853625977762
37	0.9939032120497712
38	1.0020961162687003
39	1.013919659894678
40	0.9944945742357596
41	1.011389305844682
42	1.0125197180183532
43	1.0039104226140585
44	1.0041007680078906
45	1.0031922184636322
46	1.0114556642003578
47	0.9989131538942614
48	1.0053750764145617
49	1.005350064846982
50	0.9982288095971217
51	1.0049953363965938
52	1.018168260888602
53	1.0192545889499747
54	1.0055681646628927
55	0.9964553526325916
56	1.0027016972500102
57	0.9987431185047452
58	1.006353296843393
59	0.9838972463349684
60	0.9893703901227413
61	0.9878754794503704
62	0.9962385043526529
63	1.0080167429678406
64	0.9964118473481691
65	1.0003413390348126
66	1.0281332897035569
67	1.0144878558908084
68	1.0146626959266258
69	1.0120896978249745
70	1.0006071076170393
71	1.005803630345859
72	1.0004148107684112
73	1.011820934658014
74	1.0073381182611079
75	1.0139844796454338
76	1.012052448649417
77	1.0064132736216973
78	0.9971668271557166
79	0.9967858381230571
80	0.9984816674516572
81	0.9943354853015052
82	1.0164135865651467
83	1.001379316368091
84	1.014058030459305
85	1.021854572528067
86	0.9976346677040375
87	0.9986441434260522
88	0.9935254224996186
89	0.9958972955467703
90	1.0042300247028515
91	0.9988885280447263
92	1.0099791256520227
93	0.9986961398646786
94	1.00999741703133
95	1.0110923947137453
96	1.0030144427387848
97	0.9998504821234055
98	1.0030621891664977
99	0.9972240734588896
100	1.007329264898613
101	1.0155847597012864
