Frame	Rad[N0-COM]
1	11.91070487730161
2	11.912356051726377
3	11.797138168035804
4	11.770771111520096
5	11.850321036707747
6	11.892679134797165
7	11.781032719942985
8	11.77628082779196
9	11.75334650105788
10	11.832082129451894
11	11.823039944377932
12	11.806178104036507
13	11.82255462024335
14	11.799988340539441
15	11.806554102161074
16	11.742388168015712
17	11.824696263965425
18	11.838704360594669
19	11.852627518172747
20	11.833606200434717
21	11.85353026054272
22	11.860637296090726
23	11.864224863983832
24	11.868295005905543
25	11.873248576593507
26	11.87547675926959
27	11.785188661068469
28	11.852807779033032
29	11.86525728132867
30	11.850704413044376
31	11.811550024239498
32	11.854536581586517
33	11.826848977677361
34	11.84626935351939
35	11.834804266628378
36	11.85206786804026
37	11.842342997019506
38	11.871328676207517
39	11.814489998485147
40	11.825973057521798
41	11.807595440418426
42	11.8175948457855
43	11.83259754432905
44	11.849506136809119
45	11.843131175115152
46	11.846265228433593
47	11.886038949454452
48	11.813991996237698
49	11.867618652058285
50	11.84254887178067
51	11.896839651589707
52	11.895716639269088
53	11.79072605032762
54	11.82944047177119
55	11.877110709893
56	11.846286754734919
57	11.818002454467791
58	11.887756741349008
59	11.9264843361142
60	11.89925029021679
61	11.846630360436457
62	11.923895369473303
63	11.915518632042106
64	11.918568365471945
65	11.823336944662753
66	11.885374596266557
67	11.803921496009536
68	11.854097907554388
69	11.897530778077686
70	11.886040576729862
71	11.889353803344537
72	11.912764944064087
73	11.795587598395665
74	11.849722298188437
75	11.860330049555538
76	11.814881462559462
77	11.80680936730004
78	11.83201784104117
79	11.834187560886177
80	11.819240048958696
81	11.797354771862494
82	11.862940984081783
83	11.852180904257109
84	11.881396969264335
85	11.844027800735766
86	11.900405302639697
87	11.838676940918642
88	11.854263567622835
89	11.809833754164552
90	11.741993843103852
91	11.748164054670653
92	11.741446341029748
93	11.77665188005677
94	11.775378465418948
95	11.866519860914554
96	11.774806908304043
97	11.834402864491608
98	11.793108272885892
99	11.785652729466783
100	11.788011138082082
101	11.774331969902972
