Frame	TA-PO4
1	0.3639380530973451
2	0.34100877192982454
3	0.36836283185840707
4	0.38716814159292035
5	0.3826754385964912
6	0.35855263157894735
7	0.3783482142857143
8	0.3805309734513274
9	0.3805309734513274
10	0.37280701754385964
11	0.3717105263157895
12	0.3892543859649123
13	0.3574561403508772
14	0.39364035087719296
15	0.39955357142857145
16	0.39491150442477874
17	0.4166666666666667
18	0.38596491228070173
19	0.3717105263157895
20	0.3673245614035088
21	0.38048245614035087
22	0.3684210526315789
23	0.36293859649122806
24	0.36951754385964913
25	0.35951327433628316
26	0.34539473684210525
27	0.377212389380531
28	0.3848684210526316
29	0.39144736842105265
30	0.3793859649122807
31	0.39144736842105265
32	0.3848684210526316
33	0.4199561403508772
34	0.3606194690265487
35	0.36622807017543857
36	0.38377192982456143
37	0.38048245614035087
38	0.38706140350877194
39	0.38706140350877194
40	0.36622807017543857
41	0.37280701754385964
42	0.3969298245614035
43	0.3925438596491228
44	0.3694690265486726
45	0.37388392857142855
46	0.37390350877192985
47	0.3717391304347826
48	0.3793859649122807
49	0.375
50	0.3892543859649123
51	0.375
52	0.3869565217391304
53	0.37390350877192985
54	0.3881578947368421
55	0.38163716814159293
56	0.3848684210526316
57	0.4057017543859649
58	0.391304347826087
59	0.3815217391304348
60	0.3978260869565217
61	0.35635964912280704
62	0.3706140350877193
63	0.36086956521739133
64	0.37717391304347825
65	0.39891304347826084
66	0.36630434782608695
67	0.3827433628318584
68	0.38596491228070173
69	0.3473451327433628
70	0.3694690265486726
71	0.39021739130434785
72	0.39021739130434785
73	0.4024122807017544
74	0.41739130434782606
75	0.41739130434782606
76	0.4032608695652174
77	0.3967391304347826
78	0.36951754385964913
79	0.3651315789473684
80	0.3950892857142857
81	0.3684210526315789
82	0.377212389380531
83	0.3782894736842105
84	0.3980263157894737
85	0.3826754385964912
86	0.3532608695652174
87	0.3706140350877193
88	0.3717105263157895
89	0.36293859649122806
90	0.3440265486725664
91	0.37725225225225223
92	0.37942477876106195
93	0.359375
94	0.372787610619469
95	0.36283185840707965
96	0.38950892857142855
97	0.3939732142857143
98	0.35951327433628316
99	0.37610619469026546
100	0.37831858407079644
101	0.38950892857142855
