Frame	DPPC (polar heads)-TA
1	0.44164222873900294
2	0.4431751611013474
3	0.44010569583088666
4	0.4709507042253521
5	0.4595070422535211
6	0.4423529411764706
7	0.46
8	0.4776601998824221
9	0.4636363636363636
10	0.45102639296187685
11	0.45635618043350906
12	0.46194379391100704
13	0.4289888953828171
14	0.4847864248098303
15	0.4818075117370892
16	0.5023446658851114
17	0.4929618768328446
18	0.48826979472140764
19	0.46543643819566494
20	0.47103569338794615
21	0.45491803278688525
22	0.4705023364485981
23	0.45504962054874487
24	0.4537470725995316
25	0.45146198830409356
26	0.4548651817116061
27	0.4791666666666667
28	0.46221441124780316
29	0.4697414806110458
30	0.49117127722189524
31	0.4900117508813161
32	0.4509400705052879
33	0.4908984145625367
34	0.44656488549618323
35	0.4582843713278496
36	0.47053624042427816
37	0.4712103407755582
38	0.48237367802585196
39	0.49735760422783326
40	0.4794480328831474
41	0.45718475073313786
42	0.4817754262198707
43	0.4985294117647059
44	0.458259847148736
45	0.44656488549618323
46	0.4665492957746479
47	0.4532627865961199
48	0.47823529411764704
49	0.47475044039929537
50	0.4802941176470588
51	0.46592244418331374
52	0.4676660787771899
53	0.4991186839012926
54	0.4835680751173709
55	0.48017492711370263
56	0.46126965637740247
57	0.47664915353181553
58	0.4944574095682614
59	0.45061367621274107
60	0.4772594752186589
61	0.4269859813084112
62	0.4722384570426651
63	0.4588681446907818
64	0.44593804792518993
65	0.48248686514886163
66	0.451198129748685
67	0.4804093567251462
68	0.46845794392523366
69	0.43559718969555034
70	0.44961921499707086
71	0.47045055588063195
72	0.4803634232121923
73	0.4850615114235501
74	0.4923887587822014
75	0.4841642228739003
76	0.517018779342723
77	0.47214076246334313
78	0.4598475967174678
79	0.465962441314554
80	0.45310668229777257
81	0.439766081871345
82	0.4340562719812427
83	0.45166959578207383
84	0.48592375366568913
85	0.47423887587822017
86	0.4513196480938416
87	0.45955451348182885
88	0.45894428152492667
89	0.43874560375146543
90	0.4448032883147387
91	0.4436288901937757
92	0.4756598240469208
93	0.43603286384976525
94	0.4497354497354497
95	0.44025897586815776
96	0.4505882352941176
97	0.4752650176678445
98	0.4558303886925795
99	0.48468786808009423
100	0.4802709069493522
101	0.4935256032960565
