Frame	DIST N0 from COM [nm]
1	0.7873250242927327
2	0.5756140643003818
3	0.7779985179147564
4	0.9958675225395074
5	1.2387074978807993
6	0.6071424705881124
7	1.5857228120748934
8	0.6089607909364597
9	0.7993228128757868
10	0.8552681880377607
11	1.342589380599278
12	1.433397996484755
13	1.5625905557432431
14	1.062243428805671
15	0.728964235846214
16	0.742565725806725
17	0.8402493677474486
18	1.5128009499883714
19	1.1667714918893646
20	1.6601922005771246
21	0.678504026727705
22	0.8062545554372235
23	0.56380098529571
24	0.5774897472364876
25	1.4682290039919808
26	0.8704581599153756
27	0.688643475780237
28	1.4420246608324574
29	0.9899545237957481
30	0.3927783297567827
31	0.7263116916788462
32	1.1797063020869518
33	0.6454350375948817
34	0.846314675881404
35	0.7015945832057696
36	0.8671928204010386
37	0.45917530332507595
38	0.3873366410106137
39	1.248672764766411
40	0.8723586839536741
41	1.109248118211207
42	1.0388342170973404
43	0.809904970490051
44	0.4165412736489247
45	0.7168166161749294
46	1.0487259228342287
47	1.306217244487281
48	1.2662624095328303
49	1.0340888624824252
50	0.4584153940144157
51	0.7883538649150713
52	0.8507707190110234
53	1.3713782803278987
54	1.3287917559242453
55	1.6901853116611518
56	0.68328959707388
57	0.5888203357180362
58	0.8132808084969048
59	0.7298637558070812
60	0.8834581172290831
61	1.3567578852483868
62	0.7109328594264335
63	1.5659017810051545
64	0.5986426994732833
65	0.5086444971586659
66	0.7973156366770954
67	1.3661442912407868
68	1.0490921634188932
69	1.395351188330564
70	0.6872345795628554
71	0.9678533895551897
72	0.3835680766014734
73	0.5547248076703433
74	1.0747346041640962
75	0.890913518787981
76	0.49417771322156967
77	1.402759590730984
78	0.6609386337255709
79	0.8716386163720717
80	0.7667775932765774
81	1.0197683310338634
82	1.324137408863225
83	1.122978891981825
84	1.301034321654296
85	0.7201399382149594
86	0.9114331504587149
87	0.6973768928006173
88	1.449070426874005
89	0.9057152433523574
90	1.2784073079022809
91	1.1923084281154397
92	0.750533565307413
93	0.6959094182200327
94	0.859536871025938
95	1.0872953619332852
96	1.6221295275290541
97	0.9281073235793565
98	1.5098383276067049
99	0.8945291430440313
100	0.5243884484787479
101	0.40170008611360597
102	1.2659096511591765
103	0.6537841183979531
104	0.8360746475803056
