Frame	Rad[P3-COM]
1	11.962924366332103
2	11.96313180373606
3	11.855358046179491
4	11.825896808456905
5	11.906876230218625
6	11.9455629361094
7	11.830677813442986
8	11.828537718978207
9	11.809766697270224
10	11.881664294154364
11	11.87521639063905
12	11.854935653748722
13	11.881524141054479
14	11.852796320429558
15	11.855989944990208
16	11.795717957751938
17	11.875381038566656
18	11.886843785142828
19	11.903136594569267
20	11.88802050362324
21	11.902998032984188
22	11.913873962664093
23	11.92028180745846
24	11.92425091904035
25	11.923930817178476
26	11.928096192068157
27	11.835251694161988
28	11.909327717056367
29	11.91740363151257
30	11.904521673917834
31	11.866258185510652
32	11.90843830819918
33	11.874368733694219
34	11.896821252360574
35	11.886706358514434
36	11.90777187474043
37	11.892714811601001
38	11.924375496463599
39	11.874279106363668
40	11.878135968410856
41	11.869404485564813
42	11.869488785208492
43	11.884454521038249
44	11.899427748666623
45	11.894518067324604
46	11.89804154398825
47	11.937605721764406
48	11.872889880043752
49	11.924289749726638
50	11.891771495911968
51	11.946482213700332
52	11.943015464241379
53	11.844947649364563
54	11.882423377901649
55	11.922288253813164
56	11.901235721408971
57	11.86253056484313
58	11.939182881985632
59	11.975017352437721
60	11.951585318808277
61	11.910598522378814
62	11.970819707830527
63	11.976564093042887
64	11.974151481372802
65	11.877970074116444
66	11.934932459890511
67	11.850804167778502
68	11.902316257816384
69	11.948171243871023
70	11.94330687389822
71	11.939980487843242
72	11.96120073135005
73	11.844230482639526
74	11.901669202864754
75	11.90180723393873
76	11.865072246794748
77	11.869551102783303
78	11.891478887190795
79	11.890302540262903
80	11.872409905320113
81	11.858061365416212
82	11.917739753502266
83	11.898172008558952
84	11.929645186868411
85	11.89770822659348
86	11.955515079934463
87	11.891420674115496
88	11.90192302432273
89	11.867380878802503
90	11.806761108995092
91	11.802225043734813
92	11.792022157874634
93	11.831298183262275
94	11.837063616097495
95	11.926342782151615
96	11.82932387215917
97	11.890128524771807
98	11.851157832106948
99	11.83693812737207
100	11.839582904666718
101	11.820060432954753
