Frame	DPPC (polar heads)-DEN (All head beads)
1	0.6378299120234604
2	0.6499707088459286
3	0.6409277745155608
4	0.6672535211267606
5	0.6490610328638498
6	0.6414705882352941
7	0.6444117647058824
8	0.6443268665490888
9	0.6580645161290323
10	0.6448680351906159
11	0.6517281780902168
12	0.6495901639344263
13	0.6405610753945061
14	0.6644236395552955
15	0.664612676056338
16	0.6858147713950762
17	0.6718475073313783
18	0.663049853372434
19	0.6476274165202109
20	0.6693973083674664
21	0.6574941451990632
22	0.6542056074766355
23	0.638353765323993
24	0.647248243559719
25	0.6464912280701754
26	0.6362837045720985
27	0.6569835680751174
28	0.6637375512595196
29	0.6612808460634547
30	0.6842260153031194
31	0.6806698002350177
32	0.654524089306698
33	0.6717557251908397
34	0.6608925425719319
35	0.6665687426556992
36	0.6735415439010017
37	0.6624559341950647
38	0.6656874265569918
39	0.6881972988843218
40	0.6723429242513213
41	0.6680351906158358
42	0.6748971193415638
43	0.6761764705882353
44	0.6443268665490888
45	0.6394597768643571
46	0.6493544600938967
47	0.6519694297472075
48	0.67
49	0.6682325308279506
50	0.6694117647058824
51	0.6536427732079906
52	0.660787771898883
53	0.6897767332549941
54	0.6672535211267606
55	0.6551020408163265
56	0.6578334304018637
57	0.6692936368943374
58	0.6729871645274212
59	0.6513734658094682
60	0.6539358600583091
61	0.6209112149532711
62	0.6370543541788428
63	0.6443990665110851
64	0.6341320864991233
65	0.651780502043199
66	0.6353009935710111
67	0.6415204678362573
68	0.6477803738317757
69	0.6364168618266979
70	0.6520210896309314
71	0.6515506143943827
72	0.6491793669402111
73	0.6490919742237844
74	0.6677400468384075
75	0.6680351906158358
76	0.6895539906103286
77	0.6697947214076246
78	0.6430246189917936
79	0.647593896713615
80	0.6398007033997656
81	0.6298245614035087
82	0.6368698710433763
83	0.6323960164030463
84	0.6586510263929619
85	0.6612997658079626
86	0.6448680351906159
87	0.64947245017585
88	0.6571847507331379
89	0.6503516998827668
90	0.6638285378743394
91	0.6391661773341163
92	0.6621700879765395
93	0.6373239436619719
94	0.6581422692533804
95	0.6380223660977046
96	0.6485294117647059
97	0.6534157832744405
98	0.6657832744405182
99	0.6725559481743227
100	0.6669611307420494
101	0.673925838728664
