1.0,16.189,34.389,23.249 0
2.0,16.276,33.922,23.229 0
3.0,16.667,33.831,22.961 0
4.0,16.92,33.995,22.779 0
5.0,17.004,33.506,22.92 0
6.0,17.029,33.098,22.826 0
7.0,17.287,32.808,22.72 0
8.0,17.193,32.318,22.769 0
9.0,16.938,33.654,22.433 0
10.0,16.781,33.21,22.362 0
11.0,16.963,32.686,22.375 0
12.0,16.942,32.285,22.248 0

13.0,18.721,24.648,10.609 0
14.0,18.553,24.328,10.453 0
15.0,18.574,24.516,10.065 0
16.0,18.498,24.85,10.085 0
17.0,18.789,24.441,9.624 0
18.0,18.868,24.259,9.214 0
19.0,18.962,24.154,8.731 0
20.0,18.649,23.783,8.597 0
21.0,18.68,25.146,9.808 0
22.0,19.006,25.419,9.528 0
23.0,18.987,25.451,9.1 0
24.0,19.189,25.608,8.752 0

25.0,23.712,21.691,15.123 0
26.0,23.962,22.029,14.853 0
27.0,24.155,22.015,14.51 0
28.0,23.994,21.9,14.344 0
29.0,24.575,22.141,14.454 0
30.0,24.965,21.955,14.548 0
31.0,25.22,21.806,14.924 0
32.0,25.511,21.572,15.05 0
33.0,24.433,21.844,14.102 0
34.0,24.825,22.013,13.973 0
35.0,25.29,22.225,14.042 0
36.0,25.591,22.36,13.828 0

37.0,22.078,14.777,15.236 0
38.0,22.377,14.976,15.483 0
39.0,22.032,15.166,15.718 0
40.0,21.961,15.479,15.614 0
41.0,21.926,15.396,16.171 0
42.0,21.676,15.626,16.614 0
43.0,21.609,15.861,16.919 0
44.0,21.7,16.28,17.032 0
45.0,22.097,15.955,15.613 0
46.0,21.871,16.347,15.813 0
47.0,21.566,16.406,16.121 0
48.0,21.184,16.558,16.283 0

49.0,22.201,21.096,9.121 0
50.0,22.07,21.502,8.839 0
51.0,21.767,21.856,8.848 0
52.0,21.946,22.086,8.988 0
53.0,21.436,22.18,8.82 0
54.0,21.203,22.477,9.028 0
55.0,21.104,22.933,8.912 0
56.0,21.049,23.345,8.642 0
57.0,21.686,22.203,9.253 0
58.0,21.297,22.213,9.484 0
59.0,21.044,22.321,9.833 0
60.0,20.768,22.676,9.904 0

61.0,22.04,28.407,12.82 0
62.0,21.749,28.052,12.791 0
63.0,22.039,27.991,12.428 0
64.0,22.398,27.774,12.369 0
65.0,22.269,28.214,12.208 0
66.0,22.53,28.468,12.004 0
67.0,22.69,28.9,11.717 0
68.0,23.109,29.083,11.522 0
69.0,22.755,27.98,12.037 0
70.0,23.073,28.342,11.839 0
71.0,23.139,28.599,11.461 0
72.0,23.086,28.417,11.089 0

73.0,20.08,18.941,20.966 0
74.0,19.922,18.868,21.387 0
75.0,20.167,18.526,21.301 0
76.0,20.445,18.677,21.259 0
77.0,20.058,18.195,21.65 0
78.0,20.027,18.266,22.088 0
79.0,19.696,18.297,22.348 0
80.0,19.649,18.177,22.814 0
81.0,20.695,18.331,21.532 0
82.0,21.155,18.183,21.592 0
83.0,21.521,18.03,21.791 0
84.0,21.944,18.159,22.019 0

85.0,15.557,23.814,23.431 0
86.0,15.68,23.687,23.848 0
87.0,15.46,23.669,24.18 0
88.0,15.534,23.873,24.377 0
89.0,15.281,23.444,24.411 0
90.0,15.218,23.257,24.767 0
91.0,14.843,22.9,24.942 0
92.0,14.659,22.398,24.928 0
93.0,15.611,23.954,24.778 0
94.0,15.944,24.12,24.99 0
95.0,16.048,24.021,25.405 0
96.0,16.317,24.213,25.757 0

97.0,8.539,27.387,12.27 0
98.0,8.897,27.411,12.023 0
99.0,9.307,27.251,12.162 0
100.0,9.456,26.933,11.979 0
101.0,9.581,27.147,12.494 0
102.0,9.98,27.14,12.757 0
103.0,10.334,27.288,12.824 0
104.0,10.763,27.313,12.877 0
105.0,9.843,26.878,12.206 0
106.0,10.31,27.074,12.212 0
107.0,10.68,27.061,12.313 0
108.0,11.111,27.044,12.636 0

109.0,27.054,20.094,17.841 0
110.0,27.316,20.152,17.494 0
111.0,26.955,20.417,17.492 0
112.0,26.777,20.594,17.209 0
113.0,26.656,20.63,17.703 0
114.0,26.416,20.988,17.822 0
115.0,26.23,21.431,17.821 0
116.0,26.054,21.84,17.742 0
117.0,26.606,20.285,17.153 0
118.0,26.262,20.081,16.932 0
119.0,26.152,20.221,16.573 0
120.0,25.772,20.536,16.527 0

121.0,2.509,33.812,7.765 0
122.0,2.688,34.262,7.799 0
123.0,3.161,34.208,7.764 0
124.0,3.118,33.826,7.824 0
125.0,3.596,33.988,7.885 0
126.0,3.958,33.897,7.625 0
127.0,4.32,33.953,7.497 0
128.0,4.727,34.015,7.666 0
129.0,3.417,33.523,7.767 0
130.0,3.64,33.143,7.768 0
131.0,3.939,32.851,7.963 0
132.0,4.023,32.684,8.323 0

133.0,12.197,21.862,16.217 0
134.0,11.922,21.558,16.005 0
135.0,11.603,21.373,15.777 0
136.0,11.704,21.114,15.571 0
137.0,11.144,21.35,15.723 0
138.0,10.829,21.34,15.334 0
139.0,10.711,21.541,14.856 0
140.0,10.461,21.878,14.707 0
141.0,11.435,20.886,15.916 0
142.0,11.116,20.662,16.104 0
143.0,10.833,20.295,16.15 0
144.0,10.491,20.325,15.782 0

145.0,16.178,18.493,15.158 0
146.0,15.688,18.415,15.171 0
147.0,15.397,18.052,15.066 0
148.0,15.481,17.987,15.439 0
149.0,15.203,17.754,14.824 0
150.0,14.928,17.681,14.621 0
151.0,14.696,17.319,14.438 0
152.0,14.617,16.891,14.582 0
153.0,15.465,17.51,15.521 0
154.0,15.277,17.269,15.829 0
155.0,15.222,16.907,16.049 0
156.0,15.313,16.519,15.924 0

157.0,25.142,24.954,24.682 0
158.0,25.338,25.39,24.615 0
159.0,24.985,25.33,24.389 0
160.0,25.054,25.08,24.203 0
161.0,24.566,25.38,24.408 0
162.0,24.253,25.215,24.353 0
163.0,23.86,25.258,24.158 0
164.0,23.554,24.933,24.009 0
165.0,24.601,25.042,23.977 0
166.0,24.275,25.291,23.833 0
167.0,23.844,25.17,23.686 0
168.0,23.604,24.916,23.478 0

169.0,15.978,22.025,11.356 0
170.0,16.108,22.394,11.213 0
171.0,15.879,22.276,10.927 0
172.0,15.551,22.218,10.94 0
173.0,15.817,22.202,10.444 0
174.0,15.885,22.233,10.084 0
175.0,15.963,22.109,9.667 0
176.0,16.303,22.072,9.292 0
177.0,15.355,22.021,10.621 0
178.0,14.953,21.999,10.228 0
179.0,15.006,22.028,9.827 0
180.0,15.187,22.214,9.412 0

181.0,13.715,19.402,18.083 0
182.0,13.421,19.473,17.759 0
183.0,13.231,19.128,17.79 0
184.0,13.417,18.94,17.987 0
185.0,13.341,18.697,17.641 0
186.0,13.458,18.271,17.273 0
187.0,13.319,17.902,17.055 0
188.0,13.019,17.763,16.817 0
189.0,13.018,18.928,18.176 0
190.0,12.686,19.234,18.204 0
191.0,12.31,19.279,17.951 0
192.0,11.99,19.502,17.898 0

193.0,18.689,17.909,20.18 0
194.0,19.145,17.876,19.908 0
195.0,19.45,17.532,19.911 0
196.0,19.25,17.242,19.731 0
197.0,19.703,17.206,20.065 0
198.0,19.735,17.043,20.398 0
199.0,19.8,17.109,20.771 0
200.0,19.863,17.485,21.086 0
201.0,19.226,17.024,20.176 0
202.0,19.167,16.717,20.421 0
203.0,19.464,16.429,20.539 0
204.0,19.863,16.235,20.478 0

205.0,24.441,24.688,18.548 0
206.0,24.726,25.07,18.576 0
207.0,25.084,25.13,18.952 0
208.0,24.91,25.15,19.185 0
209.0,25.426,25.37,18.752 0
210.0,25.839,25.457,18.7 0
211.0,26.124,25.814,18.454 0
212.0,26.084,26.296,18.366 0
213.0,25.348,25.119,19.456 0
214.0,25.777,25.15,19.585 0
215.0,25.984,25.561,19.811 0
216.0,25.893,26.083,19.798 0

217.0,13.433,23.727,21.66 0
218.0,13.047,23.974,22.034 0
219.0,12.686,23.84,22.356 0
220.0,12.721,23.448,22.501 0
221.0,12.497,23.966,22.782 0
222.0,12.104,23.942,23.097 0
223.0,12.074,23.988,23.531 0
224.0,12.266,23.704,23.82 0
225.0,12.836,23.511,22.934 0
226.0,12.856,23.408,23.376 0
227.0,12.601,23.225,23.638 0
228.0,12.151,23.233,23.724 0

229.0,15.449,21.871,23.309 0
230.0,15.267,22.246,23.147 0
231.0,14.978,22.13,23.284 0
232.0,14.883,21.846,23.346 0
233.0,14.938,22.073,23.765 0
234.0,15.057,22.061,24.26 0
235.0,15.097,22.479,24.578 0
236.0,14.954,22.952,24.45 0
237.0,14.949,21.48,23.673 0
238.0,15.126,20.989,23.622 0
239.0,15.069,20.7,23.958 0
240.0,14.875,20.408,24.296 0

241.0,13.773,28.033,12.15 0
242.0,14.148,28.143,12.009 0
243.0,14.126,28.52,11.787 0
244.0,13.769,28.38,11.71 0
245.0,13.998,28.834,11.556 0
246.0,13.822,29.32,11.387 0
247.0,13.841,29.802,11.395 0
248.0,14.098,30.157,11.294 0
249.0,13.361,28.558,11.876 0
250.0,13.417,28.763,12.344 0
251.0,13.124,29.06,12.626 0
252.0,12.878,29.508,12.886 0

253.0,10.406,18.015,14.938 0
254.0,10.284,17.91,15.485 0
255.0,10.617,18.245,15.523 0
256.0,10.625,18.522,15.344 0
257.0,10.932,18.527,15.731 0
258.0,11.219,18.974,15.738 0
259.0,11.184,19.402,15.923 0
260.0,11.429,19.506,16.213 0
261.0,10.965,18.861,15.274 0
262.0,10.99,19.1,14.951 0
263.0,11.008,19.538,14.854 0
264.0,11.08,20.003,14.793 0

265.0,10.767,23.2,17.944 0
266.0,10.691,23.168,17.611 0
267.0,10.242,23.183,17.726 0
268.0,10.123,22.946,17.524 0
