Frame	packing_factor
1	0.7970846529593459
2	0.7962487357101138
3	0.7973236151920112
4	0.7973479192906652
5	0.7996077229413746
6	0.800563282885238
7	0.8004043999787988
8	0.8008307830792919
9	0.8008033139367504
10	0.800037274888428
11	0.7970063923792772
12	0.7979992011242718
13	0.7989886338964043
14	0.8002769263775809
15	0.799151606302722
16	0.7984565308640367
17	0.7988343816831217
18	0.7970514589800499
19	0.7982064180007057
20	0.7978551938946128
21	0.7986610971761819
22	0.8001721049606815
23	0.7994543789381083
24	0.8011931635073358
25	0.7990295377267909
26	0.798637999514139
27	0.798647573810044
28	0.7975692303931383
29	0.7981668919714349
30	0.7975395271977811
31	0.7988057924283706
32	0.7984022757267707
33	0.798085870935133
34	0.7979996055643198
35	0.7977225127984497
36	0.7970296785333449
37	0.797682249853802
38	0.7969817072395069
39	0.7969868990790898
40	0.7972338840074054
41	0.7967843163339512
42	0.798499785771124
43	0.7969428737024394
44	0.7967753803064127
45	0.7988016528912576
46	0.7989964130536593
47	0.7981563421666434
48	0.7990368151001056
49	0.7975205254478857
50	0.7976993573253573
51	0.7976453526700676
52	0.7960273269609929
53	0.7987389804824844
54	0.7961370789049443
55	0.7964890933006403
56	0.7963651711263079
57	0.796714639240579
58	0.7947863004907878
59	0.7966748174851566
60	0.7970757496498768
61	0.7954015737993189
62	0.7978045152870832
63	0.7958927523185567
64	0.7970667228656249
65	0.7960309104237705
66	0.7971652881722534
67	0.7976136379412231
68	0.7989140053701086
69	0.799633541752015
70	0.798712461741334
71	0.7989666398025161
72	0.7983048449970123
73	0.7973819356484673
74	0.7976205304494538
75	0.7960217586819708
76	0.7971657245527779
77	0.798980154422299
78	0.7983681241811454
79	0.7980813555268199
80	0.7993148234001517
81	0.8001885133749159
82	0.8009274583244785
83	0.8017197006601858
84	0.8000038861769326
85	0.7992323890030155
86	0.8001918161108899
87	0.7990528627869522
88	0.8011645122798673
89	0.8006367726425188
90	0.8007590886329625
91	0.8011733031153683
92	0.800851545376342
93	0.8007746946255743
94	0.799498700074818
95	0.7998281645182432
96	0.7997009095469708
97	0.8020440688173973
98	0.7997887472070373
99	0.8008630808043361
100	0.7994667708471469
101	0.8007386335730836
