Frame	Rad[GL1-COM]
1	10.524478099036154
2	10.540614536674536
3	10.544274374325068
4	10.558281214332686
5	10.589834040553765
6	10.588823851438324
7	10.602100020311248
8	10.599909174148035
9	10.582406271672214
10	10.570100930691742
11	10.551064539407259
12	10.571282559772229
13	10.562470003521623
14	10.540675996444076
15	10.54312227838197
16	10.551499151575445
17	10.545897555065448
18	10.539397262881792
19	10.54139550628354
20	10.535263736454597
21	10.543981618010031
22	10.555507859399833
23	10.560597161525019
24	10.590935700578626
25	10.550593538557791
26	10.566564738142917
27	10.546814624236008
28	10.531243003008555
29	10.53008932685413
30	10.504495556475973
31	10.544543658517345
32	10.546217254930049
33	10.524803960636588
34	10.5062461101341
35	10.502843692808026
36	10.504810638962832
37	10.49461127166999
38	10.488823216451035
39	10.47114871545265
40	10.5046772496238
41	10.490297266151241
42	10.506123970743312
43	10.486938619815021
44	10.491438553861965
45	10.521073140496062
46	10.556355764940712
47	10.529921197578592
48	10.52178801842828
49	10.503502247209578
50	10.479315756870717
51	10.486550764786632
52	10.498613191651867
53	10.52770597137629
54	10.48947699523449
55	10.475113813328734
56	10.455462046198907
57	10.466887206270652
58	10.443963854104496
59	10.446294643075133
60	10.459420025749994
61	10.449348450334705
62	10.472804633546671
63	10.468023411056587
64	10.472922830375566
65	10.468032925782314
66	10.491522373972742
67	10.489937600393832
68	10.512031126090982
69	10.544350269559667
70	10.521064808235794
71	10.516305945827026
72	10.51881089520518
73	10.512278475096293
74	10.488731989553969
75	10.461433567078112
76	10.482827469452308
77	10.497534853155491
78	10.522864232168358
79	10.542587963134292
80	10.560580351560427
81	10.555568450765293
82	10.588940516108952
83	10.60004020816399
84	10.58190508521843
85	10.578290088590272
86	10.598381188517454
87	10.594731604567883
88	10.590409960461402
89	10.60885993778983
90	10.607765217874054
91	10.597796112772308
92	10.593268992320034
93	10.579621128958797
94	10.61478323252667
95	10.598270865910745
96	10.598829705885843
97	10.61909769217824
98	10.625992013322419
99	10.629908102849082
100	10.609496331857315
101	10.593294430752783
