Frame	TA-TA
1	0.121875
2	0.16615853658536586
3	0.17113095238095238
4	0.17151162790697674
5	0.175
6	0.16071428571428573
7	0.16815476190476192
8	0.15512048192771086
9	0.1716867469879518
10	0.15406976744186046
11	0.17088607594936708
12	0.15735294117647058
13	0.14852941176470588
14	0.15517241379310345
15	0.16071428571428573
16	0.15476190476190477
17	0.1460843373493976
18	0.16203703703703703
19	0.13871951219512196
20	0.1308139534883721
21	0.14006024096385541
22	0.17018072289156627
23	0.1897590361445783
24	0.1746987951807229
25	0.13392857142857142
26	0.16220238095238096
27	0.16569767441860464
28	0.125
29	0.14351851851851852
30	0.1109375
31	0.13109756097560976
32	0.12643678160919541
33	0.15029761904761904
34	0.1421875
35	0.1448170731707317
36	0.14558823529411766
37	0.15029761904761904
38	0.1460843373493976
39	0.17378048780487804
40	0.16820987654320987
41	0.18364197530864199
42	0.18601190476190477
43	0.175
44	0.1588235294117647
45	0.16619318181818182
46	0.18023255813953487
47	0.1524390243902439
48	0.14534883720930233
49	0.15441176470588236
50	0.17005813953488372
51	0.17205882352941176
52	0.15229885057471265
53	0.15948275862068967
54	0.1590909090909091
55	0.17097701149425287
56	0.15476190476190477
57	0.15168539325842698
58	0.14411764705882352
59	0.15767045454545456
60	0.16071428571428573
61	0.14825581395348839
62	0.16335227272727273
63	0.13871951219512196
64	0.125
65	0.12648809523809523
66	0.14759036144578314
67	0.14244186046511628
68	0.15482954545454544
69	0.15625
70	0.14909638554216867
71	0.15548780487804878
72	0.15091463414634146
73	0.14136904761904762
74	0.15517241379310345
75	0.1590909090909091
76	0.13823529411764707
77	0.14970930232558138
78	0.175
79	0.15441176470588236
80	0.1419753086419753
81	0.14970930232558138
82	0.16158536585365854
83	0.14583333333333334
84	0.14732142857142858
85	0.15773809523809523
86	0.15029761904761904
87	0.16512345679012347
88	0.15348101265822786
89	0.14909638554216867
90	0.13871951219512196
91	0.16415662650602408
92	0.1515625
93	0.14939024390243902
94	0.14732142857142858
95	0.1588235294117647
96	0.14434523809523808
97	0.16071428571428573
98	0.14583333333333334
99	0.12654320987654322
100	0.125
101	0.14732142857142858
