Mean Radius	Outer_Ro	Outer_No	Inside_Ro	Inside_No	Expelled
   9.352	   10.613	       80	   7.772	      39	       9
   9.363	   10.568	       82	   7.712	      37	       9
   9.363	   10.526	       84	   7.612	      35	       9
   9.365	   10.490	       86	   7.478	      33	       9
   9.350	   10.447	       85	   7.507	      33	      10
   9.365	   10.494	       84	   7.490	      34	      10
   9.364	   10.428	       84	   7.579	      34	      10
   9.348	   10.455	       83	   7.591	      35	      10
   9.354	   10.525	       83	   7.627	      35	      10
   9.356	   10.416	       86	   7.488	      32	      10
   9.350	   10.493	       79	   7.752	      39	      10
   9.373	   10.501	       85	   7.543	      34	       9
   9.371	   10.487	       85	   7.511	      34	       9
   9.362	   10.520	       87	   7.376	      32	       9
   9.373	   10.524	       84	   7.530	      35	       9
   9.367	   10.543	       84	   7.582	      35	       9
   9.375	   10.556	       83	   7.591	      36	       9
   9.364	   10.521	       81	   7.770	      38	       9
   9.369	   10.580	       82	   7.676	      37	       9
   9.366	   10.448	       86	   7.510	      33	       9
   9.366	   10.517	       83	   7.635	      36	       9
   9.361	   10.498	       83	   7.622	      36	       9
   9.362	   10.517	       83	   7.652	      36	       9
   9.362	   10.496	       83	   7.606	      36	       9
   9.364	   10.526	       84	   7.614	      35	       9
   9.363	   10.486	       84	   7.548	      35	       9
   9.361	   10.517	       86	   7.537	      33	       9
   9.360	   10.497	       84	   7.634	      35	       9
   9.363	   10.610	       81	   7.695	      38	       9
   9.360	   10.612	       80	   7.826	      39	       9
   9.363	   10.563	       82	   7.690	      37	       9
   9.350	   10.486	       87	   7.494	      32	       9
   9.362	   10.550	       84	   7.606	      35	       9
   9.356	   10.590	       80	   7.759	      39	       9
   9.353	   10.546	       82	   7.684	      37	       9
   9.367	   10.465	       85	   7.585	      34	       9
   9.364	   10.520	       84	   7.583	      35	       9
   9.366	   10.555	       83	   7.578	      36	       9
   9.366	   10.533	       82	   7.615	      37	       9
   9.370	   10.592	       81	   7.673	      38	       9
   9.361	   10.598	       81	   7.683	      38	       9
   9.370	   10.452	       84	   7.579	      35	       9
   9.370	   10.461	       85	   7.520	      34	       9
   9.365	   10.477	       85	   7.537	      34	       9
   9.361	   10.469	       88	   7.350	      31	       9
   9.366	   10.494	       86	   7.502	      33	       9
   9.373	   10.529	       82	   7.650	      37	       9
   9.363	   10.489	       86	   7.494	      33	       9
   9.366	   10.500	       85	   7.563	      34	       9
   9.360	   10.497	       86	   7.538	      33	       9
   9.351	   10.535	       85	   7.509	      34	       9
   9.349	   10.481	       87	   7.463	      32	       9
   9.345	   10.425	       87	   7.465	      32	       9
   9.351	   10.451	       88	   7.427	      31	       9
   9.338	   10.439	       87	   7.442	      32	       9
   9.379	   10.596	       84	   7.612	      36	       8
   9.363	   10.563	       89	   7.392	      31	       8
   9.355	   10.591	       85	   7.600	      35	       8
   9.367	   10.437	       88	   7.361	      31	       9
   9.387	   10.546	       84	   7.624	      35	       9
   9.355	   10.460	       86	   7.497	      33	       9
   9.346	   10.437	       88	   7.307	      31	       9
   9.376	   10.563	       82	   7.652	      37	       9
   9.366	   10.535	       83	   7.582	      36	       9
   9.369	   10.499	       84	   7.565	      35	       9
   9.376	   10.561	       83	   7.570	      36	       9
   9.383	   10.499	       86	   7.502	      33	       9
   9.350	   10.449	       88	   7.362	      31	       9
   9.360	   10.479	       88	   7.371	      31	       9
   9.363	   10.557	       83	   7.577	      36	       9
   9.379	   10.629	       82	   7.568	      37	       9
   9.388	   10.570	       82	   7.567	      37	       9
   9.382	   10.507	       84	   7.495	      35	       9
   9.371	   10.481	       87	   7.405	      32	       9
   9.377	   10.417	       88	   7.310	      31	       9
   9.372	   10.454	       85	   7.520	      34	       9
   9.368	   10.471	       86	   7.410	      33	       9
   9.365	   10.535	       85	   7.556	      34	       9
   9.354	   10.546	       85	   7.546	      34	       9
   9.354	   10.561	       81	   7.750	      38	       9
   9.362	   10.481	       86	   7.498	      33	       9
   9.375	   10.505	       82	   7.716	      37	       9
   9.390	   10.580	       84	   7.683	      36	       8
   9.394	   10.474	       84	   7.564	      35	       9
   9.387	   10.678	       84	   7.621	      36	       8
   9.390	   10.544	       84	   7.488	      35	       9
   9.381	   10.612	       81	   7.709	      38	       9
   9.389	   10.616	       79	   7.801	      40	       9
   9.373	   10.627	       83	   7.730	      37	       8
   9.359	   10.501	       82	   7.610	      37	       9
   9.368	   10.524	       83	   7.588	      36	       9
   9.359	   10.538	       80	   7.738	      39	       9
   9.363	   10.521	       82	   7.677	      37	       9
   9.377	   10.502	       84	   7.513	      35	       9
   9.369	   10.476	       85	   7.483	      34	       9
   9.377	   10.573	       84	   7.521	      35	       9
   9.382	   10.484	       84	   7.594	      35	       9
   9.381	   10.512	       84	   7.568	      35	       9
   9.384	   10.523	       81	   7.684	      38	       9
   9.390	   10.545	       83	   7.549	      36	       9
   9.378	   10.501	       84	   7.570	      35	       9
