Frame	DIST TA from graftin pt [nm]
1	2.4243219670662532
2	1.9162395466120614
3	2.870259395943162
4	2.3947922665650982
5	2.965634839288215
6	2.2832684905634735
7	1.500745481419151
8	1.2429328219980365
9	2.9742316654894294
10	2.2484307861261836
11	2.7490580204862898
12	2.2210918486186015
13	2.6784514182639203
14	1.6354008682888743
15	2.0329257241719385
16	2.5462731589521197
17	3.25030721624895
18	3.142389854871607
19	1.4362402306021083
20	2.7962594657863926
21	3.1264945226243404
22	2.520188485014567
23	2.7181096372295204
24	3.230389140645443
25	3.0659611869689427
26	2.029551920991429
27	2.328612677110555
28	1.8919534878003725
29	2.388970280267211
30	2.8146342568795677
31	2.200175902058744
32	2.054763733376659
33	1.7198738325819114
34	1.3280007530118325
35	2.0553065464791356
36	2.896765437518194
37	2.402057659591044
38	2.925280841218499
39	3.0121721398353043
40	2.394086255756042
41	1.682221745192944
42	1.8513333033249317
43	2.9028170800103834
44	2.845257984788018
45	2.5359063468511613
46	2.654807714317553
47	3.2667601687298666
48	2.586790482431847
49	3.472565046187038
50	3.1313719038146828
51	2.909792260626175
52	1.7243131966090135
53	2.2578799790954323
54	2.5704149470464874
55	2.2482468725653746
56	3.023790502002411
57	2.711944136592789
58	2.7823765022009517
59	2.6549058363716025
60	2.9541052790989015
61	3.082042991264075
62	1.8907411245329175
63	2.5395355874647656
64	2.100138328777416
65	2.4266557234185475
66	1.1641808278785553
67	2.1539958217229667
68	2.8211056343214045
69	2.084082531955008
70	1.7724674891235643
71	2.504366786235592
72	2.739200978387673
73	0.8994431610724437
74	2.259774546276679
75	2.5332583760840484
76	1.96335503666555
77	2.7545166545149087
78	3.1066427216530683
79	2.5630827142330004
80	2.5267372241687505
81	2.217432298853786
82	2.5009956017554305
83	2.738716122565465
84	2.3993434518634458
85	2.6025842925830496
86	1.2706541622329808
87	2.974462808642935
88	3.4203954449741656
89	2.7789956818966126
90	2.8943843905051714
91	2.465098983813836
92	2.9402423369511577
93	2.4290757501568367
94	2.0209824343620615
95	2.6557669325450974
96	2.7445808423145426
97	2.9473983443029845
98	2.717318899209289
99	1.8152283602896928
100	1.6572824140743159
101	2.901479622537434
102	2.8333361960769796
103	2.036560335467623
104	1.210240471972405
105	2.296760544767349
106	2.982115691920755
107	1.9391188720653503
108	2.2456317596614146
109	2.4920804561650933
110	2.528744747893711
111	2.6546122127346603
112	1.9357143384291011
113	2.771158782892099
114	2.2900493444465346
115	2.7946065912754197
116	2.7052752170527863
117	2.5221645465750284
118	1.8061101849001402
119	2.080359103616486
120	1.9202773237217583
121	2.798040028305527
122	2.95605091295803
123	2.1801142171913885
124	1.6276744146173725
125	3.189566898498919
126	1.8245972158260058
127	2.7634576168271536
128	3.2978544540352295
129	2.2716168250829623
130	2.8551788035077585
131	2.7117863116403536
132	1.406718166513818
133	2.689224609436706
134	1.794813082189897
135	2.9268978458429302
136	3.2065894654601457
137	2.0770597006345306
138	2.4279907330959896
139	2.998014342860955
140	2.875793803456708
141	2.2641161630976434
142	2.6315204730345516
143	2.7358269316606996
144	3.3487230402050256
145	2.744478821197205
146	3.0951059755685253
147	2.8337145233773993
