Frame	DPPC (polar heads)-DEN (All head beads)
1	0.48863636363636365
2	0.5023296447291788
3	0.4979615608619686
4	0.5136548518303312
5	0.5043757292882147
6	0.4839930151338766
7	0.5069848661233993
8	0.5043655413271245
9	0.48775510204081635
10	0.516870273414776
11	0.4935897435897436
12	0.5217643644805572
13	0.5052417006406523
14	0.5360674810936591
15	0.5145264381173736
16	0.49825783972125437
17	0.5122022080185938
18	0.5110400929692039
19	0.5238510762070971
20	0.5295995356935578
21	0.5279576221306651
22	0.5209302325581395
23	0.5236289381563594
24	0.5171711292200233
25	0.5293775450843514
26	0.5142441860465117
27	0.49361207897793263
28	0.4701102727800348
29	0.4874927283304247
30	0.479020979020979
31	0.5075845974329055
32	0.5530742459396751
33	0.5171312427409989
34	0.4696969696969697
35	0.4846109175377468
36	0.5302501454333916
37	0.5061046511627907
38	0.4918462434478742
39	0.48402091807088904
40	0.48812351543942994
41	0.5
42	0.5169590643274854
43	0.5121809744779582
44	0.5055104408352669
45	0.5313406848520024
46	0.5058038305281486
47	0.48576409064497383
48	0.5182714617169374
49	0.5046430644225188
50	0.5188624492164828
51	0.4979662986635677
52	0.5272780034822984
53	0.5443993035403366
54	0.5339524085896692
55	0.536564132327336
56	0.5049189814814815
57	0.5434027777777778
58	0.5280833815865663
59	0.5570023148148148
60	0.5069324090121318
61	0.5226086956521739
62	0.526407428903076
63	0.5008680555555556
64	0.5121739130434783
65	0.5191415313225058
66	0.495937318630296
67	0.5225694444444444
68	0.5362739408009286
69	0.5264227642276422
70	0.5075581395348837
71	0.5
72	0.4807355516637478
73	0.507807981492192
74	0.5344528083381587
75	0.5500868558193399
76	0.5273573923166472
77	0.5437935034802784
78	0.5273573923166472
79	0.5041007615700058
80	0.4956242707117853
81	0.5284718187100523
82	0.4886561954624782
83	0.5055136390017412
84	0.5307246376811594
85	0.5207238762405137
86	0.5093457943925234
87	0.48375664500886
88	0.4715281812899477
89	0.5173812282734647
90	0.4947674418604651
91	0.5157068062827225
92	0.4840394660475914
93	0.5110658124635993
94	0.5127758420441347
95	0.5118840579710144
96	0.5037746806039489
97	0.5109953703703703
98	0.5361726954492415
99	0.4970879440885265
100	0.5101273148148148
101	0.518840579710145
