Frame	DIST P3 from grafting point [nm]
1	0.4850876209511021
2	1.0469694360390889
3	1.2058163210041595
4	1.5051847062736199
5	1.7809011763711082
6	1.9859420938184487
7	1.7370126654690843
8	2.1702820093250548
9	1.9380095459001214
10	2.5752345524243037
11	2.3271499736802554
12	2.635315920340485
13	1.9565221695651722
14	1.5920408286221808
15	1.3559129765586049
16	0.4319004514931694
17	1.219170209609799
18	1.2215707101924183
19	1.8478325140553238
20	1.86653850750527
21	1.807355526729596
22	1.973845232028087
23	2.628793259273162
24	2.321906974880778
25	2.4356259975620245
26	2.225433440927859
27	2.2974300859873886
28	1.672836214337797
29	2.0364562357192986
30	2.144035913878313
31	0.4615213971204376
32	1.3244447893362723
33	1.3237722613803335
34	2.19415792503639
35	2.0382203021263434
36	1.8294764278339324
37	2.049809991194305
38	2.800583332093513
39	2.7690267243202986
40	1.6855773491596284
41	2.351205010202216
42	2.618265456366105
43	2.418610138075171
44	2.4084121325055645
45	2.76184974247333
46	0.47155169387883233
47	1.1762882299844675
48	1.1491322813323093
49	1.9639982179217943
50	1.662030685637299
51	1.9808111974643143
52	1.6069741752747582
53	2.742978126052045
54	2.3350884351561465
55	2.005617361312969
56	1.5779759187009137
57	2.4267033193202674
58	2.633584819215058
59	2.1141743069103804
60	1.9649959287489627
61	0.45556119237704734
62	1.2167320986971597
63	1.271395296514815
64	1.6173033110706223
65	1.8793054568111036
66	1.9847929363034296
67	1.8627927957773514
68	1.48542081579598
69	1.3353624976013092
70	2.1384258228893485
71	2.572573419749182
72	2.531650054806154
73	2.5977147649424466
74	2.672111337500738
75	2.331153791580468
76	0.4864380741677189
77	1.0600731106862387
78	1.3145029478856234
79	1.2414060576620356
80	1.7881960183380317
81	1.9194035531904168
82	2.2137052649347853
83	1.4923783032461986
84	1.5701060473738726
85	2.5062651495801456
86	2.5032500873863954
87	2.4781547570722866
88	2.4653293897570743
89	2.863418586235689
90	2.472924786563472
91	0.5165162146535175
92	1.3761584211129148
93	1.3148018862170832
94	2.28622243012354
95	1.9714738141806465
96	2.070948092058319
97	1.9520110143131868
98	2.999236402819889
99	2.7946302080955143
100	2.418301263283793
101	1.7123685350998477
102	2.278119180376652
103	2.629533418688569
104	2.114312654268519
105	2.549987058790691
106	0.45710611459484907
107	1.222461451334972
108	1.1014576705439048
109	1.8769371326712068
110	2.0116811377551875
111	1.8065539017698868
112	1.7650580726990261
113	2.361859648666703
114	2.591125431159212
115	2.3379893070756346
116	2.646532070465046
117	2.624386213955561
118	2.1728529632720193
119	2.3407325776346193
120	2.059655796486394
121	0.46390624052711177
122	1.2025951105837713
123	1.2258715267106894
124	1.5958649692251512
125	1.877398732288904
126	2.0166849034988057
127	1.7981237443513154
128	2.2650362028011815
129	1.5938036265487676
130	2.092907546930826
131	2.6800755586363554
132	2.1980602812479897
133	2.081956771885525
134	2.2920569364655834
135	2.518047259286447
136	0.4516779826380732
137	1.0067973976923033
138	1.2773773913765634
139	1.2940301387525674
140	1.3557123588726316
141	1.979036129028472
142	1.507570893855409
143	1.2137384396977733
144	1.8902174478085811
145	2.070898838668851
146	1.7625075886361425
147	2.6055818927832584
148	2.6965668914380756
149	2.23817894726941
150	2.1953273104482607
151	0.4779037560011417
152	1.138613630693049
153	1.255992038191328
154	1.5923360198149163
155	1.6334861493137938
156	1.6120704078916692
157	2.1413782944636446
158	2.0094101124459396
159	2.1371745366254014
160	2.209428206572917
161	2.3029157605088404
162	2.1603458056524216
163	1.4202622997179104
164	2.6620416976448773
165	2.997988825863102
166	0.5307909192893199
167	1.0951899378646617
168	1.3424466469845289
169	1.8851344779617223
170	1.8574985868096907
171	1.7220940740853843
172	1.8332563923248726
173	2.397274494086987
174	2.5988547477687205
175	2.414248951537519
176	2.6330949470157727
177	2.12258851405542
178	1.9343451088159025
179	2.47914541727588
180	2.4391217681780493
181	0.45927007305070056
182	1.1911528029602245
183	1.2828916555968353
184	1.6161627393304177
185	1.2754316916244477
186	1.9518516849391974
187	1.3857680181040368
188	2.4437377109665386
189	2.2813769964650694
190	1.4436824443069178
191	1.3891169857143093
192	2.557341197415779
193	2.505179035518219
194	1.8050313016676431
195	1.3919791665107615
196	0.4943015274101447
197	1.4139115955391306
198	0.8339958033467577
199	2.1014523549202826
200	2.0509561184969316
201	1.623240585988417
202	1.4601116395673361
203	2.2075357301751657
204	2.82419032644757
205	1.970161668493222
206	2.402472268310293
207	2.2069175335748312
208	2.3272217341714576
209	2.2083690814716666
210	1.790715220240229
211	0.46726972938550354
212	1.1249768886515001
213	1.313073493754254
214	1.790384874824406
215	1.7658892943783322
216	2.0710292127345786
217	1.6109022316701944
218	2.607390649672582
219	2.247367793664402
220	2.378413546883723
221	2.3168871357923386
222	2.4532602797094327
223	2.163540385571766
224	1.7599619314064747
225	1.9085879597231012
226	0.5089528465388536
227	1.0423099347123232
228	1.4446992766662572
229	1.9164461902177166
230	1.4341370227422505
231	2.2047843431955014
232	2.146394418554058
233	2.648254897097331
234	2.678246067858589
235	1.8979499466529681
236	1.5347120251043849
237	2.7803197657823486
238	2.0717649480575737
239	2.631616613414653
240	2.8206137629955674
241	0.500960078249755
242	1.1831318607830659
243	1.2613286645438608
244	1.7422284580387264
245	1.7484570340731858
246	1.935906247729988
247	2.00583872731583
248	2.1363431372324047
249	2.3940887619300995
250	2.338828980494299
251	1.4900322144168543
252	2.4236850042858267
253	1.8876760845017873
254	2.5152234493181695
255	2.698346345449374
256	0.4413411378967509
257	1.1396793408674228
258	1.1982929524953394
259	1.5034164426398984
260	1.811603985422865
261	1.6360941293214122
262	2.0986357473368256
263	1.797326069470981
264	2.209703600033272
265	2.5273887710441403
266	2.5902055902958754
267	1.9581741495587117
268	2.252780726124936
269	2.5136262649805348
270	2.8767970036135666
271	0.5070197234822328
272	1.32865383000991
273	1.3528126256063693
274	1.977912030399735
275	2.038851147092401
276	1.8966125065495096
277	1.807927266236116
278	2.6046537197869526
279	2.7525885998456077
280	2.529972924756311
281	2.7698039641823016
282	2.037160278426813
283	2.382677695367127
284	1.8270380401075377
285	2.2354778012764966
286	0.49401315771950494
287	1.3576487027209911
288	1.170684415203341
289	2.2889735690916106
290	1.817394838773343
291	1.7678724501501752
292	2.0796771384039388
293	2.7840413071648165
294	2.993036083978939
295	1.5800319617020415
296	1.7227980148583841
297	2.469341815140218
298	2.3593068897453735
299	2.7932477512744867
300	2.6172118752596196
301	0.5014877864913543
302	1.242843916185776
303	1.2732878700435337
304	1.9897288760029572
305	1.913050705025874
306	1.731387882595925
307	2.0507288948078926
308	2.056708292393455
309	2.735556433342218
310	2.3703714898724204
311	2.447179601091836
312	2.1757265453176764
313	2.438545468101835
314	2.8853627155004276
315	2.3118187645228585
316	0.4737879272417127
317	0.7667685439557361
318	1.296020447369563
319	1.4883430384155396
320	1.2661453313107458
321	1.9404826719143862
322	2.0705110480265487
323	2.298377036084376
324	1.978241643480391
325	1.643631041322838
326	2.076223735535259
327	2.387889863456852
328	2.546869843553063
329	2.0154604932868336
330	2.5260366188953
331	0.48492679859954
332	1.2970373934470802
333	1.3557569841236274
334	1.9753756604757482
335	1.994453057858216
336	1.8028341576528886
337	1.998865928470438
338	2.9050084337226956
339	2.7071647530211354
340	2.3739490306238666
341	2.849369228443375
342	1.340646858796153
343	1.7338252507101157
344	1.9054923248336626
345	2.174577890074298
346	0.4473689752318548
347	1.0818585859528942
348	1.2566924842617626
349	1.9309955981306635
350	1.540642398481877
351	1.8552684441880642
352	2.0279625243085735
353	2.219113787078073
354	2.300993481085939
355	2.2422314777917083
356	1.710739606135309
357	2.5385554947646907
358	2.4141569957233524
359	2.7223846164713783
360	2.4108730783680845
361	0.44866357106411037
362	1.0296426564590235
363	1.331734583165878
364	1.710732591610972
365	1.7910737003261437
366	1.9631469634237764
367	1.7905479608209354
368	2.0913000741165733
369	2.0131174829105203
370	2.6953010963526896
371	2.0428952493948396
372	2.66909909894706
373	2.545516450545939
374	2.1217339607029007
375	2.2910881694077196
376	0.43663600401249475
377	1.2487157402707776
378	1.2139279220777492
379	2.0316168437970776
380	2.0505886959602573
381	1.7185633535019877
382	1.688867371938958
383	2.7830684504697323
384	2.724288714508797
385	2.80040907725996
386	2.561665473866562
387	2.3500904237922446
388	1.8553220744657801
389	1.7962789315693708
390	2.2260026954161583
391	0.4579148392441547
392	1.2077814371814148
393	1.296040122835711
394	1.482749135895888
395	1.9234484656470539
396	2.0591282135894287
397	1.859360104982358
398	1.4490510688033045
399	1.8314240360986862
400	2.3929502711088686
401	2.2732888069930772
402	2.8407488449350806
403	2.3775815443429074
404	1.911153316717421
405	1.8041225013839846
406	0.5362480769196283
407	0.9462357000240471
408	1.095169849840653
409	1.6932270964049692
410	1.0976711711619291
411	1.7806886308392025
412	1.904730427120857
413	2.3972911796442253
414	2.508617148948799
415	1.104562809440912
416	1.410311313150398
417	2.510957984515073
418	2.2672328949624916
419	2.63557659725533
420	2.244632263868626
421	0.502847889525252
422	1.490515347119914
423	1.0546146215561398
424	2.03295892727817
425	2.393682100864689
426	1.6814431301712236
427	1.4051498140767775
428	2.2779012270070016
429	2.6131127032717147
430	2.797832911379806
431	2.9654994520316484
432	2.2761876021101597
433	2.2049582762492355
434	2.046771359971603
435	1.8387142246689658
436	0.46413036961612464
437	1.1054293283607057
438	1.2581736764056073
439	1.744037556935057
440	1.9482161071092716
441	1.8796292187556571
442	1.9566361439981639
443	2.446961176643387
444	2.419068209042483
445	2.3596451004335357
446	2.6088346057195717
447	2.6073645698290826
448	2.4261234511046643
449	2.051554045108244
450	2.7080262184845987
451	0.4816118769299607
452	1.1661153459242348
453	1.2548900350229877
454	1.8963720626501548
455	1.8965771800799467
456	1.8897282873471504
457	2.119200556813819
458	2.691501439717246
459	2.5154136836711376
460	2.6170953364369436
461	2.325272027097046
462	2.5886199025735706
463	2.619784914835565
464	1.9256554728195798
465	2.4155701190402237
466	0.4884045454333947
467	1.2055148277810581
468	1.1694400369407576
469	1.893304518560074
470	1.8567460784932335
471	2.0095855294064977
472	1.9024421147567132
473	2.4301664552042537
