Frame	DPPC (polar heads)-TA
1	0.32342657342657344
2	0.35177635410599883
3	0.3462434478741992
4	0.34892504357931436
5	0.3588098016336056
6	0.33149010477299184
7	0.3588474970896391
8	0.3512805587892899
9	0.319533527696793
10	0.3551483420593368
11	0.35955710955710957
12	0.3670922809053976
13	0.3500291205591147
14	0.3624200116346713
15	0.35008715862870426
16	0.3240418118466899
17	0.3448576409064497
18	0.3614177803602557
19	0.3685282140779523
20	0.3699941961694719
21	0.37404355503237197
22	0.3625
23	0.37397899649941657
24	0.37281722933643774
25	0.37201861547411286
26	0.35523255813953486
27	0.3327526132404181
28	0.3061520603598375
29	0.32577079697498545
30	0.33624708624708627
31	0.3637689614935823
32	0.3912412993039443
33	0.35452961672473865
34	0.30332167832167833
35	0.3394308943089431
36	0.36620127981384526
37	0.3563953488372093
38	0.3345952242283052
39	0.32916908773968623
40	0.32897862232779096
41	0.3531489111241907
42	0.36608187134502923
43	0.3483178654292343
44	0.3367169373549884
45	0.3676726639582124
46	0.3537434706906558
47	0.3399186519465427
48	0.3587587006960557
49	0.3421358096343587
50	0.353163087637841
51	0.3407902382335851
52	0.3743470690655833
53	0.3798607080673244
54	0.3520023215322113
55	0.3807312826465467
56	0.35185185185185186
57	0.37702546296296297
58	0.35176606832657786
59	0.37528935185185186
60	0.3443096476025419
61	0.3605797101449275
62	0.361288450377249
63	0.3538773148148148
64	0.35391304347826086
65	0.3619489559164733
66	0.3392338943702844
67	0.3559027777777778
68	0.3746372605919907
69	0.3556910569105691
70	0.33662790697674416
71	0.3525791324736225
72	0.318739054290718
73	0.35309427414690575
74	0.38477127967573826
75	0.3925883034163289
76	0.3681606519208382
77	0.38950116009280744
78	0.36641443538998836
79	0.346514352665495
80	0.34072345390898484
81	0.35560720511330624
82	0.3510762070971495
83	0.3406848520023215
84	0.37130434782608696
85	0.35288966725043786
86	0.3612733644859813
87	0.32309509746012993
88	0.3256827425915166
89	0.3679026651216686
90	0.33430232558139533
91	0.35922047702152415
92	0.3380731282646547
93	0.3613861386138614
94	0.35452961672473865
95	0.3368115942028985
96	0.34988385598141697
97	0.3480902777777778
98	0.367561260210035
99	0.33896330809551545
100	0.37123842592592593
101	0.36927536231884056
