Frame	ROG of Dendrons [N0]
1	1.0076953714696382
2	1.0186135866082529
3	1.005067916373387
4	1.0123367539988957
5	1.0011782996774299
6	1.015857931713241
7	1.0174308066806692
8	1.020333320797622
9	1.0062364422095147
10	1.0081002795049658
11	1.023287318759189
12	1.006769323180474
13	1.0015004484624692
14	0.9999176665363506
15	1.0076290481815418
16	1.007965512771168
17	1.0083370106311567
18	1.0112914663201045
19	1.0177050824248772
20	1.0142895136917962
21	1.011475985990628
22	1.0248783110285116
23	1.0060861600912503
24	0.9884175245809486
25	1.0209424068425559
26	1.0135267855187644
27	0.9894528336215834
28	0.9967498131767174
29	1.0092610627049432
30	1.0084042726180207
31	1.008542688748891
32	0.9928142716714005
33	0.9954162837212375
34	0.997580522803547
35	1.014182441540248
36	1.0089782852064506
37	1.002898562192001
38	0.9956926154254259
39	1.0036766883927535
40	1.0020478751419915
41	1.0156659542383188
42	1.0074997467894853
43	1.0106508838543258
44	0.9982441935375118
45	1.0112034318758354
46	1.017411739307245
47	1.002797569899584
48	1.0069791557238579
49	1.0138367805822268
50	1.0090677620195712
51	0.9938855154672097
52	1.0125924293219053
53	1.0101876533355487
54	1.0205787491544756
55	1.0072127197337173
56	1.0228315606253457
57	1.0077729970909544
58	1.0268626033183064
59	1.0082575056479604
60	1.0331365423852135
61	1.003674161770819
62	1.0024639814930139
63	1.0021556170395034
64	1.0056747568097835
65	1.0040874912409608
66	1.0108488661833401
67	1.0109761720894805
68	1.0062734743699069
69	1.0113778428669844
70	1.0176064908489737
71	1.020649197675885
72	1.0111621396201314
73	1.0029574382713262
74	1.0063733985290528
75	1.0221003439742549
76	1.0266493710647633
77	1.0258923212262947
78	1.0137531466325023
79	1.0039294176054399
80	1.0128752054597205
81	0.9957591152250503
82	0.9809571123331647
83	0.9935088102338204
84	1.016950012259154
85	1.0169094152102303
86	1.005686537905915
87	0.9975421930003847
88	1.0022702537657406
89	1.0254705882879505
90	1.010815172989446
91	0.9982350655152911
92	0.9982429608358668
93	1.0000864293484573
94	1.0019924225126249
95	0.990672436209935
96	1.0183121099353296
97	1.0116993728976282
98	0.9984103672500071
99	1.0026240616483084
100	1.0018955831161447
101	1.021825337435938
