Frame	TA-PO4
1	0.3578125
2	0.37652439024390244
3	0.36607142857142855
4	0.35901162790697677
5	0.38088235294117645
6	0.3541666666666667
7	0.36904761904761907
8	0.37198795180722893
9	0.35542168674698793
10	0.3808139534883721
11	0.3860759493670886
12	0.3735294117647059
13	0.3573529411764706
14	0.35201149425287354
15	0.3482142857142857
16	0.34375
17	0.3674698795180723
18	0.36419753086419754
19	0.3826219512195122
20	0.3706395348837209
21	0.3795180722891566
22	0.4036144578313253
23	0.4186746987951807
24	0.40813253012048195
25	0.3898809523809524
26	0.40327380952380953
27	0.3633720930232558
28	0.34970238095238093
29	0.3533950617283951
30	0.3953125
31	0.3902439024390244
32	0.382183908045977
33	0.38095238095238093
34	0.3390625
35	0.3871951219512195
36	0.375
37	0.3913690476190476
38	0.3704819277108434
39	0.35823170731707316
40	0.3472222222222222
41	0.37962962962962965
42	0.39732142857142855
43	0.3779411764705882
44	0.3352941176470588
45	0.3664772727272727
46	0.3502906976744186
47	0.38109756097560976
48	0.3648255813953488
49	0.3897058823529412
50	0.36627906976744184
51	0.37941176470588234
52	0.38362068965517243
53	0.40804597701149425
54	0.3508522727272727
55	0.3850574712643678
56	0.3601190476190476
57	0.3862359550561798
58	0.3779411764705882
59	0.3693181818181818
60	0.37648809523809523
61	0.3706395348837209
62	0.3693181818181818
63	0.38109756097560976
64	0.37650602409638556
65	0.3869047619047619
66	0.35993975903614456
67	0.34593023255813954
68	0.35511363636363635
69	0.3849431818181818
70	0.3629518072289157
71	0.3704268292682927
72	0.3704268292682927
73	0.40773809523809523
74	0.3922413793103448
75	0.3849431818181818
76	0.3779411764705882
77	0.3851744186046512
78	0.3779411764705882
79	0.37058823529411766
80	0.35185185185185186
81	0.373546511627907
82	0.3780487804878049
83	0.36755952380952384
84	0.3705357142857143
85	0.36755952380952384
86	0.38392857142857145
87	0.3333333333333333
88	0.3829113924050633
89	0.3885542168674699
90	0.36890243902439024
91	0.39759036144578314
92	0.359375
93	0.38871951219512196
94	0.3705357142857143
95	0.3323529411764706
96	0.36607142857142855
97	0.3854166666666667
98	0.375
99	0.37808641975308643
100	0.40512048192771083
101	0.3913690476190476
