Frame	Rad[GL1-COM]
1	10.486711616718804
2	10.491421993929974
3	10.473052155797486
4	10.473400564569188
5	10.487500680259599
6	10.472463660582646
7	10.462871921030027
8	10.465729786901267
9	10.4912077570727
10	10.482323375455195
11	10.488227353277207
12	10.50819310333354
13	10.518747014612291
14	10.495014404398619
15	10.481681232583176
16	10.492591439186478
17	10.489440559694234
18	10.479636218871873
19	10.483850175856634
20	10.480954897814746
21	10.486656063727281
22	10.522472184008121
23	10.521659547712872
24	10.497732681237904
25	10.50719477639418
26	10.484101676457266
27	10.483228804570441
28	10.50564232974039
29	10.469952373222158
30	10.457533331458494
31	10.469420627051507
32	10.466843668849805
33	10.479026784511136
34	10.47186664921295
35	10.464685019154865
36	10.44630909605217
37	10.472198517336636
38	10.474794801165029
39	10.485899013574539
40	10.478291682636739
41	10.491437145175546
42	10.473168673525858
43	10.466139318766222
44	10.469620312436977
45	10.482493772794673
46	10.479865381522487
47	10.465386893562497
48	10.471855071421835
49	10.476658356176896
50	10.464611507118153
51	10.469562222290831
52	10.4663793314516
53	10.471202500515062
54	10.479674460520938
55	10.534138929960074
56	10.53544009448085
57	10.517751657154822
58	10.529250958077462
59	10.508524916742687
60	10.521529598032744
61	10.512742036851337
62	10.507356223282077
63	10.529783372035688
64	10.513476505241215
65	10.512040067222465
66	10.501860049816123
67	10.491034611380636
68	10.507244017091699
69	10.477804952829773
70	10.484878168010429
71	10.483730531464916
72	10.475840867547022
73	10.492518299110676
74	10.492710793392177
75	10.488575967584408
76	10.48149800402155
77	10.48534941651326
78	10.494880456686607
79	10.478588884512149
80	10.499403323864103
81	10.50484744208966
82	10.478332821632364
83	10.484644374146354
84	10.475412953440895
85	10.486811380819491
86	10.478202609872916
87	10.484316706150702
88	10.466447183146846
89	10.478555067950735
90	10.477328943454413
91	10.488315335974946
92	10.482113010365671
93	10.474538600877086
94	10.464643069684472
95	10.455738866089485
96	10.458885723698218
97	10.444687592052565
98	10.449203745437238
99	10.460477744296714
100	10.45775978987845
101	10.452528033970575
