Frame	packing_factor
1	0.7978373883809141
2	0.7977115317236788
3	0.797067279804282
4	0.7971671079226498
5	0.7977264419595929
6	0.7963205415483873
7	0.7963888959469854
8	0.7963185015443319
9	0.7967466573819517
10	0.7973294207800724
11	0.79670506837757
12	0.7970009294108414
13	0.7977588321222299
14	0.796449340123613
15	0.796880435565677
16	0.7961304467000692
17	0.7977556833421023
18	0.7970877961754579
19	0.7977299304060053
20	0.7966328629557023
21	0.7965613312279222
22	0.7990415957378355
23	0.7983185823423832
24	0.797417858607987
25	0.7982140208632972
26	0.7968681568805202
27	0.7976649237124913
28	0.7978436633851572
29	0.7958318522300157
30	0.7959938258864524
31	0.7962231643574089
32	0.7983352574250707
33	0.7969384949120425
34	0.797486234399902
35	0.7962770867670232
36	0.7946345876064889
37	0.797861493193763
38	0.7974770131492525
39	0.7970463104831589
40	0.7967988800372229
41	0.7975983364906833
42	0.7967344648007575
43	0.7985133264476456
44	0.7951565623365108
45	0.7961296893288559
46	0.796979300760863
47	0.7976921590401006
48	0.7967622897808313
49	0.7970693253433065
50	0.7967857494541902
51	0.7974489023486975
52	0.7968229024269655
53	0.7962859904120452
54	0.797112402891838
55	0.7992402771735602
56	0.7986764580321661
57	0.797528061981049
58	0.798236788010704
59	0.7981026732533538
60	0.797551246754055
61	0.7977351682300963
62	0.7975682487312645
63	0.7974391674254305
64	0.7978268842426721
65	0.7979510005610266
66	0.7975268457512492
67	0.798449694418587
68	0.7972388164463312
69	0.7972516763444832
70	0.7975001142004945
71	0.7966218345020174
72	0.7965103245601534
73	0.7978499440727043
74	0.7968375303775282
75	0.7977034009391137
76	0.7976811288839094
77	0.7970361672941205
78	0.795566155553127
79	0.7958316267062844
80	0.7990599975556647
81	0.797531536915657
82	0.7965864960561947
83	0.7963595848689276
84	0.7962896572855441
85	0.798328341656181
86	0.7970288238802533
87	0.7972236796932846
88	0.7960054477071685
89	0.7967532972306458
90	0.7975475209001367
91	0.7955785312958971
92	0.7960942938878872
93	0.7953561717429658
94	0.7953476519732898
95	0.7953346892012473
96	0.7970930545608907
97	0.7970921488526547
98	0.7971407870999676
99	0.7954389682830135
100	0.7951088304423467
101	0.7963699408758356
