Frame	AND
1	3.4876526783731445
2	3.4941547001292137
3	3.4149663683526064
4	3.4247594808039774
5	3.4314219135428017
6	3.4577222047952496
7	3.410247904678706
8	3.4003794884221734
9	3.4472850755013207
10	3.533679833673723
11	3.5006386435228367
12	3.522996625067707
13	3.52213182362378
14	3.5074784853067404
15	3.5353690868181564
16	3.459312843258916
17	3.555245931399146
18	3.5526049185377446
19	3.5380437108698732
20	3.522382598659828
21	3.533156307239211
22	3.5479741660752246
23	3.515295899888924
24	3.554692255969564
25	3.56110058080131
26	3.585654503694035
27	3.5082349214074253
28	3.566119911955277
29	3.535972769291636
30	3.5793913891592455
31	3.561765364463511
32	3.544279742208112
33	3.6932549280478093
34	3.67074330500849
35	3.6339122515780664
36	3.6343132400646807
37	3.625132551964103
38	3.584486517708778
39	3.562315190748806
40	3.519481264255014
41	3.476395849097383
42	3.499744712770942
43	3.5576353507316036
44	3.4802429459885635
45	3.6224056024510585
46	3.5317384333475466
47	3.5500794420984407
48	3.541263606150384
49	3.5141721151772467
50	3.532907684539188
51	3.5652629611041724
52	3.635434916700895
53	3.5858036878515023
54	3.613975909159259
55	3.6296851915716895
56	3.5974109968180525
57	3.5391660447947637
58	3.543739571501286
59	3.520616319068668
60	3.509222608831463
61	3.4559221068790764
62	3.5635660976542893
63	3.5407909126612123
64	3.571399491778637
65	3.518387427302463
66	3.5227907782700183
67	3.513352038685487
68	3.5147137306270175
69	3.565655507787555
70	3.527659098228052
71	3.492103853415902
72	3.5276707168767776
73	3.4325349832445458
74	3.5057783976010457
75	3.5069151789039146
76	3.5419536529582594
77	3.5196908349356364
78	3.487401550322606
79	3.4778672496524994
80	3.445871986020875
81	3.4245004772163607
82	3.501081945424978
83	3.5158099742146374
84	3.541473308896414
85	3.5008808533520477
86	3.5093255021053418
87	3.492799125114615
88	3.522558122098598
89	3.471871505826009
90	3.460880736622863
91	3.426815488882933
92	3.5076482334914023
93	3.488809188216694
94	3.5440775777169713
95	3.5882666181523173
96	3.4578277144101097
97	3.50057247607661
98	3.4779160664742292
99	3.4531904724016926
100	3.4087193297300944
101	3.4841505775474753
