Frame	LC
1	1.3956417720897007
2	1.3920942377597858
3	1.389980465062656
4	1.3851838891741353
5	1.3987071311794739
6	1.3933539644645232
7	1.3980044383503845
8	1.395912573116055
9	1.3995771168412452
10	1.396939424315203
11	1.3971992625856555
12	1.3942766557726876
13	1.3989160950679813
14	1.3939604052338959
15	1.3940903597026337
16	1.398461696523404
17	1.3944878677102837
18	1.3958952281649553
19	1.3872391258936196
20	1.397672309645547
21	1.3967700389226925
22	1.395278602078761
23	1.388540294163426
24	1.3874171638406856
25	1.390412668900739
26	1.394893925727617
27	1.3927340099862546
28	1.3900022175104056
29	1.394894154240569
30	1.3936813516656954
31	1.3923149692065513
32	1.3918674746177482
33	1.3896583716870194
34	1.394975352429785
35	1.3998693411720542
36	1.4000767221502635
37	1.3863004237045242
38	1.3968690868323717
39	1.3935972755412376
40	1.393647560398286
41	1.3919984371093914
42	1.3983140412293464
43	1.3906956395841212
44	1.3992206084830816
45	1.4026463404849339
46	1.3918979354933305
47	1.389087772217677
48	1.3954082033790864
49	1.3910993394543818
50	1.3930838215339603
51	1.3905008797954033
52	1.3919638916060875
53	1.3928566250831809
54	1.3972943527813506
55	1.400339528732272
56	1.3964129614816139
57	1.3954380878982218
58	1.3931213288235822
59	1.3917812083405277
60	1.3975517388183283
61	1.3990275445206932
62	1.3918917791781193
63	1.4003884462759937
64	1.3941058061983378
65	1.3912686928579014
66	1.3901642752317438
67	1.394270994897579
68	1.3970027703107972
69	1.3862249499239525
70	1.3942270445509335
71	1.386379030797498
72	1.3983073677670679
73	1.3880149018580477
74	1.3979592218271455
75	1.3958001554716863
76	1.3891877559830155
77	1.4051518906123055
78	1.4213222015650406
79	1.3938330848083416
80	1.3923302865830074
81	1.3949025681492613
82	1.3959507029713178
83	1.3947917852882128
84	1.3940769026941415
85	1.3815910169953343
86	1.3947699813326844
87	1.388867724377547
88	1.392183258722205
89	1.393687093986651
90	1.3914281949220253
91	1.407094533975648
92	1.4090848161586345
93	1.4002032297175215
94	1.3995115853427158
95	1.3961084603290115
96	1.392114051274344
97	1.3917505615002455
98	1.3914811531640043
99	1.3930753554874853
100	1.4003053715047635
101	1.3932555107006386
