Frame	Rad[NC3-COM]
1	10.96841346149486
2	10.976485369803207
3	10.961516736734719
4	10.963840673988043
5	10.968385091578382
6	10.964152318630308
7	10.95040134727104
8	10.95522835516491
9	10.978801349395757
10	10.966287824647322
11	10.97705085218078
12	10.998955350506535
13	11.003002186754635
14	10.988181634637899
15	10.970214553995412
16	10.985208455355652
17	10.972657975741834
18	10.965512956092889
19	10.97053974977246
20	10.969148735013302
21	10.976516687315547
22	11.0003152382271
23	11.00806538244675
24	10.9881222123105
25	10.99158736207055
26	10.972569203978797
27	10.967290721606659
28	10.992625768694744
29	10.963863457593662
30	10.94950284839954
31	10.961983241922013
32	10.94483558026039
33	10.969265403035097
34	10.954582742317347
35	10.95218109945246
36	10.942784338061113
37	10.957114342694526
38	10.956888052274996
39	10.974062712335968
40	10.967223867832903
41	10.977333505328872
42	10.95938303020951
43	10.943467188772644
44	10.96577986093433
45	10.971619293310113
46	10.968699569623295
47	10.949134801436216
48	10.959308870419992
49	10.964927278645154
50	10.952309485123193
51	10.954704531104968
52	10.954644784495962
53	10.963249895384328
54	10.96462224470539
55	11.009225838051798
56	11.016708791316502
57	11.005379837119271
58	11.014617942271913
59	10.993094524556394
60	11.008292296238556
61	10.996386913768418
62	10.99540904054059
63	11.01675156492369
64	10.999263899756869
65	10.998350913701465
66	10.990488717330008
67	10.969789033279518
68	10.994763066494277
69	10.967619046802396
70	10.969453860683307
71	10.978503194129832
72	10.963920160590808
73	10.978987169040213
74	10.980741554949416
75	10.971333739867092
76	10.967179683010608
77	10.967205835217067
78	10.97917119877035
79	10.974118064929328
80	10.976012039041931
81	10.99121083046215
82	10.967473332442655
83	10.97673574940701
84	10.967272111246302
85	10.97282242145267
86	10.96492886918902
87	10.973654802107273
88	10.96022432601353
89	10.967810807602394
90	10.962210253228982
91	10.979508492889654
92	10.967918256373249
93	10.969376583655746
94	10.95872715090312
95	10.950701468581032
96	10.94431994023624
97	10.928635265794815
98	10.933502983909701
99	10.95695103823577
100	10.952225967420983
101	10.941545535498927
