Frame	Outer_hydrophobic_vol
1	1682.5408207536557
2	1680.4699514389122
3	1671.9936359718422
4	1667.1392391052295
5	1685.9931111092806
6	1675.2866834971078
7	1676.8084719304063
8	1675.6277102450188
9	1688.1715487941485
10	1682.380723786824
11	1684.678057816385
12	1688.4970314985715
13	1696.9745374215618
14	1683.6425524287058
15	1679.2059751948752
16	1687.489398899901
17	1682.2787954657322
18	1680.3762189104752
19	1672.8339974560017
20	1682.6704546857193
21	1683.6927972878211
22	1694.4557166352145
23	1687.1215223220204
24	1677.7591738149963
25	1684.1219636865364
26	1680.8693278204948
27	1678.3287231010563
28	1683.1616173355612
29	1676.0209673030665
30	1670.5198068561676
31	1673.1705340914054
32	1671.8269387142877
33	1673.6998669688833
34	1676.760555568075
35	1679.3553155385205
36	1673.2645848950015
37	1667.8880162457747
38	1679.7241576927734
39	1680.1395657451583
40	1677.5857577096826
41	1680.3755130242112
42	1680.6611989202227
43	1670.3742296707742
44	1680.3800862655169
45	1688.3524071781758
46	1676.3100737241764
47	1668.454072065377
48	1677.2044894252
49	1674.3852560880027
50	1672.321837458949
51	1671.3411598907346
52	1671.7680328226356
53	1674.3403968309024
54	1681.8391495713392
55	1703.7815492574393
56	1700.1143511243577
57	1692.9972701434147
58	1694.5297388738575
59	1686.0067067235045
60	1696.508491475039
61	1695.0193779494855
62	1685.721189583289
63	1702.3263953060375
64	1690.134573859373
65	1686.6773770072284
66	1682.0352133482343
67	1682.6002231240184
68	1691.01356820599
69	1669.7194490997956
70	1680.443470637501
71	1671.8992050492784
72	1681.5718311823957
73	1676.600310152316
74	1687.0084719050074
75	1683.345172091078
76	1674.055383695938
77	1691.9320971432217
78	1711.975688060098
79	1677.879851947189
80	1683.4508786983083
81	1688.0000518558431
82	1679.9866676458876
83	1680.9494382127389
84	1677.044875904154
85	1667.9667519533841
86	1678.718575963084
87	1674.6856688692217
88	1672.0180923752428
89	1677.7169331337302
90	1674.9554611440662
91	1694.9690346996713
92	1694.8828904880115
93	1683.0858252158057
94	1678.9716722952476
95	1672.4094103662103
96	1669.3639949545247
97	1664.14605586068
98	1665.4080309503308
99	1670.9003645955593
100	1677.427513558233
101	1668.3709231442344
