Frame	packing_factor
1	0.7959026000998414
2	0.7959183820903252
3	0.7957807410644441
4	0.7941484004474983
5	0.7947400862186729
6	0.7948364384410821
7	0.7947844492804129
8	0.7941330531568085
9	0.7958350645472685
10	0.795349169813863
11	0.7958367834527289
12	0.7963987513956491
13	0.7948604118360547
14	0.7960447613214693
15	0.7962852298548764
16	0.7966435649574506
17	0.7963400726829484
18	0.795779750406555
19	0.7955174557491288
20	0.7954769195020756
21	0.7963617992674223
22	0.7960506062302486
23	0.795289851254223
24	0.7955487763338518
25	0.796458584932846
26	0.7951472365324128
27	0.7959775881646792
28	0.7951373373051289
29	0.7967047443648708
30	0.7953205233392169
31	0.7957325709055317
32	0.7952640947027461
33	0.7947508900199812
34	0.7956178675743527
35	0.7944333837812034
36	0.7949925100733575
37	0.795227244267887
38	0.7968736152270608
39	0.7959282554425581
40	0.7959843492789452
41	0.7949699402116364
42	0.7960063125886343
43	0.7961590805903268
44	0.7971193233319916
45	0.7945320051257221
46	0.7971702639036936
47	0.7957744961148774
48	0.7945239138225169
49	0.7952752898152367
50	0.7937816193813823
51	0.7963485015044398
52	0.7954093899877985
53	0.7955997010895862
54	0.7947902441572426
55	0.7962965271415839
56	0.7975051266544949
57	0.7953060843741526
58	0.7954087747831692
59	0.7965854573567502
60	0.7971013955614836
61	0.7954235356263736
62	0.7965273978955304
63	0.7959845519695236
64	0.7962064577120602
65	0.7963038514294616
66	0.7967969983007611
67	0.795641062398846
68	0.7962133191401068
69	0.7958971038222059
70	0.7960086610961531
71	0.7973799284374966
72	0.7973014783781499
73	0.796996149764006
74	0.7951596592224932
75	0.7967154325227368
76	0.7960848881664598
77	0.7958749884320754
78	0.7961084127931564
79	0.7956380225221719
80	0.794286976750182
81	0.7961447819064863
82	0.7956666543808036
83	0.7968659660204881
84	0.7971589481835102
85	0.7965913600309572
86	0.7977067601862836
87	0.7963010664276661
88	0.7978155485127695
89	0.7963624730123257
90	0.7957000999890294
91	0.7958692056438733
92	0.7957529604576822
93	0.7940991102284135
94	0.7964362167363543
95	0.7961073471760899
96	0.7960735155044499
97	0.7979507220506372
98	0.7957451816803015
99	0.7978363384187344
100	0.7970220511660502
101	0.7968134342488254
