Frame	Rad[GL1-COM]
1	10.42058914473533
2	10.430891612010909
3	10.428668585411708
4	10.430765717811155
5	10.41217396650304
6	10.433993910903338
7	10.432468270085947
8	10.413109800996455
9	10.423103631459329
10	10.420416060591455
11	10.41985473600831
12	10.442716474322172
13	10.441226256034843
14	10.43226862587261
15	10.443390828568257
16	10.438718103574745
17	10.446809760012039
18	10.43320230547419
19	10.430853765267347
20	10.431270647663567
21	10.437482774606066
22	10.423686786654175
23	10.43034636653665
24	10.429118371989025
25	10.429462490325488
26	10.430357191113561
27	10.429930634221932
28	10.430163002891224
29	10.432336875220013
30	10.429235857570765
31	10.429299909536297
32	10.426768558802138
33	10.433148489294917
34	10.421504548241808
35	10.422255173282046
36	10.435152676140115
37	10.43669954715387
38	10.434664957270034
39	10.436799007219063
40	10.454560599134885
41	10.436772517431852
42	10.4408259182112
43	10.438975052046604
44	10.442990202339283
45	10.43630604132822
46	10.439892990553735
47	10.443818888600505
48	10.444066170386275
49	10.437613002317738
50	10.433638923158856
51	10.427310766709937
52	10.429507400375979
53	10.429770614808366
54	10.42896033482332
55	10.424754871628188
56	10.469583598588747
57	10.45486189491039
58	10.44465332587444
59	10.450245522016859
60	10.469125757332442
61	10.435996100011224
62	10.423443467693902
63	10.453003246313362
64	10.446607161597464
65	10.453976508568621
66	10.463884174323164
67	10.471905005451113
68	10.419963079685028
69	10.43988198854174
70	10.439145642713799
71	10.467300348315396
72	10.47672735017349
73	10.4651533625324
74	10.447703775413032
75	10.458082201145734
76	10.458596643989072
77	10.44197800776858
78	10.43546360618539
79	10.422430356676749
80	10.42403057946892
81	10.434809360607938
82	10.46031402778805
83	10.483694826816848
84	10.484086890793543
85	10.477572630556423
86	10.49215946828348
87	10.47737674313652
88	10.486802609018133
89	10.453086330612049
90	10.436593327033235
91	10.448712571023991
92	10.436977821262449
93	10.435889170573141
94	10.4600354782684
95	10.448989204237387
96	10.461309140824335
97	10.469542972199724
98	10.466038862547528
99	10.482782143629315
100	10.478892062250221
101	10.46486451296554
