Frame	LC
1	1.3862310556154493
2	1.3887614159619737
3	1.3912308380065814
4	1.3974056606352883
5	1.3992884106004941
6	1.4012683961282062
7	1.4000918266167208
8	1.4027746845525533
9	1.396495786352208
10	1.4033250760806075
11	1.391368623831506
12	1.3946179446915812
13	1.396992036469082
14	1.3922228699092911
15	1.396542322594503
16	1.398093440278617
17	1.3954446473878688
18	1.3999991257274647
19	1.388731561646403
20	1.398536975625688
21	1.3963718961053169
22	1.385849458788757
23	1.3977917353399323
24	1.3958211872983428
25	1.3891451542355142
26	1.3941255843996265
27	1.3898612908242043
28	1.3979030641656853
29	1.402310756994249
30	1.398047855751386
31	1.3952033380718931
32	1.3930004385866108
33	1.400883178934597
34	1.3892859888000744
35	1.4007004736656072
36	1.3967963821228544
37	1.3986943633135156
38	1.3916513288792607
39	1.3986282045505423
40	1.397748081104833
41	1.4069657847343517
42	1.3954175607474781
43	1.3889445470604918
44	1.3916201355181939
45	1.396653102438931
46	1.3903096975748173
47	1.3960341784409318
48	1.4006816995736733
49	1.4092726365914485
50	1.403771689867252
51	1.3963786468834003
52	1.3957066950149495
53	1.3926890531278513
54	1.394708742862166
55	1.391978131997322
56	1.3881267547699527
57	1.4015482413462765
58	1.3987769080979553
59	1.396238262238826
60	1.397642401751823
61	1.400035307907637
62	1.3991143623728932
63	1.3929842273869997
64	1.4040860226123326
65	1.3988214267765
66	1.3973748801318246
67	1.3990889331809995
68	1.386436858162872
69	1.3925927388727544
70	1.3851907250532491
71	1.3882527243313287
72	1.4012218329561361
73	1.4004418101563139
74	1.3916961656799527
75	1.3970773827065606
76	1.4044564924970526
77	1.3997639721613777
78	1.388329488713181
79	1.3880957952523492
80	1.3989286522752988
81	1.3939404972766647
82	1.3947524241285523
83	1.39788279863686
84	1.3953843107091273
85	1.3980723849959686
86	1.3926776943083763
87	1.39091480974035
88	1.3905381771380252
89	1.3868950985100332
90	1.3961756264297567
91	1.391551807077558
92	1.3905801952369377
93	1.3940040425393563
94	1.390899314334738
95	1.391577413254766
96	1.3996939630963652
97	1.389571528329377
98	1.399956966634497
99	1.384674465220173
100	1.392537012987651
101	1.4007532733607724
