Frame	Rad[NC3-COM]
1	10.912827192691603
2	10.92287396791909
3	10.919978652419386
4	10.930168048002548
5	10.904231827486145
6	10.926941469746222
7	10.926232508919671
8	10.907540466691728
9	10.910495245354744
10	10.907082768436002
11	10.90964731950513
12	10.929618019861596
13	10.937220660491246
14	10.921656906590732
15	10.93010050692957
16	10.92156381132997
17	10.934151949449156
18	10.920270328946259
19	10.925600013471367
20	10.920984185917948
21	10.9230533469312
22	10.91549016977148
23	10.921640463882849
24	10.919564702793384
25	10.917359385548247
26	10.924636806022582
27	10.92079029552175
28	10.922421510324149
29	10.911697643390601
30	10.920045659211683
31	10.918844636426408
32	10.92042868562174
33	10.926792730735361
34	10.914134813710278
35	10.916864834569267
36	10.929612956166673
37	10.928695059535249
38	10.91896982790229
39	10.924028841114206
40	10.944016001483241
41	10.926022144848059
42	10.929757643601384
43	10.93017428958156
44	10.926620671592778
45	10.934151064852438
46	10.923521355421084
47	10.934364672942795
48	10.940701377522345
49	10.923604943717317
50	10.9324311849566
51	10.911751923192696
52	10.921019851337784
53	10.921658212567788
54	10.925205531691889
55	10.911650985935266
56	10.955638958027828
57	10.946941407637848
58	10.936313339598135
59	10.935880334398044
60	10.952702652708268
61	10.925825321883174
62	10.904702378937689
63	10.944874458732535
64	10.930120295248578
65	10.940579712234234
66	10.949073680855143
67	10.965071738641184
68	10.909884124156065
69	10.930994438848881
70	10.933450075812363
71	10.953875404661996
72	10.957879378906675
73	10.947450834245867
74	10.945316553875818
75	10.943302050962405
76	10.944178351105712
77	10.92957391866693
78	10.926926128738268
79	10.915684347734345
80	10.92083063249469
81	10.92287715307739
82	10.954282923277807
83	10.970495995262095
84	10.970283293035317
85	10.965429528989818
86	10.977024585110135
87	10.97112062519239
88	10.97145217016659
89	10.94569806613981
90	10.926705205343392
91	10.94164514123299
92	10.929831827355635
93	10.938113201333403
94	10.950783113780796
95	10.940304300088613
96	10.949896794727945
97	10.95174526294835
98	10.95730939242368
99	10.970014024108423
100	10.966966943195466
101	10.948212473775959
