Frame	Rad[NC3-COM]
1	10.994469473233524
2	10.965239082303308
3	10.944077556888196
4	10.967029305575888
5	10.982490470831273
6	10.979050505381355
7	10.97234368135327
8	10.98285777020481
9	10.988293530996271
10	10.96549173870281
11	10.968018781979085
12	10.963710330655784
13	10.957273427389996
14	10.947124937835621
15	10.950246153233387
16	10.961348503570001
17	10.969948505782895
18	10.941595752405767
19	10.95574811201104
20	10.914987164111936
21	10.945352301632283
22	10.96566072365697
23	10.951872945780837
24	10.977788282065422
25	10.969349134052909
26	10.98294870481717
27	10.975103899872774
28	10.974685219716491
29	10.976556350006897
30	10.975791104436782
31	10.972107819789171
32	10.96349835882519
33	10.972812459293793
34	10.973229149997387
35	11.02131898916174
36	10.999803492400229
37	11.022269761572453
38	11.026496787154816
39	11.044071183936767
40	11.026671609026678
41	11.010079872291971
42	11.000987696784321
43	10.975067375432777
44	10.99428339255638
45	10.995592004761109
46	11.009796896839791
47	11.004062781068532
48	11.033308625149846
49	11.020382620077836
50	11.002030137131484
51	11.005800406133783
52	10.991091080439585
53	10.989298117207138
54	10.976471800409243
55	10.974300010845791
56	10.971102155246502
57	10.956829710483381
58	10.959005599418994
59	10.964186126189151
60	10.960484611050619
61	10.980348914454249
62	10.98155794116039
63	10.964963913917636
64	10.999243856710123
65	10.99562475697216
66	11.022490278493827
67	11.007105409734118
68	11.016975806949276
69	11.008756562436622
70	11.005208578973571
71	10.97997713087902
72	11.004501869245873
73	11.010823727312609
74	10.996558623804702
75	10.970562038815167
76	10.981949014871558
77	10.993314219699062
78	10.975579415731135
79	10.972250836228515
80	10.990061812409307
81	10.983636908226913
82	11.000544762917942
83	10.971098392028026
84	10.966629557637525
85	10.976697414645475
86	11.001658341491199
87	10.999154836321242
88	11.000477281127663
89	11.00740369688455
90	10.995248490279968
91	11.008132793434335
92	10.981583990551337
93	10.978175971748355
94	10.954181456673824
95	10.992202546474116
96	11.003863122248024
97	10.998695236212864
98	10.997114975241187
99	11.030409633698603
100	11.0381795828027
101	11.016801055169147
