Frame	LC
1	1.3984563353537018
2	1.3881351983751344
3	1.388851045322456
4	1.387423509047932
5	1.3896510819304675
6	1.3963930066059096
7	1.3972178737429493
8	1.3969565186516777
9	1.3940416317008466
10	1.3940295106485103
11	1.3981056717066236
12	1.39074908925721
13	1.402459258034462
14	1.398245349473207
15	1.3952030480249384
16	1.4019583556876214
17	1.3917421114957358
18	1.405659903672961
19	1.3892898571424976
20	1.4028289356977608
21	1.3955074721726066
22	1.3972484314200666
23	1.4061386608633912
24	1.398762226224434
25	1.3961681622057365
26	1.4040466636654256
27	1.3898478099893559
28	1.392110215827069
29	1.3932415760603314
30	1.3939754246627856
31	1.3890538275207636
32	1.394042262317636
33	1.396269590651109
34	1.394912885090227
35	1.3915750239058946
36	1.390334894718943
37	1.3919558377445336
38	1.393757559671319
39	1.4037701844298969
40	1.3902485204571338
41	1.3963189115439067
42	1.3885671655512428
43	1.400526837921836
44	1.3985223580290553
45	1.3987621271036859
46	1.400706270265932
47	1.3924618403090756
48	1.3905599193500426
49	1.3883725668695377
50	1.3952974711905792
51	1.3946707816497919
52	1.3932110320855249
53	1.3924996658000326
54	1.3973023387199008
55	1.389816369836243
56	1.3949685890378818
57	1.3985416067505252
58	1.4057908413457885
59	1.3954775749739574
60	1.3920749558854664
61	1.3888870088460576
62	1.389983783022256
63	1.3904459386361168
64	1.3991235962757393
65	1.3962356006524743
66	1.390373442295858
67	1.3941735477559694
68	1.3914250224022426
69	1.4027057976651145
70	1.4020249351461478
71	1.3990074320873618
72	1.3949417167220926
73	1.392338079953091
74	1.3873443246389046
75	1.4012096002062338
76	1.3923316191335626
77	1.3960333104882092
78	1.3928907279916645
79	1.396174851799901
80	1.3975791987811057
81	1.3783768200274549
82	1.403427031590249
83	1.387345377272328
84	1.396241431383899
85	1.3963335636873617
86	1.3900195950949041
87	1.3938832720434755
88	1.3920857859315654
89	1.3887905622819605
90	1.3944726792545878
91	1.3932203626128379
92	1.3901648513764977
93	1.3912462150169378
94	1.391631890350335
95	1.4010927995899272
96	1.3932792758005512
97	1.3907807033642734
98	1.4020720697684652
99	1.3893204011572156
100	1.3939394783240089
101	1.393142834097903
