Frame	LC
1	1.3967786858823397
2	1.395150897020961
3	1.4021362721326995
4	1.3963371132537077
5	1.399349101539935
6	1.3959748096410163
7	1.3926178735053434
8	1.3976269049513175
9	1.392654031380023
10	1.3956329069094513
11	1.4091711933177842
12	1.4009649241276971
13	1.3844323927946671
14	1.3933551139964533
15	1.3979821273014172
16	1.3910930369595809
17	1.401557374306625
18	1.3927582161719347
19	1.3942012226077973
20	1.3991952142647535
21	1.400471061398788
22	1.4019448884407115
23	1.389042786792607
24	1.393003149718124
25	1.3911455492171143
26	1.395216122849686
27	1.394245214409143
28	1.392316052232179
29	1.399338351543055
30	1.393781069641745
31	1.3912460121479462
32	1.3881545998743043
33	1.390408586350245
34	1.3857405549078303
35	1.3883575630776355
36	1.4070452698377445
37	1.388598454627174
38	1.3974087168370868
39	1.3958051027270821
40	1.39973713065409
41	1.3870364462341924
42	1.3903978751906916
43	1.3949733580209926
44	1.3971084014405186
45	1.3967969401611817
46	1.391350876436955
47	1.3921762871638865
48	1.3915501336449776
49	1.400979826099353
50	1.3883766478071256
51	1.3977981472636476
52	1.39476760325286
53	1.3893989336197305
54	1.389342993248441
55	1.3939784388616332
56	1.3867891919769118
57	1.3902841752021295
58	1.38827712121205
59	1.3908447003675908
60	1.3957795839979759
61	1.397015001369599
62	1.3946264485388644
63	1.3908913652144848
64	1.3856284616464771
65	1.401951753361409
66	1.3999445663878736
67	1.386580512296517
68	1.395690919966629
69	1.3900094633018454
70	1.3959015692144454
71	1.3860513487099273
72	1.3882260685180194
73	1.393326789772739
74	1.390382124728389
75	1.3925908128274134
76	1.3924216008048058
77	1.3879775690320608
78	1.3964780348252248
79	1.391934256744016
80	1.3934169102559975
81	1.3932053265244986
82	1.3918974603389567
83	1.3957379115765585
84	1.3845829803461667
85	1.3987462676647155
86	1.3898844938421662
87	1.3870526299308439
88	1.395332503820119
89	1.4003332425430128
90	1.3909588142015712
91	1.3927679208841475
92	1.3975342339483725
93	1.394946531938453
94	1.3884961062891392
95	1.4017521581950723
96	1.3916379614318886
97	1.3810311552918975
98	1.3848015503937665
99	1.3879525175589378
100	1.3903894022360999
101	1.3945477979247738
