Frame	Outer_hydrophobic_vol
1	1675.6743893167832
2	1683.1572418479002
3	1681.9522126558822
4	1670.0066355570434
5	1671.2975471456934
6	1667.0518647111587
7	1660.9088582507316
8	1666.1981745062872
9	1661.1134801290007
10	1662.754638607789
11	1683.1579702256884
12	1676.7061840713452
13	1660.9105340592005
14	1665.7476468092125
15	1666.809290567823
16	1661.2492674855753
17	1670.1307317243252
18	1660.653103142069
19	1660.5196795952068
20	1669.4631074661002
21	1678.7019329475447
22	1671.750373827171
23	1661.216867877046
24	1670.8771152225306
25	1663.1988296783204
26	1680.3721385402673
27	1671.0843463729575
28	1674.1961123923054
29	1682.4662383087668
30	1668.9800193181463
31	1665.075419109185
32	1672.214929513912
33	1669.990812922248
34	1665.8852294470578
35	1671.1770400082721
36	1700.9811631442208
37	1678.0016348237345
38	1683.785668832211
39	1678.008123016226
40	1680.6854556279734
41	1672.6454905091123
42	1677.3118582010713
43	1682.7670405326862
44	1687.0567424687677
45	1695.16577828553
46	1682.5155927736785
47	1686.5603270070694
48	1687.7695071133553
49	1691.5623162198535
50	1676.0264678418619
51	1677.2656989653012
52	1670.7823644028997
53	1662.4565503864421
54	1670.5705037523608
55	1680.5048558519222
56	1675.2734541216448
57	1685.2936599606178
58	1688.9285510367852
59	1679.9533356357103
60	1690.3039101273896
61	1689.2331640567133
62	1694.9256925298153
63	1688.2881074589104
64	1682.8442762527875
65	1699.5964658320552
66	1697.305338262767
67	1688.5725029299326
68	1690.702098426577
69	1689.0282109663835
70	1693.0787314381284
71	1683.6322349036086
72	1687.9759245391535
73	1692.1227577887857
74	1684.51692944096
75	1689.1772066068415
76	1689.5678931069986
77	1684.3098681435185
78	1690.1981819842456
79	1685.2961738471686
80	1692.6323554644591
81	1692.3449041379522
82	1696.2249145714936
83	1696.6686252888742
84	1682.2565955733196
85	1689.5573117006356
86	1687.9489991607459
87	1683.039482231642
88	1701.2858462687134
89	1698.4584428029907
90	1698.5895118268738
91	1698.348287842108
92	1696.7420334391825
93	1699.2544288377294
94	1691.301976012857
95	1711.2619107192786
96	1698.4414512607989
97	1688.5631365989323
98	1700.1957684487538
99	1707.1655340313514
100	1707.0991712587625
101	1712.893045809669
