Frame	Rad[GL1-COM]
1	10.463254744734835
2	10.489993186150617
3	10.465434818821622
4	10.448026733093975
5	10.442750173885603
6	10.440472212273864
7	10.432569768469346
8	10.433011129791774
9	10.43306155118773
10	10.428912726112548
11	10.44791876757337
12	10.453679272262853
13	10.45736836960558
14	10.4445416796197
15	10.433733369152149
16	10.438169237916416
17	10.432731253812298
18	10.431395987517847
19	10.426660919147096
20	10.437853736768435
21	10.460974523423332
22	10.436298162491703
23	10.444272926097824
24	10.460627934527498
25	10.44373533482396
26	10.481677150300989
27	10.45748288628661
28	10.472417237873577
29	10.475338875562333
30	10.452725299398622
31	10.448938818821588
32	10.479248735258768
33	10.465885984479879
34	10.468019688021622
35	10.47558933348432
36	10.505831173976578
37	10.494840626318794
38	10.4849972652341
39	10.47300170026723
40	10.468955572795812
41	10.483915099111957
42	10.48734794372045
43	10.489393570034096
44	10.495422625294637
45	10.519923742920417
46	10.499651640625904
47	10.50893640006923
48	10.514365631514211
49	10.49682119384713
50	10.489736590126338
51	10.464826403013012
52	10.455023510015408
53	10.446837873812306
54	10.470817529903032
55	10.485810126006585
56	10.492370159466674
57	10.511004746638443
58	10.527734804640094
59	10.49370952824415
60	10.50888839313911
61	10.502033279025033
62	10.52581957654962
63	10.51788407346633
64	10.51807641803842
65	10.51716147282839
66	10.516593674366042
67	10.531891804819708
68	10.51031478018484
69	10.52273119096529
70	10.516581364272238
71	10.519084872831533
72	10.525112665494124
73	10.521628013688318
74	10.50844026048667
75	10.515297254710543
76	10.516949665371328
77	10.515172500665164
78	10.506464110316207
79	10.505988006309707
80	10.522835509381913
81	10.52264372003749
82	10.537909953754799
83	10.527500072374396
84	10.519561645130997
85	10.497740698257445
86	10.51996711644755
87	10.514288491452142
88	10.54212263661676
89	10.518757837966668
90	10.547648795027648
91	10.541420378674246
92	10.522259897643348
93	10.537408550176398
94	10.533982953803314
95	10.551453379756262
96	10.54514204962622
97	10.548934569140016
98	10.571232467331876
99	10.58177078290043
100	10.57408530729059
101	10.578104267379784
