Frame	Rad[NC3-COM]
1	10.956055321860422
2	10.979272581353216
3	10.952447184560818
4	10.942569936223531
5	10.930691996173456
6	10.930954339447243
7	10.918996048527204
8	10.926307744768609
9	10.922860253868402
10	10.922174072787637
11	10.939003163060116
12	10.943062996577146
13	10.945060569653089
14	10.935529879928136
15	10.922637933950979
16	10.927110388183182
17	10.9260654869118
18	10.928357722248597
19	10.924239196654126
20	10.93166324437803
21	10.952722392969044
22	10.93187177555385
23	10.931131371595436
24	10.95136712085887
25	10.938135701107944
26	10.978323456201663
27	10.946534167030054
28	10.96370188801129
29	10.965740497184804
30	10.939854277411293
31	10.942156940597766
32	10.97427632455651
33	10.95967316136073
34	10.953987133879453
35	10.96582262644746
36	10.996683803176042
37	10.984318985359689
38	10.974596531221989
39	10.963146634261777
40	10.959592546738753
41	10.974410145539903
42	10.977106192311519
43	10.971095515963949
44	10.983366496304807
45	11.005553961269241
46	10.984544692616597
47	11.00054346658495
48	11.000904156626072
49	10.980918397936378
50	10.977650225190839
51	10.957723638799827
52	10.943129315052836
53	10.934217362345613
54	10.959212156406567
55	10.968245062641595
56	10.977664888434527
57	10.999923720437755
58	11.01951096911668
59	10.985340699114476
60	11.001283843514095
61	10.989216330938936
62	11.00906226032174
63	11.00623067494662
64	11.00557045640375
65	11.00196769443149
66	11.000768565891526
67	11.020881032970202
68	11.001612618389272
69	11.01276719431923
70	11.006323246269533
71	11.004656696635559
72	11.009011061613753
73	11.011443499450147
74	11.002854872031588
75	11.006003302655726
76	10.997899336976399
77	11.00743360391549
78	10.994926740713693
79	10.999991386365405
80	11.00755761440408
81	11.008026622750734
82	11.02428329512601
83	11.017524361154534
84	11.003636585993856
85	10.983398979044834
86	11.00627983372771
87	11.006723566898435
88	11.026107060131038
89	11.003999144595062
90	11.03662250766227
91	11.02802373538235
92	11.003665543585104
93	11.026588182986936
94	11.018156278378745
95	11.032691880661305
96	11.028700512751977
97	11.031404594951901
98	11.05814180347878
99	11.059938985334894
100	11.060884493876657
101	11.06348590479965
