Frame	Rad[N0-COM]
1	11.737605254253912
2	11.76328910147518
3	11.82091495553847
4	11.780835852454102
5	11.756961133658821
6	11.777268867724219
7	11.826984448098692
8	11.793353633370796
9	11.769853768986312
10	11.792209678395695
11	11.770548585220832
12	11.73381092451057
13	11.789101009897111
14	11.716838292640762
15	11.775960604647988
16	11.778786524994413
17	11.77914469661656
18	11.771977076298015
19	11.77785987503051
20	11.835180123643317
21	11.790877432435837
22	11.765359315541744
23	11.831391695676993
24	11.851218694202084
25	11.823911525107018
26	11.934257899519134
27	11.83205324815538
28	11.780229177483065
29	11.803451596187085
30	11.796012004015003
31	11.79687496442036
32	11.962278341476686
33	11.873028585611454
34	11.874120890550795
35	11.950863101424194
36	11.966711677582664
37	11.885986840494075
38	11.85199419497177
39	11.73498825840481
40	11.801700446659384
41	11.750857621207253
42	11.790901538047914
43	11.869491102416069
44	11.732662696988093
45	11.7814419150739
46	11.782260667285831
47	11.80562507594429
48	11.88557058230104
49	11.774912739370826
50	11.756030822611171
51	11.734566551467706
52	11.758368781050091
53	11.825051627134801
54	11.753380330784445
55	11.76853535261607
56	11.79549500528685
57	11.78650178543482
58	11.847854874375649
59	11.893061149607826
60	11.861968574546578
61	11.730777829564524
62	11.702863752985223
63	11.851296069258485
64	11.960051680133672
65	11.950119350680563
66	11.987793737475023
67	11.915619598850611
68	11.988476294328056
69	11.960419159319205
70	11.96409475521304
71	11.936169469483122
72	11.920032144329921
73	11.94426804436489
74	11.936131726922833
75	11.880852980137456
76	11.96708181201264
77	11.945902734050712
78	11.957121277789405
79	11.904597024820863
80	11.99447558488389
81	11.995531110319114
82	12.07194012414173
83	12.134823446580624
84	11.963738772568755
85	11.971461602088135
86	11.987633823099136
87	11.97319964608464
88	11.92191706169524
89	11.973300738251941
90	12.242097518386153
91	11.974657992729053
92	12.010660030570623
93	12.069055728322015
94	12.006702902879082
95	12.17392766040691
96	12.177666159922058
97	12.146068752975129
98	12.065255639694966
99	12.279985552840804
100	12.082803029557125
101	12.240976606386276
