Frame	TA-PO4
1	0.39759036144578314
2	0.37801204819277107
3	0.37349397590361444
4	0.40963855421686746
5	0.3978658536585366
6	0.3871951219512195
7	0.37650602409638556
8	0.3871951219512195
9	0.4171686746987952
10	0.35993975903614456
11	0.39939024390243905
12	0.4036144578313253
13	0.4027777777777778
14	0.4352409638554217
15	0.4246987951807229
16	0.40813253012048195
17	0.34146341463414637
18	0.39351851851851855
19	0.3825301204819277
20	0.37801204819277107
21	0.37349397590361444
22	0.3870481927710843
23	0.37650602409638556
24	0.3399390243902439
25	0.37349397590361444
26	0.37648809523809523
27	0.3930722891566265
28	0.3950617283950617
29	0.3826219512195122
30	0.3856707317073171
31	0.3885542168674699
32	0.40147058823529413
33	0.40029761904761907
34	0.3705357142857143
35	0.37058823529411766
36	0.37202380952380953
37	0.38244047619047616
38	0.44642857142857145
39	0.39759036144578314
40	0.3719512195121951
41	0.411144578313253
42	0.37650602409638556
43	0.4107142857142857
44	0.411144578313253
45	0.4115853658536585
46	0.3795180722891566
47	0.3614457831325301
48	0.3869047619047619
49	0.37650602409638556
50	0.42319277108433734
51	0.39006024096385544
52	0.38109756097560976
53	0.4006024096385542
54	0.39759036144578314
55	0.3930722891566265
56	0.38109756097560976
57	0.3780487804878049
58	0.37648809523809523
59	0.3958333333333333
60	0.37797619047619047
61	0.3930722891566265
62	0.4171686746987952
63	0.42168674698795183
64	0.3779411764705882
65	0.3720588235294118
66	0.3911764705882353
67	0.3556547619047619
68	0.36470588235294116
69	0.37058823529411766
70	0.38095238095238093
71	0.3764705882352941
72	0.40441176470588236
73	0.3926470588235294
74	0.3926470588235294
75	0.3897058823529412
76	0.36176470588235293
77	0.375
78	0.38823529411764707
79	0.37648809523809523
80	0.38823529411764707
81	0.37058823529411766
82	0.3808139534883721
83	0.39285714285714285
84	0.39285714285714285
85	0.4
86	0.37797619047619047
87	0.3720588235294118
88	0.38088235294117645
89	0.38529411764705884
90	0.38372093023255816
91	0.37058823529411766
92	0.3958333333333333
93	0.38676470588235295
94	0.37941176470588234
95	0.3561046511627907
96	0.35344827586206895
97	0.3764705882352941
98	0.3735632183908046
99	0.375
100	0.35319767441860467
101	0.4034090909090909
