Frame	ROG of Dendrons [N0]
1	1.0085935552800207
2	1.0208053900877156
3	1.0027773908096562
4	1.0150123937822884
5	0.9970625959731093
6	1.0165511216610903
7	1.0025176840042602
8	1.0030522664277113
9	1.0123817163164763
10	0.9794510122938472
11	1.0116173995398134
12	1.0159451127663652
13	1.0024737601599634
14	0.9871610527023404
15	1.0145090217780421
16	1.005442022580602
17	0.9976809490201216
18	1.0189977597100717
19	0.9988541713591653
20	1.0065312354418556
21	1.013109732590495
22	1.0015732113735683
23	1.0036156049848994
24	1.0028574673390902
25	0.9881292029085712
26	1.0013334166982797
27	0.9953471078308127
28	1.0043816654753621
29	1.0125793072012792
30	1.011853164054901
31	1.0107773811279446
32	1.0053889374799883
33	1.019589863035155
34	1.0094159707659789
35	1.0059736432730608
36	0.9987225076894998
37	0.9974272541022581
38	1.0193415164736648
39	1.006049445686086
40	1.004742753404159
41	1.004513943786768
42	1.006582611338248
43	1.0032077207492047
44	1.0137540877455382
45	1.0190190384852664
46	1.0122213365126456
47	1.0156735576757019
48	1.0156107016258427
49	0.9992257267143184
50	1.0177203518494984
51	1.0283572123937752
52	1.0088922527030044
53	1.010608920413914
54	1.001304549457605
55	0.9982366675083664
56	1.0012451884093194
57	1.0102180976543782
58	1.0071904746977007
59	1.0013720379711943
60	1.0056820494600844
61	1.0031737543209192
62	1.0076069008534205
63	1.0162972655649172
64	1.0046366733645646
65	1.0070132630389823
66	1.0076412585964596
67	1.0076198911612946
68	0.9922726887557735
69	1.0123426303152798
70	1.0066402360795006
71	1.010481906649627
72	1.0288438792460535
73	1.0303315986394057
74	1.0005488717158575
75	0.9996973934844824
76	0.9871524787513191
77	1.0022327332772047
78	1.0156489725906142
79	1.0061514930947102
80	1.0017622786444496
81	1.0168667007513428
82	1.0052277548772313
83	1.0090407017939274
84	1.0051333905207729
85	1.0060146434384984
86	1.0128341209759983
87	0.9987547705953703
88	1.0020508177813718
89	0.9897883195038311
90	0.9888422350545377
91	1.0046257365792985
92	0.989293228656995
93	1.0084672701673867
94	1.0116825311146507
95	0.9969599585423702
96	1.001494290055311
97	1.0016499997261235
98	1.0120733091221001
99	0.9999530847608054
100	1.013897835694152
101	1.0103012026472535
