Frame	DIST TA from graftin pt [nm]
1	2.6555773383578942
2	2.1498490644694126
3	3.2435147602562244
4	3.4285269431637833
5	2.7700368228599412
6	2.892624759625762
7	2.0154803397701526
8	2.5686870186926263
9	2.5215277115272814
10	2.350523558699209
11	2.563126411240772
12	2.877376235392239
13	2.1579902687454378
14	2.8313871158850756
15	3.3642094167872503
16	3.1094573481557872
17	1.8489332059325454
18	2.0376012858260566
19	2.8675803388920094
20	2.255722722322047
21	3.0367334423686225
22	2.9327352420564665
23	2.8754363147181663
24	2.712770723817253
25	3.1929757280630886
26	3.122072548804721
27	1.650644419613139
28	2.2608728402986316
29	2.2875751353780713
30	2.0599364067854125
31	3.0050692171728763
32	2.6062743524042125
33	2.7655963190603203
34	2.394474054985769
35	2.339150486822085
36	2.7491251335652205
37	1.1982024036029981
38	2.7262006529234086
39	2.5256250711457593
40	1.5419824901729617
41	2.386798273838825
42	2.1085988238638445
43	2.3229750321516573
44	2.7416660992907196
45	2.812710614336282
46	1.8301349677004672
47	1.992900900697273
48	0.8111602800926582
49	2.8177524731601222
50	2.740897845597311
51	2.7533145479585133
52	1.6199617279429799
53	2.4136613266985063
54	1.8131216175425158
55	2.3449707887306386
56	1.09842159483506
57	2.6371454264033276
58	1.9745300706750442
59	2.6746487619872616
60	2.4992496874062016
61	3.096191693031942
62	2.059992475714413
63	3.079265659211622
64	2.024946665964318
65	2.557819774730032
66	2.749235893843957
67	1.914302222743316
68	2.481289382558993
69	2.5750194174025203
70	1.5071068309844533
71	1.2642108210263023
72	1.8569835755870356
73	3.2793003827036054
74	3.2926581966550996
75	2.21160349068272
76	3.0628552038906434
77	2.7444179710823966
78	2.7953264567846112
79	2.4127020122675726
80	3.098714733562931
81	2.482109788063371
82	3.218484736642384
83	1.1547623132056215
84	1.9705585502592902
85	1.9535910523955637
86	2.5548160403441975
87	2.822500132860934
88	2.82218248878417
89	2.5213781945594738
90	3.1255429928254097
91	2.3698708825587964
92	2.399286560625889
93	2.8530014020326018
94	1.6323997672139041
95	2.2609332144050565
96	3.0631836379818913
97	3.061957053911762
98	3.1675046961291184
99	2.344733247088036
100	1.2229509393266758
101	2.8067042950763446
102	2.247762887850942
103	1.7747577299451343
104	3.1722109009332895
105	1.8549878705802907
106	2.5089266629377573
107	2.167044300423967
108	1.3834236516700125
109	2.452146202819073
110	3.0204246390201477
111	2.2411160166309974
112	2.131902671324373
113	1.9102348023214328
114	2.336907999900725
115	2.794059591347331
116	2.4142516438846986
117	2.3233747007316756
118	2.6768961503950766
119	2.668582582570756
120	2.6090155231427836
121	2.710437971989026
122	1.7085063652208043
123	1.8366842406902693
124	1.943775964456805
125	2.823824534208883
126	2.673299459469514
127	2.49780924011423
128	2.562185590467639
129	3.2324557228212725
130	2.6605283309899175
131	3.1018076987460073
132	1.6176328384401686
133	3.0225480972186354
134	2.2513982322103745
135	2.471150339416848
136	2.572720155788421
137	2.898284492592128
138	3.141396663906041
139	1.9176480386139692
140	2.833596654430551
141	3.0302221040709187
142	2.3217374959284256
143	2.4460541694737654
144	3.223548820787423
145	1.7238410599588356
146	3.1712010343086114
147	1.3632589629267062
148	2.462712325871622
149	2.540024803028508
150	2.5817951119327844
151	2.891878455260527
152	2.3803928247245256
153	2.4498473421827756
154	2.1288471058298217
155	1.8439384479965708
156	1.7579800908997818
157	2.860498383149343
158	2.5067520818780618
159	2.870805287719807
160	2.2235732504237404
161	2.897067827994368
162	2.598881297789493
163	3.3697824855619363
164	2.818045421919243
165	2.6890567119345015
166	3.1174563348986952
167	2.0227446699966825
168	2.7570841481536252
169	2.614316545485642
170	2.8861075863522494
171	2.810868549043156
172	3.008608482338633
173	2.930818998164161
174	2.9364648814518404
175	2.2411903087422083
176	1.1385455634273054
177	2.5724908163101365
178	2.7378979162854122
179	2.6910053883260776
180	3.164971247894679
181	2.325980438438809
182	3.093250394003045
183	2.7220988225999405
184	3.052894036811628
185	2.9658014094001666
186	3.0136909264222864
187	1.9694938436055105
188	3.1211539532679247
189	2.482560573279132
190	2.8501363125296337
191	2.8561164191958306
192	2.579663931600394
193	2.6019477319884814
194	2.2928818111712586
195	2.4396870700973112
196	0.9180468397636378
197	3.0133305494087486
198	1.8824996679946604
199	2.625656870194584
200	2.6611779346747957
201	1.9201169235231499
202	0.5085754614607374
203	2.877257895983607
204	2.3504835672686606
205	3.2919817739471178
206	3.3818233247761498
207	2.946076882907167
208	2.496760100610393
209	2.9448066150428285
210	2.4570879105152055
211	2.746026948156188
212	2.651529558575577
213	2.6717340810791814
214	2.984111760641681
215	2.9125983245205647
216	1.732204087283024
217	2.226428979329904
218	1.6683300033266788
219	2.1437210639446524
220	1.9385442992101058
221	2.164556767562356
222	3.0199725164312348
223	1.811477573695021
224	2.681016411736414
225	2.992155577505954
226	2.850077367370928
227	1.7021706729937505
228	2.8697102641207555
229	2.536530701568582
230	1.3524056344159467
231	2.6445661269856706
232	2.158706325557046
233	1.7391250673830214
234	2.370585370747067
235	1.9126157481313362
236	2.690831470010712
237	1.6341594169480498
238	3.022387301455589
239	2.4210010326309233
240	2.701653197581067
241	2.0591320987250907
242	2.101012375023051
243	2.1783571791604786
244	2.118680013593369
245	2.5404247676323726
246	2.681694427036755
247	1.3810843565836224
248	2.0860381108695005
249	2.5930482062622735
250	3.0917926838648127
251	2.831621796780071
252	2.4258767487240553
253	2.6285334314023854
254	2.32521160327399
255	3.3251233059843064
256	2.5902658164752097
257	1.866274095624754
258	2.8760314671435703
259	2.0679134411285203
260	2.883588216094662
261	3.31780680570765
262	3.054041584523693
263	1.9034061573925813
264	1.5510232106580495
265	1.4287578521219055
266	2.3315799364379513
267	2.172333307759191
268	1.677561921360879
269	2.19550404235565
270	2.0432231889835215
271	2.8817808730019676
272	3.406904166541813
273	0.7504571939824383
274	1.9389275386150937
275	2.391555351648798
276	3.237444208013476
277	2.560767267832046
278	2.3878320711473844
279	1.1234068719747043
280	2.8779334599674105
281	3.1645272948735954
282	2.693294265393219
283	2.223654199735202
284	2.2560285902443713
285	2.8345350588765017
286	2.377427601421335
287	1.9433028585374963
288	2.506091977561877
289	3.153586212552306
290	3.0322788460166388
291	1.6562249243384786
292	2.3084858674031343
293	1.8418148658320692
294	2.7366623832690817
295	3.090587322823932
296	1.7413572292898443
297	1.5934760744987666
298	2.3071129144452365
299	2.9425461763581575
300	2.4452619491580045
301	2.707939807307394
302	2.046217974703577
303	2.4753331088966557
304	2.901655734231749
305	1.7274449339993445
306	2.2784931424079393
307	2.246438959776116
308	1.6868212709116523
309	1.9996802244358969
310	2.8056389646567164
311	3.0149286890405858
312	2.5664068266742133
313	3.1057383985133096
314	2.1495706548052835
315	2.5649658867127285
316	2.329297104278456
317	2.3670612581849255
318	2.606128546330744
319	2.632878462823534
320	2.9931070812785823
321	2.7959842631889056
322	2.340360015040421
323	2.8754041455071966
324	2.108141124308332
325	3.0701319189898015
326	2.262151630638401
327	2.583886413912191
328	1.779137993523826
329	2.9475335451865496
330	3.3195773827401593
331	1.396073780285269
332	2.691580576538626
333	3.167941602997125
334	2.7938140596682506
335	2.2626515418862008
336	1.7140446318576414
337	2.410817496203311
338	3.2077378321801797
339	2.382087739777862
340	2.8728398841564435
341	1.9592225498906441
342	1.4492391107060272
343	3.1164843975223113
344	2.7784735017631528
345	2.610707566925105
346	0.7850235665252357
347	2.1255307572462905
348	1.6162280160917897
349	2.5666976837952693
350	2.010982347013518
351	2.198626844191619
352	1.68076976412595
353	2.171119757176005
354	2.512652980417312
355	2.9623703347150907
356	2.3386100572776134
357	2.1403854793003996
358	2.785636193044597
359	2.2182770340965066
360	2.5618169333502347
361	2.7712179632789575
362	2.4160020695355318
363	3.15650075241556
364	3.074944389741055
365	1.4369471110656782
366	2.5427937391774407
367	2.6954415222742245
368	2.148050977048729
369	2.1507068605460855
370	2.0288570674150495
371	2.063253014053292
372	1.9779587963352496
373	2.546676657921061
374	2.4920134429813965
375	3.0911415367142245
376	2.5128521643741784
377	0.9320091201270491
378	1.6695370615832406
379	2.5445496654614552
380	1.837149966660314
381	3.1672167592383054
382	2.2763817781734255
383	3.095812978847396
384	2.9329497097631925
385	2.254610609395779
386	2.364617939541188
387	3.270090365723858
388	3.0959168270481663
389	2.9042291576251342
390	2.519686885309362
391	2.799824815948312
392	3.120039422827858
393	2.638591669811759
394	2.433063295518634
395	2.5497331232895735
396	0.9671059921228911
397	2.010233319791512
398	2.6152653785036786
399	2.296960165087764
400	1.51729133655999
401	2.849864031844329
402	2.3047381630024715
403	1.8634218523995043
404	2.416930284472434
405	2.493784473445932
406	2.298165790364134
407	1.4191405850020637
408	2.545528432369202
409	2.3941288603581916
410	2.7242204389513005
411	2.2415922912073043
412	1.9077678055780263
413	3.070420329531444
414	2.6174202948705028
415	2.45134779254189
416	2.934591453678007
417	2.9000444824174667
418	2.8904997837744255
419	2.2496730873618063
420	3.1853323217523184
421	2.8654312066423784
422	2.081125176437017
423	2.5722678709652294
424	2.2647980042379063
425	3.0278574933440936
426	1.683900531504162
427	2.785571754595455
428	3.1950866967893043
429	2.213337976902757
430	2.5116257683022747
431	2.6555376103531243
432	1.618753841694281
433	2.83549307881363
434	2.812931033637332
435	1.3565551960757078
436	2.5177936770116816
437	2.7554576752329147
438	2.412647301202558
439	1.5581572449531527
440	2.224867187047351
441	3.0543362617760366
442	3.184810826407116
443	2.2527323409584183
444	2.9292954784384593
445	3.245741055598861
446	3.378364397160261
447	2.30195438703724
448	2.8140451311235184
449	2.2475557835123943
450	1.33126255862621
451	3.241269041594668
452	2.6413523051649137
453	2.641527777631727
454	2.0216060447080197
455	2.4537738282082975
456	3.0789701200239055
457	3.293462160098399
458	2.972109856650659
459	2.3018968265324156
460	2.521690900963083
461	2.8397848510054438
462	3.348262385178318
463	2.246031834146613
464	2.591073329722647
465	1.4000192855814517
466	2.65793171469848
467	2.172251596846002
468	1.564888813941743
469	1.8158262582086429
470	2.9031420909077115
471	3.14164558790453
472	2.9493304324880243
473	3.0064420832605467
474	2.705876198202721
475	2.321898361255294
476	2.41894315766204
477	2.510851250074363
478	2.4183229726403375
479	2.2471915806179052
480	2.1751004574501853
481	2.97008568899956
482	2.4112382710964084
483	2.377186151734861
484	3.2717183558491096
485	2.8069520836665505
486	2.304727532703162
487	1.2567672815601156
488	2.1802132923179776
489	1.8917573840215332
490	2.783777469554638
491	2.6309080181564726
492	1.7818655953803042
493	2.4734108029197266
494	2.702716781314686
495	3.1772480230539126
496	2.362156853386331
497	2.054043086208274
498	3.0423979029706163
499	2.3766972882552815
500	2.3372004620913467
501	2.377795197236296
502	2.6500796214453617
503	2.655729654915952
504	2.6001190357366335
505	3.169823496663497
506	2.4696710307245335
507	1.9333253735468308
508	2.843625502769306
509	2.1794533718343225
510	2.2233735628544298
511	2.468330002248485
512	2.97706130269432
513	2.410999170468542
514	3.245804368719717
515	1.7605683741337619
516	1.5006018792471219
517	3.093437731715315
518	3.1681546679415784
519	1.572978385102607
520	1.6698206490518686
521	0.7782422502023405
522	1.5827570881218613
523	1.9694019396761069
524	2.4382579847095736
525	2.6802632333410816
526	2.98488475489423
527	2.52029799825338
528	1.2307973025644818
529	2.5017331992041028
530	2.9313142103841385
531	2.6758125868602978
532	2.1701571371677204
533	2.672906657554658
534	2.0809468998511234
535	2.7439203705647164
536	2.027570467332765
537	2.212224446117527
538	1.9250301296343393
539	2.337114032305655
540	1.4562242272397474
541	1.4868897067368496
542	2.645858083873737
543	2.864330637339201
544	2.5683566730499066
545	2.869467023682273
546	2.2799567978363107
547	3.0532404097941592
548	2.555445558019187
549	2.6547589344420723
550	3.0326658239905036
551	3.2200746885747864
552	3.323221780140472
553	2.8641634031598096
554	2.126522983651951
555	1.3495291771577234
556	2.619228894159504
557	2.1857650834433273
558	2.9615983860071244
559	3.181326452912373
560	2.8282616569193197
561	2.8889769815628505
562	3.0175084092674886
563	3.1091825292188924
564	2.272878571327557
565	2.9799008372762996
566	3.328173973818075
567	1.7959846881307215
568	2.7441949639192917
569	3.1206656341235885
570	2.4977545916282464
571	1.874214768909903
572	3.2066738218908375
573	2.888904290557234
574	2.0871775200015925
575	1.9014207845713686
576	2.737805142810568
577	2.45256722639768
578	2.6615194908172253
579	2.3265087577741865
580	2.625123806604175
581	1.934074972693662
582	3.1010798119364766
583	2.8445725513686577
584	3.2103071504141125
585	2.839651563132353
586	1.594572670027927
587	3.0559407716773546
588	2.979447096358652
589	2.296648427600535
590	2.9900891291063583
591	2.957743903721212
592	1.7620224175645407
593	2.4699064759621963
594	2.8101934097139982
595	2.5967939848975305
596	2.8728760850409127
597	2.9641416970178716
598	2.3746144950286108
599	1.8189551946103555
600	2.913072947936591
601	2.24547188804492
602	3.1782178968724013
603	2.0799858172593435
604	3.079928895283137
605	2.3257416021561785
606	3.3008164141618086
607	2.986014233053823
608	1.8371295544952704
609	2.782702463433702
610	2.375491107118695
611	2.5681948913585178
612	1.2321757179883033
613	2.6580500371512925
614	2.296129133999217
615	1.536092770635936
616	2.290437731089843
617	2.5648354723061635
618	2.572394992997766
619	1.5517122800313206
620	1.8912591044063742
621	2.0838306073191255
622	3.104757800537749
623	2.5935400517439486
624	2.6645190935701724
625	3.3671768590319084
626	3.2985877281042533
627	2.943513207036786
628	2.0392667799971633
629	1.1121236442050855
630	1.8182711568960237
631	2.668785866269527
632	2.375946969105162
633	2.948688182904391
634	2.714880660360594
635	2.9361835773670544
636	1.7605706461258492
637	2.4751603988428683
638	2.262809315872635
639	2.7610233610022195
640	2.505245297371095
641	2.689047043099099
642	2.534950295370701
643	2.6293185428928147
644	2.6237517031914406
645	2.2641486258635926
646	3.120766091843477
647	2.77805147540502
648	1.938548941863475
649	2.757733489661391
650	1.8046783646954923
651	2.3802462057526736
652	3.167242807237863
653	2.894244288238292
654	2.861807994957033
655	1.9497281861839082
656	0.7465118887197983
657	1.8515056035561976
658	2.9581592249235005
659	2.839096335103828
660	1.8863745651381096
661	1.5204193500478769
662	2.443123615374384
663	2.3203372599689067
664	3.019196085053105
665	2.553019193034005
666	2.7299928571335133
667	2.6149145301519927
668	2.949999491525379
669	3.0199422179902737
670	2.4674347002504464
671	2.4441321568196734
672	2.6059155780646477
673	2.267898807266322
674	2.973859613364425
675	2.4791847450321263
676	2.28596609773636
677	2.1425242122319164
678	2.6962299605189464
679	2.7079263283922668
680	2.8000321426726518
681	2.3291979306190367
682	1.5238730262065798
683	1.9984286327012033
684	2.3131080822131915
685	2.8960086325838152
686	3.1455629066988897
687	2.5526290368950963
688	2.2446126614629933
689	2.217965960063408
690	2.7834148091867306
691	2.6710299511611617
692	2.243621625854058
693	2.641537620402177
694	2.857592343214826
695	2.939417969598743
696	2.4702412837615677
697	2.686708767246649
698	2.070495109871067
699	2.4550523416008896
700	1.6687498314606664
701	2.230117934101244
