Frame	TA-TA
1	0.1355421686746988
2	0.14156626506024098
3	0.13704819277108435
4	0.16566265060240964
5	0.1326219512195122
6	0.15396341463414634
7	0.16265060240963855
8	0.15853658536585366
9	0.15512048192771086
10	0.14909638554216867
11	0.15396341463414634
12	0.16114457831325302
13	0.14351851851851852
14	0.15813253012048192
15	0.14006024096385541
16	0.14457831325301204
17	0.14176829268292682
18	0.12345679012345678
19	0.14759036144578314
20	0.17018072289156627
21	0.1716867469879518
22	0.14759036144578314
23	0.16566265060240964
24	0.14329268292682926
25	0.13855421686746988
26	0.15922619047619047
27	0.1716867469879518
28	0.14351851851851852
29	0.15548780487804878
30	0.1448170731707317
31	0.14156626506024098
32	0.14411764705882352
33	0.15476190476190477
34	0.14583333333333334
35	0.125
36	0.12946428571428573
37	0.12351190476190477
38	0.15029761904761904
39	0.15060240963855423
40	0.1326219512195122
41	0.1686746987951807
42	0.14909638554216867
43	0.10714285714285714
44	0.12048192771084337
45	0.11585365853658537
46	0.125
47	0.11746987951807229
48	0.1324404761904762
49	0.12198795180722892
50	0.15060240963855423
51	0.14759036144578314
52	0.11585365853658537
53	0.13704819277108435
54	0.13704819277108435
55	0.15060240963855423
56	0.14786585365853658
57	0.12804878048780488
58	0.13392857142857142
59	0.13541666666666666
60	0.13690476190476192
61	0.1355421686746988
62	0.16265060240963855
63	0.15210843373493976
64	0.16323529411764706
65	0.1426470588235294
66	0.1426470588235294
67	0.15029761904761904
68	0.15
69	0.17352941176470588
70	0.17559523809523808
71	0.16029411764705884
72	0.1588235294117647
73	0.1411764705882353
74	0.1338235294117647
75	0.14411764705882352
76	0.1676470588235294
77	0.16176470588235295
78	0.14411764705882352
79	0.1488095238095238
80	0.13529411764705881
81	0.15
82	0.1511627906976744
83	0.14136904761904762
84	0.15178571428571427
85	0.13676470588235295
86	0.15029761904761904
87	0.1661764705882353
88	0.14558823529411766
89	0.1323529411764706
90	0.14680232558139536
91	0.15441176470588236
92	0.14583333333333334
93	0.14411764705882352
94	0.17941176470588235
95	0.14534883720930233
96	0.14367816091954022
97	0.1338235294117647
98	0.14511494252873564
99	0.12780898876404495
100	0.14098837209302326
101	0.13636363636363635
