Frame	Rad[P3-COM]
1	11.919598645547492
2	11.828023779537629
3	11.85357642651834
4	11.851988745127723
5	11.79789547489621
6	11.795277583340184
7	11.838735926797487
8	11.8544010134212
9	11.864752468716263
10	11.785102945272982
11	11.842494450346555
12	11.92039076116879
13	11.934182620280389
14	11.946718342107454
15	11.822065294767594
16	11.872445428403736
17	11.93081866174337
18	11.847578715896677
19	11.943709367684471
20	12.075584268440018
21	11.961220652983803
22	11.989912909886362
23	11.942928926806943
24	12.138586983330944
25	12.122062283452749
26	12.005788590680941
27	11.936429497980589
28	12.09795047946903
29	11.895672583229402
30	11.810541205338309
31	11.809034424924569
32	11.754601415004887
33	11.784352406576172
34	11.900164480279589
35	11.953061547458612
36	12.053818477066466
37	11.939114507910869
38	11.835233494248575
39	11.79277641249257
40	11.80770155655358
41	11.854105551092882
42	11.817785567291699
43	11.795653027978648
44	11.823540509071272
45	11.914544137520842
46	11.874765861196854
47	11.774369955735802
48	11.752614224758352
49	11.828203490608388
50	11.844654035325053
51	11.773876381979935
52	11.804762775319752
53	11.799631316563572
54	11.806907558394066
55	11.800408755236043
56	11.750852510563055
57	11.785135468435156
58	11.804586657435099
59	11.753500428150936
60	11.809816298504098
61	11.781465050739234
62	11.843006033212784
63	11.815886491602724
64	11.78821462548167
65	11.779780943958162
66	11.789573408603598
67	11.75760389105935
68	11.77771531566224
69	11.779360231355557
70	11.756272951564258
71	11.812769873409383
72	11.812677818787913
73	11.804198041353427
74	11.776071448591791
75	11.779884276692892
76	11.793882144006185
77	11.802413281292601
78	11.779892006190499
79	11.742968577162685
80	11.770920600295524
81	11.772245695979576
82	11.794327872813883
83	11.84752052992522
84	11.807025937294744
85	11.801339228628711
86	11.783718286789972
87	11.790384160956185
88	11.780185299447112
89	11.791351079716703
90	11.766046835682383
91	11.73765496353103
92	11.762963879889302
93	11.752511257833111
94	11.81757923776065
95	11.794556039268747
96	11.787563892244734
97	11.822773564280352
98	11.865341222070793
99	11.898045078733462
100	11.88325178855022
101	11.86244370849013
