Frame	Thickness of Dendron Layer
1	1.4033173644865098
2	1.2988618126887967
3	1.3462413771844037
4	1.3240212999577619
5	1.2810396188852131
6	1.317384919008413
7	1.3715930218679375
8	1.3867226938396726
9	1.397802614431031
10	1.3367749078503621
11	1.3419682291444008
12	1.4701262363615637
13	1.4900593038424308
14	1.4947147010013229
15	1.3987108885888002
16	1.4210255673112684
17	1.4975953828614426
18	1.4540622184372065
19	1.486282163060416
20	1.605971653848984
21	1.5186454571081285
22	1.5177212793159285
23	1.4919344198260216
24	1.6517402152877665
25	1.6501314913374863
26	1.4959333705310431
27	1.4476447046324825
28	1.6136858842257755
29	1.3986922572860667
30	1.3462520269907756
31	1.3208063385316073
32	1.2769715668048072
33	1.3010279200263177
34	1.4213369788060177
35	1.4644450270232294
36	1.5481023842897716
37	1.4430102369235733
38	1.3219900928584813
39	1.336179357345852
40	1.3307209320343585
41	1.3893592470921838
42	1.3481872751960964
43	1.3478705255256536
44	1.3823809041717858
45	1.4694057750807321
46	1.4550841518884852
47	1.3326707845031578
48	1.3163155212770778
49	1.3752137033724665
50	1.3774198815808134
51	1.315037797065406
52	1.3605716983756189
53	1.393153941139989
54	1.3770871790641799
55	1.3674662574579006
56	1.31633670707091
57	1.3574755568589758
58	1.3522645810023928
59	1.3239683424317157
60	1.37454191608213
61	1.3449012513866148
62	1.4211179344365021
63	1.4010757761329913
64	1.3864849466383014
65	1.3488280529212346
66	1.3735209063115086
67	1.348771202954918
68	1.364890724368335
69	1.3341738705452446
70	1.3610388459286096
71	1.4068400429516021
72	1.4008126930100708
73	1.40314286047529
74	1.3458298978281729
75	1.3498649007976251
76	1.3669584278644482
77	1.366969028898767
78	1.3910875482123721
79	1.3395629739127504
80	1.342560085016217
81	1.350283108431368
82	1.3971126227099084
83	1.4549735200901743
84	1.3950715927748227
85	1.4040337544928665
86	1.3868518381398847
87	1.368680994708102
88	1.3304683591586457
89	1.3588177850827865
90	1.350040973470751
91	1.288791880646544
92	1.336825690315159
93	1.3051816326671997
94	1.3601679875501524
95	1.362750032431988
96	1.3669440433477398
97	1.4160697389664314
98	1.405148496016496
99	1.4511694801006971
100	1.4430357659684745
101	1.4363170098120701
