Frame	DIST TA from COM [nm]
1	1.3539761237739736
2	0.5920560309210565
3	2.6155260166455987
4	2.0850461250893204
5	0.7783022187749424
6	1.640154365829634
7	2.124699059572909
8	1.85609404226995
9	1.547238497695166
10	2.1119527027729577
11	1.07258366515158
12	1.186794619447694
13	0.8731369988438239
14	1.6596870092731366
15	2.2149444617755103
16	1.685622650165215
17	2.4075540589725106
18	1.416779727718816
19	1.180760368099723
20	1.854471028858362
21	1.1878618593401347
22	1.2509994192144964
23	1.5018660216127768
24	1.2020900743600718
25	1.6638588854301881
26	1.3193461034258571
27	1.0250803093538567
28	2.090870845036822
29	1.4580380278391227
30	2.1715912692366865
31	1.2647421241601022
32	1.631025027590015
33	1.0567659538658494
34	2.4481143317357548
35	1.2984274262545414
36	0.8367287680305971
37	1.8189572648223487
38	0.7698844272032047
39	1.7964877626218339
40	0.9548984402804294
41	1.3754209639688488
42	1.0451631825341896
43	2.63268766247062
44	2.1229486164589573
45	2.0992364869459097
46	1.9486231878239069
47	1.5107250173757616
48	1.1945518314937207
49	1.802993561067261
50	2.2377689293691594
51	1.5150418414189089
52	1.0522290773638612
53	1.64840651274193
54	1.3420074631871468
55	0.615479513265878
56	2.0563217844612787
57	1.753491935752773
58	2.0336518184659846
59	1.1425479065448434
60	1.4499855063930835
61	0.6296959335663508
62	1.2204221477628152
63	2.1579181445898215
64	2.4172751123424057
65	2.017955466710056
66	0.9677592756594954
67	0.7371775672285473
68	1.1326373054182053
69	0.9833165897232705
70	1.6997031404409995
71	1.2498220935897308
72	1.5464129511954448
73	1.5518564185355532
74	0.9855198342752906
75	1.7735362538583754
76	1.055348446604246
77	1.6253465303589876
78	0.9651945885416062
79	1.0636951366580571
80	1.7892889911218957
81	1.1794139103279244
82	1.7428352394517983
83	1.7019561310077902
84	0.7191404048410845
85	1.6912909778849397
86	1.364543026758407
87	1.775435276734972
88	1.5307197398201269
89	2.3491751078836183
90	1.7825022265063222
91	1.905132459305652
92	0.5622354377838533
93	1.6314221365115757
94	1.6458967730389444
95	0.9922908784726411
96	1.1360927283897215
97	2.151585465563711
98	1.767724318332755
99	1.199238619135074
100	0.7634449984281801
101	1.6592346174140034
102	1.810418119005938
103	1.9112955071429918
104	1.3914885071839418
105	2.452558772231567
106	1.2211288962472355
107	1.0856531588173075
108	1.740722775530327
109	1.5527584426593808
110	1.852256807586353
111	2.254475001247516
112	1.6211715767462764
113	1.69224123298807
114	2.500702429443572
115	1.8464237435174455
116	1.3814523663974083
117	0.9070580966095841
118	1.6066358923617403
119	2.690205919743881
120	2.584830050627125
121	2.0766261211096717
122	2.1694107602929877
123	1.5881091892168506
124	1.0617346876103264
125	0.9368205788063165
126	0.9868015488815335
127	2.3443745534523703
128	1.9295186049569442
129	1.6385048682030225
130	1.420667080327057
131	0.9206158010402626
132	1.9128463616101015
133	2.164597642317158
134	1.3148050057422966
135	1.0002868104323839
136	0.9951455688114231
137	2.2497870385327543
138	1.8914880302951935
139	0.9218824321734311
140	1.402774026260115
141	0.8957827408194442
142	1.3393908946793651
143	1.5778188168322775
144	2.02035652020875
145	1.612368264967716
146	1.680438907510477
147	0.6998140266349315
148	1.9312604490008602
149	0.9902018339081197
150	1.077234385765234
151	1.228574853997505
152	1.4706688688739546
153	2.182970374569929
