Frame	TA-PO4
1	0.3613861386138614
2	0.4265463917525773
3	0.3869047619047619
4	0.3786764705882353
5	0.3873762376237624
6	0.3875
7	0.375
8	0.34974747474747475
9	0.34837962962962965
10	0.3725728155339806
11	0.36642156862745096
12	0.3602941176470588
13	0.36910377358490565
14	0.34787735849056606
15	0.34813084112149534
16	0.3799019607843137
17	0.3643867924528302
18	0.34059633027522934
19	0.3726190476190476
20	0.3463302752293578
21	0.34345794392523366
22	0.3659090909090909
23	0.3547297297297297
24	0.37388392857142855
25	0.36704545454545456
26	0.3646788990825688
27	0.36547619047619045
28	0.3693181818181818
29	0.3703271028037383
30	0.375
31	0.39369158878504673
32	0.36574074074074076
33	0.3870192307692308
34	0.3466981132075472
35	0.35532407407407407
36	0.3577981651376147
37	0.3900462962962963
38	0.39740566037735847
39	0.3725728155339806
40	0.3915094339622642
41	0.3886363636363636
42	0.3644859813084112
43	0.37729357798165136
44	0.3761467889908257
45	0.375
46	0.37383177570093457
47	0.3922018348623853
48	0.38657407407407407
49	0.36353211009174313
50	0.41627358490566035
51	0.39814814814814814
52	0.3854166666666667
53	0.375
54	0.36574074074074076
55	0.3866822429906542
56	0.3869047619047619
57	0.38207547169811323
58	0.4033018867924528
59	0.3866822429906542
60	0.3726635514018692
61	0.39622641509433965
62	0.37844036697247707
63	0.3680555555555556
64	0.36682242990654207
65	0.3821428571428571
66	0.3878504672897196
67	0.3866822429906542
68	0.3915094339622642
69	0.40711009174311924
70	0.3854166666666667
71	0.37023809523809526
72	0.375
73	0.3408018867924528
74	0.3942307692307692
75	0.3907766990291262
76	0.3867924528301887
77	0.38341346153846156
78	0.38106796116504854
79	0.38228155339805825
80	0.39485981308411217
81	0.40476190476190477
82	0.37142857142857144
83	0.3557692307692308
84	0.3737980769230769
85	0.3761904761904762
86	0.36226851851851855
87	0.37264150943396224
88	0.3891509433962264
89	0.38341346153846156
90	0.3891509433962264
91	0.4027777777777778
92	0.3878504672897196
93	0.39699074074074076
94	0.40714285714285714
95	0.3867924528301887
96	0.37149532710280375
97	0.3608490566037736
98	0.3840909090909091
99	0.38425925925925924
100	0.39351851851851855
101	0.36682242990654207
