Frame	Rad[PO4-COM]
1	10.86521668788137
2	10.856043080916663
3	10.84450169968208
4	10.839557365986598
5	10.850927626573611
6	10.832340938242217
7	10.816330261915047
8	10.831625222067158
9	10.821710703707485
10	10.803009224316574
11	10.82797751290086
12	10.791666424152456
13	10.77883551900735
14	10.786997532667867
15	10.780701397686208
16	10.784248551407513
17	10.782190802685944
18	10.776470895751126
19	10.78203633025634
20	10.795305755051123
21	10.796864885075458
22	10.800124796680846
23	10.796397146660803
24	10.820925978873108
25	10.795359674056035
26	10.842251077874034
27	10.823027838614937
28	10.82630793987059
29	10.836758187115432
30	10.816789305629063
31	10.818593309770684
32	10.821919047912331
33	10.823416181396874
34	10.831991662228974
35	10.83056309611133
36	10.849943808811751
37	10.825931183435484
38	10.848561836590992
39	10.803854175698552
40	10.80910187198232
41	10.797409676078274
42	10.798109312235342
43	10.805625158435886
44	10.78448758071167
45	10.784727715164092
46	10.776284626365824
47	10.78834756897184
48	10.77044698322184
49	10.790054971537112
50	10.77935704553519
51	10.779120017103118
52	10.774470005521199
53	10.782238428752398
54	10.7720745899279
55	10.7691606508778
56	10.773042495419313
57	10.773922229994833
58	10.772382278421098
59	10.76928750547722
60	10.767177763168613
61	10.764981543623731
62	10.768492156975883
63	10.762806886466304
64	10.762022726901522
65	10.76421181152709
66	10.765852618872763
67	10.76371506883412
68	10.75293656164609
69	10.761019299364161
70	10.761937938581626
71	10.759930505195308
72	10.765205898148011
73	10.760511592601459
74	10.767588629261441
75	10.764868166346188
76	10.754737129132296
77	10.758567729936305
78	10.761900698415596
79	10.758169039179867
80	10.76044453708382
81	10.761164511222567
82	10.766080609493049
83	10.753849432613235
84	10.768710108771598
85	10.757764252011258
86	10.752930327650608
87	10.764768869118194
88	10.766312499595843
89	10.771492882244168
90	10.759770996796954
91	10.774987663292443
92	10.762216748209964
93	10.77434396311509
94	10.775887132488903
95	10.780169116565656
96	10.764869093202137
97	10.781651334728162
98	10.794316291134496
99	10.800186791314932
100	10.781174431452815
101	10.786410002063809
