Frame	TA-TA
1	0.15717821782178218
2	0.17010309278350516
3	0.15714285714285714
4	0.1875
5	0.18688118811881188
6	0.18875
7	0.20238095238095238
8	0.17929292929292928
9	0.1724537037037037
10	0.1820388349514563
11	0.16789215686274508
12	0.19362745098039216
13	0.16273584905660377
14	0.1733490566037736
15	0.17172897196261683
16	0.18995098039215685
17	0.1804245283018868
18	0.1731651376146789
19	0.17976190476190476
20	0.19954128440366972
21	0.17523364485981308
22	0.16477272727272727
23	0.17567567567567569
24	0.1796875
25	0.20795454545454545
26	0.17889908256880735
27	0.19166666666666668
28	0.1943181818181818
29	0.20327102803738317
30	0.1985981308411215
31	0.19742990654205608
32	0.19560185185185186
33	0.18870192307692307
34	0.18632075471698112
35	0.18055555555555555
36	0.19610091743119265
37	0.18518518518518517
38	0.19929245283018868
39	0.1966019417475728
40	0.19339622641509435
41	0.21704545454545454
42	0.17990654205607476
43	0.21559633027522937
44	0.19610091743119265
45	0.2
46	0.21495327102803738
47	0.20871559633027523
48	0.2013888888888889
49	0.2018348623853211
50	0.19811320754716982
51	0.21064814814814814
52	0.24189814814814814
53	0.20794392523364486
54	0.19791666666666666
55	0.2044392523364486
56	0.2130952380952381
57	0.2028301886792453
58	0.2099056603773585
59	0.20093457943925233
60	0.2091121495327103
61	0.21816037735849056
62	0.19724770642201836
63	0.20949074074074073
64	0.18808411214953272
65	0.20833333333333334
66	0.20210280373831777
67	0.19742990654205608
68	0.2028301886792453
69	0.20527522935779816
70	0.2152777777777778
71	0.19642857142857142
72	0.20677570093457945
73	0.23231132075471697
74	0.22956730769230768
75	0.1966019417475728
76	0.20754716981132076
77	0.2283653846153846
78	0.22330097087378642
79	0.21723300970873785
80	0.2102803738317757
81	0.20357142857142857
82	0.19523809523809524
83	0.20192307692307693
84	0.18269230769230768
85	0.18571428571428572
86	0.18981481481481483
87	0.2016509433962264
88	0.2240566037735849
89	0.21754807692307693
90	0.21816037735849056
91	0.22337962962962962
92	0.18457943925233644
93	0.2025462962962963
94	0.19047619047619047
95	0.19103773584905662
96	0.18691588785046728
97	0.2205188679245283
98	0.19204545454545455
99	0.2037037037037037
100	0.18287037037037038
101	0.19626168224299065
