Frame	DIST P3 from COM [nm]
1	1.1484093501689827
2	0.5728424759235445
3	0.5663859422298119
4	0.6592241163334055
5	1.1806449518048254
6	0.6561292826536268
7	1.0521281776581326
8	1.161793571260504
9	0.6392036469093624
10	1.922632683472208
11	1.812301621940697
12	0.9335691916272558
13	1.3648406874878247
14	1.790775130743359
15	1.5248604205704268
16	1.1452724256214724
17	0.43904183045455686
18	0.44921130390447334
19	0.964068667448308
20	0.6719493003361346
21	0.5393057842160529
22	0.983544641702763
23	1.290965141107834
24	1.6839792147041366
25	0.9862922465251134
26	1.0638920037088095
27	0.6378222288032624
28	1.1629095388531179
29	1.77889797221638
30	1.6631335471198758
31	1.1490803317822855
32	0.7575248349430885
33	0.6408413289488181
34	1.0647816719350935
35	0.6518071868957009
36	0.21078205700570588
37	0.7358430599583606
38	1.7312588124123907
39	1.296501963832769
40	1.1688859691556186
41	1.3373115102905289
42	0.8728274412632953
43	1.0225033050748096
44	1.381032225869074
45	1.3666961655353005
46	1.4319466936074585
47	0.5519919685406047
48	0.951584047785585
49	0.6559288071124806
50	0.9826661013114607
51	1.0024015828665345
52	0.964334934899005
53	1.3790513164249294
54	1.367197181584769
55	1.2505501456025945
56	1.782122442482561
57	1.2117484612465268
58	1.7805898460903322
59	1.1071679186103622
60	1.296682382081287
61	1.386687272282808
62	0.6622841719718585
63	0.7739869450521163
64	1.1121551710280637
65	0.5574204198308965
66	0.5827894340535285
67	0.9293150117753944
68	1.34506881773553
69	1.8988772975395596
70	1.2203947958663977
71	0.8535833826352923
72	1.363583706431114
73	0.7552972865773397
74	1.7572970317444203
75	1.1628057982502606
76	1.1350157414473823
77	0.6252354756409836
78	0.36468022522021704
79	0.7690185520085567
80	1.2041091035837852
81	1.0515917775765766
82	0.7945034088452096
83	1.0338912257421822
84	0.9998434210748515
85	1.9686885313155456
86	1.779282383434407
87	1.7564257266771404
88	1.549370173113358
89	1.3548512095429481
90	1.205070813963504
91	1.2098724726184975
92	0.8255754760569565
93	0.444536312727469
94	1.0702522444109448
95	0.5301955614047806
96	0.7334203887721338
97	0.9807965130443695
98	1.4318360008511248
99	1.8703548682892586
100	1.0251209684715226
101	0.5800309187161162
102	1.4512301448541276
103	1.0552878912094747
104	1.06737166285538
105	1.6734594308397952
106	1.1693407012310675
107	0.45428927152446563
108	0.8205802472776355
109	1.0664827278905613
110	0.6367710804432724
111	0.6358202121843992
112	1.1564219856474893
113	1.568394192230459
114	1.778987561008293
115	0.9738385948856618
116	1.138314547429172
117	0.3612914920423992
118	1.034450615329487
119	1.7056834433413715
120	1.8024891702556436
121	0.934137208575078
122	0.5268687291705341
123	0.38206909206465706
124	1.1328409087089133
125	0.9766792672679704
126	0.8834272981468947
127	1.1344631877872673
128	1.7592114496115663
129	1.0348870748916377
130	1.0499709794931407
131	0.7220583479039508
132	1.002071882540266
133	1.5459324665428085
134	1.2231209497747042
135	1.3549307452576476
136	1.3628487076708036
137	0.4987803123620578
138	0.6416759306690519
139	0.5293736550553545
140	0.5958171419711528
141	0.6340052050259551
142	0.6759276588511599
143	1.2115653511057443
144	0.9577098377553217
