Frame	DIST N0 from COM [nm]
1	0.7214370155092796
2	0.7357025380476782
3	0.6222376178448443
4	0.7466925712221649
5	1.5458042091614375
6	0.9424283657073351
7	1.416433729548998
8	0.6974349797797688
9	0.5620154874763368
10	0.6315247825860895
11	1.2155553026816786
12	1.0030460648261705
13	0.7673889735555859
14	1.3969755523549974
15	0.7872657928370952
16	0.6312177573095171
17	0.3987992692356091
18	1.2540997340152598
19	0.852655599540969
20	0.7826710675628682
21	1.11843736653294
22	0.8734076005707164
23	0.5970194848630362
24	0.7799432998753243
25	1.1687088026134314
26	1.3951340876234732
27	1.3189195175891333
28	1.0272421370656781
29	0.8625336314058276
30	0.5745092137944312
31	0.5564337795465012
32	1.4099842885215281
33	0.854196101367739
34	0.9282094019549356
35	1.3676432730975454
36	0.7144452964591852
37	0.685740431049177
38	0.7031881044244728
39	0.8802885542681503
40	1.5830124343627079
41	1.503528211119653
42	1.046320462479867
43	0.7145519075416608
44	0.826065977994488
45	0.6268492641776057
46	1.4393394814487435
47	0.5036793197490358
48	1.080659851334231
49	1.302947373128653
50	0.6941468997030411
51	0.6254440055525595
52	0.7628672819015971
53	1.5456464402855328
54	0.7807823392114424
55	0.7076537115780697
56	1.3926127258077308
57	0.4016503200444847
58	0.8758905555525435
59	0.7743379529030645
60	1.3595099357143876
61	1.0760986317741228
62	1.1738330896890588
63	1.402215026161047
64	0.8827097542250684
65	0.1768221751722691
66	0.37886042877265125
67	0.9533881364772219
68	1.0228291696095086
69	0.924873317304172
70	0.9848048081747395
71	0.6670694055619213
72	0.7367938404094488
73	0.8014591285236453
74	1.5257960050346135
75	1.12236867783255
76	1.1407365504580915
77	1.4323821388989535
78	0.389045745172382
79	0.8098944501650603
80	0.7846569899240933
81	1.4483778188450824
82	1.06335796572241
83	1.358655803298518
84	0.6572401325518207
85	0.7342040115746048
86	0.7651984536506745
87	0.3923616615692605
88	1.259038051977191
89	0.4109731854801146
90	1.2060322025009949
91	1.055198066328627
92	0.47640166983377946
93	0.8645426418585941
94	0.731567774142127
95	1.6314017573478208
96	1.2406381340229018
97	1.4808010311576456
98	1.5366134311318191
