Frame	DPPC (polar heads)-DEN (All head beads)
1	0.6022458628841607
2	0.5960854092526691
3	0.6183745583038869
4	0.6227863046044865
5	0.6095522388059702
6	0.5933412604042806
7	0.6154529307282416
8	0.5666866028708134
9	0.6243323442136498
10	0.6365533691115086
11	0.6142595978062158
12	0.6071428571428571
13	0.6220964860035736
14	0.6095605700712589
15	0.6161616161616161
16	0.5930023923444976
17	0.6284949434860202
18	0.6383610451306413
19	0.6063576945929887
20	0.6229994072317724
21	0.621149289099526
22	0.6424763033175356
23	0.6513625592417062
24	0.6439976345357776
25	0.6312203791469194
26	0.6238938053097345
27	0.6057919621749409
28	0.6240401653868872
29	0.6104203670811131
30	0.6378186129223473
31	0.6448846836191603
32	0.6295091661738617
33	0.6176122931442081
34	0.5985250737463127
35	0.6077331759149941
36	0.6309101654846335
37	0.6157708210277614
38	0.6375598086124402
39	0.6042161520190024
40	0.6362559241706162
41	0.6631142687981054
42	0.6223341232227488
43	0.6228537596210776
44	0.6472156398104265
45	0.6427725118483413
46	0.6212211025489034
47	0.6416716064018969
48	0.6523414344991109
49	0.6478956727919384
50	0.6411625148279952
51	0.6425607587433314
52	0.6281138790035588
53	0.6234421364985163
54	0.6324836988737403
55	0.6344213649851632
56	0.6148367952522256
57	0.6213649851632047
58	0.6109792284866469
59	0.6293001186239621
60	0.6136498516320474
61	0.6118694362017805
62	0.6465875370919881
63	0.6169139465875371
64	0.6169139465875371
65	0.5934718100890207
66	0.6103857566765578
67	0.6373887240356083
68	0.6217261904761905
69	0.6397626112759643
70	0.6451900237529691
71	0.6100890207715134
72	0.6097922848664689
73	0.5958456973293769
74	0.5967359050445104
75	0.5933967876264129
76	0.6225519287833828
77	0.6061867935752528
78	0.6032123735871505
79	0.6229166666666667
80	0.6237388724035609
81	0.6219584569732938
82	0.6093285799168152
83	0.5943620178041543
84	0.6028537455410226
85	0.6082688875669244
86	0.6323442136498516
87	0.6037344398340249
88	0.6090693538826318
89	0.6141078838174274
90	0.6252225519287834
91	0.6465005931198102
92	0.6343416370106761
93	0.6343416370106761
94	0.6341246290801187
95	0.6307053941908713
96	0.6361209964412812
97	0.6157489638839551
98	0.6436170212765957
99	0.6288416075650118
100	0.6454383886255924
101	0.6310650887573964
