Frame	Rad[Qd-COM]
1	12.26853405236788
2	12.15490489360546
3	12.190743076866484
4	12.16357866594436
5	12.131967245458824
6	12.14972585725063
7	12.187923283782984
8	12.218347915906831
9	12.219513318138516
10	12.139784132166936
11	12.169945742045261
12	12.26179266051402
13	12.26889482284978
14	12.28171223366919
15	12.179412286275008
16	12.205274118718782
17	12.279786185547387
18	12.230533114188333
19	12.268318493316755
20	12.401277408900107
21	12.315510342183586
22	12.317846075996775
23	12.288331566486825
24	12.472666194160874
25	12.445491165393522
26	12.338184448405077
27	12.27067254324742
28	12.439993824096366
29	12.235450444401499
30	12.163041332619839
31	12.139399648302291
32	12.098890614717138
33	12.124444101423192
34	12.253328641034992
35	12.29500812313456
36	12.398046193101523
37	12.268941420359058
38	12.170551929449474
39	12.140033533044404
40	12.139822804016678
41	12.186768923170458
42	12.146296587431438
43	12.15349568396154
44	12.166868484883455
45	12.254133490244824
46	12.231368778254309
47	12.121018353474998
48	12.086762504498918
49	12.165268674909578
50	12.156776927116004
51	12.094157814168524
52	12.135041703896817
53	12.175392369892387
54	12.14916176899208
55	12.136626908335701
56	12.089379202490223
57	12.131397786853809
58	12.12464685942349
59	12.093255847908935
60	12.141719679250743
61	12.109882795010346
62	12.189610091412385
63	12.163882662599296
64	12.148507673539823
65	12.113039864448325
66	12.139373525184272
67	12.112486271789038
68	12.117827286014425
69	12.095193169909406
70	12.122976784510236
71	12.16677054814691
72	12.166018591158082
73	12.163654453076749
74	12.113418527089614
75	12.114733067143813
76	12.121695556996745
77	12.125536758835072
78	12.152988246627968
79	12.097732013092617
80	12.103004622100038
81	12.111447619653935
82	12.163193232202957
83	12.20882295270341
84	12.163781701546421
85	12.161798006504124
86	12.139782165790493
87	12.133449863826296
88	12.096780858754489
89	12.130310667326954
90	12.109811970267705
91	12.063779543938987
92	12.099042438525123
93	12.07952559578229
94	12.136055120039055
95	12.142919148997644
96	12.131813136549876
97	12.197721073694593
98	12.199464787150992
99	12.251356271415629
100	12.22421019742129
101	12.222727011875879
