Frame	Rad[Qd-COM]
1	12.202139830490884
2	12.214408141178653
3	12.251884814571067
4	12.244239012596287
5	12.314817791899491
6	12.377588602415079
7	12.587870447504965
8	12.321220790033612
9	12.23092280707141
10	12.26738329943452
11	12.230254460329041
12	12.335215076232569
13	12.236155901534444
14	12.287564310827833
15	12.266332689130628
16	12.335331627825868
17	12.334533549779817
18	12.363302871293405
19	12.293069801526435
20	12.324924010315602
21	12.278508783335143
22	12.249389444239359
23	12.25372466418584
24	12.342348665630153
25	12.21501379986892
26	12.254753505547551
27	12.304512185847951
28	12.328120380805972
29	12.359240938322268
30	12.334208123642547
31	12.315751805288096
32	12.291999388379386
33	12.283267381388436
34	12.333770712077849
35	12.341649521670034
36	12.336272237402143
37	12.32754520300094
38	12.224036415516983
39	12.203450560840826
40	12.154017796439843
41	12.213944307058602
42	12.221414753400433
43	12.279762117630352
44	12.189009269066025
45	12.350760420021498
46	12.253481116556692
47	12.24630459368095
48	12.204091427227782
49	12.227038741554312
50	12.267598266480944
51	12.259195163002767
52	12.16007363203302
53	12.227739442518686
54	12.182889661509165
55	12.138488514955453
56	12.17120337634631
57	12.154374399466139
58	12.158866759681358
59	12.149241354523694
60	12.163506922084979
61	12.175565175482658
62	12.16988366587538
63	12.160674752363855
64	12.151315086980599
65	12.165330825370331
66	12.182592623850455
67	12.148093062561264
68	12.166114082906057
69	12.135241841552705
70	12.141476249522945
71	12.161342143262894
72	12.177670502122023
73	12.179998613879455
74	12.224539099772006
75	12.126964698697144
76	12.197733941972812
77	12.162181004282543
78	12.208359393593797
79	12.13236837197332
80	12.291230968434492
81	12.378196013323496
82	12.4266849165203
83	12.346607041749126
84	12.382148702486013
85	12.28446025408765
86	12.375832472439566
87	12.369310611999458
88	12.207135856358953
89	12.52119812223136
90	12.36541550872149
91	12.461523849971448
92	12.362235104718431
93	12.419164944111042
94	12.574880503697372
95	12.46627249510858
96	12.33103415845129
97	12.399440430288033
98	12.394267624625517
99	12.426025450031842
100	12.34077418948925
101	12.31312334915409
