Frame	DIST P3 from COM [nm]
1	0.9855748779265853
2	0.27269404100566536
3	0.800196500867129
4	0.6955556340078027
5	0.9092287061020462
6	1.0772956140261583
7	0.6437502932038158
8	1.217501720738003
9	0.8078287194696623
10	1.4204053787563569
11	1.6367070721421095
12	1.2606061399184134
13	1.6598257860390042
14	0.9127590262495372
15	1.0292957009528436
16	1.3189122016099273
17	0.6485179994075324
18	0.6157282914475226
19	0.8011933155542996
20	0.29768640472073543
21	0.2787364266750118
22	0.760133406419922
23	1.2701382846848717
24	0.7317774221411588
25	0.9483707057662449
26	0.8135876487645511
27	1.0263060275679088
28	0.8563359517281874
29	1.4931091930003741
30	1.292326711357805
31	1.3404390425031145
32	0.7918203668341299
33	0.596169405454521
34	0.9340459803100375
35	1.057674222055168
36	1.0635151903005386
37	0.6565266889726019
38	0.9035018317635044
39	1.5297409235989408
40	1.7464657721619816
41	1.4686133913775061
42	1.5308765550058754
43	1.7251556528808223
44	1.3992854700405697
45	1.4091391319998638
46	1.2212161679608116
47	0.6002360609700866
48	0.792381933721921
49	0.7662228541502899
50	1.1620958633243417
51	1.1381360766133783
52	1.013972910004123
53	1.448542668416164
54	1.4666217174930345
55	1.3115770896985866
56	1.9074656647557777
57	1.9061867682773292
58	1.453673735364609
59	1.3462951616277272
60	0.6201256288491543
61	1.1201844352109525
62	0.6562652681821742
63	0.6835093529393403
64	0.564580052388991
65	0.9858082143883534
66	0.7001123021027106
67	0.8869037728086537
68	1.0748685356307006
69	1.1718276191014119
70	1.6043620649826997
71	1.8300239257695228
72	1.184038274531513
73	1.2899023098238456
74	1.5682909494804276
75	0.7782573496101558
76	1.3514584484096417
77	0.7556177193381518
78	0.8571033802549478
79	0.29005655387258955
80	0.8115531638640673
81	0.8634268572251931
82	0.5282133449448039
83	0.980220827727659
84	0.6972453927978076
85	1.3448595482222085
86	1.2024295701250534
87	1.3729192029313932
88	0.8380204479075101
89	0.9938419413792352
90	1.1218398895465318
91	1.3281168840797797
92	0.6476808301762355
93	0.7950202037963859
94	0.813712310613798
95	0.47160999895158484
96	0.4286484858767646
97	0.9887593528143129
98	1.6040895416957812
99	1.3469009829151428
100	1.0449634081844439
101	1.0695767033945942
102	0.5958482953832388
103	0.8548982733505656
104	1.4763677018653245
105	1.197855413274534
106	1.2744316624371104
107	0.6307288869941569
108	0.8011289506412475
109	0.5269428136799097
110	1.010198196175172
111	0.9935978372672742
112	0.5341454192341982
113	1.2308868058797744
114	0.7829334979563874
115	1.5078525554207547
116	1.6801989353116065
117	1.191262577641423
118	1.3254154552022113
119	1.0763251656549746
120	0.9335415696273073
121	1.2623318616310395
122	0.6820018051458644
123	0.6302821026246005
124	0.8023903012596515
125	0.7322648397646557
126	0.8446245688009695
127	0.9629480405966314
128	1.2791201646270598
129	1.6381079315953373
130	1.2516608415310535
131	1.4610100144154452
132	1.3824123343714156
133	0.6965052731713929
134	1.4534723236290255
135	1.7153924902352695
136	1.3581485583936157
137	0.9819647515737627
138	0.680889888307938
139	0.738359514960919
140	1.323935562379571
141	0.6648049137403725
142	0.8923468906951746
143	1.0093799945180852
144	0.5731834261386142
145	1.4737995476545152
146	1.5522170724483022
147	1.3765425674493392
148	1.1808999562480678
149	1.477925473989361
150	1.5053671888723232
151	1.3999426591431792
152	0.7285763621992909
153	0.707618811382387
154	0.46945718536293185
155	0.8969010251353738
156	1.0126063313164826
157	0.38151721091220187
158	0.99078230818996
159	0.5633792525663526
160	1.5771695899793254
161	1.5693778328440264
162	1.4025320372653018
163	1.262839148726218
164	0.6814804342181999
165	0.4697313936945477
166	1.3466513051929212
167	0.7482675130667642
168	0.7481908431528571
169	0.47348340813356793
170	0.9558941387227184
171	0.8576861922897249
172	0.4387154025612047
173	1.0182184135919818
174	0.8684181430112556
175	1.258619563031036
176	1.7023238052079803
177	1.6057351186017932
178	1.3501888279463437
179	0.972581447032124
180	0.894760454597262
181	0.7037645850077313
182	0.5661950115561856
183	0.23543376516077327
184	0.6169358079339468
185	1.3211173267772633
186	0.9746638349252118
187	0.8583348556620822
188	0.9231268553731455
189	1.0946018413610998
190	2.132101465169463
191	1.882081115266938
192	1.535056825585875
193	1.8785909057352308
194	1.571520471107874
195	1.4907361909845442
196	1.5441031068048636
197	0.927726542564011
198	0.8612126360222752
199	0.6164720089166941
200	0.6127495990297438
201	0.07167243387646564
202	0.7837118546449984
203	0.8778960859793068
204	0.8425566673985744
205	0.8034150055302157
206	1.2011207007531715
207	0.8885367772042074
208	0.9708496645264385
209	1.1676818935157152
210	1.2399129826098398
211	1.3368705447175329
212	0.5742289206695701
213	0.7075917749663336
214	0.6444644184644095
215	0.6123911495114908
216	0.6413285585407774
217	0.3346761419641386
218	1.3943439030597853
219	0.6588810615986197
220	1.418441181955275
221	1.0896853001363915
222	1.107418252814474
223	1.510005072839158
224	0.9055954873267992
225	1.0612611931094027
226	1.0957139468553492
227	0.7581424140621605
228	0.4120092879211996
229	1.354849236385115
230	0.732868055427895
231	0.7898628488541556
232	1.0815172922026428
233	2.071995733586341
234	1.8009843752792516
235	0.4794004450004886
236	0.7756034553816762
237	1.2646875450745423
