Frame	DPPC (polar heads)-TA
1	0.40114285714285713
2	0.37835522558537976
3	0.39389617798060467
4	0.37820147979510527
5	0.3682566723452584
6	0.36350737797956867
7	0.35217637083097797
8	0.3673642533936652
9	0.3747870528109029
10	0.33503981797497157
11	0.379851598173516
12	0.3506825938566553
13	0.3617445838084379
14	0.35942857142857143
15	0.36379211878926326
16	0.35860889395667045
17	0.33714285714285713
18	0.3381932532875929
19	0.35877644368210404
20	0.3557527189467659
21	0.38564894225271584
22	0.3812107367218732
23	0.37970353477765106
24	0.3875
25	0.40434037692747
26	0.3581196581196581
27	0.384351798972016
28	0.3508018327605956
29	0.35493119266055045
30	0.3685419058553387
31	0.40245995423340963
32	0.3941041785918718
33	0.399540757749713
34	0.4037909247558874
35	0.3734905117883841
36	0.36954022988505747
37	0.37780333525014376
38	0.3788140472078296
39	0.37968840161569534
40	0.3731300345224396
41	0.408175014392631
42	0.38700402530189765
43	0.3748558246828143
44	0.3813364055299539
45	0.3763625932300631
46	0.37221269296740994
47	0.3543577981651376
48	0.3845491097070649
49	0.3927544565842438
50	0.38235294117647056
51	0.3627450980392157
52	0.3799654576856649
53	0.3489105504587156
54	0.3790322580645161
55	0.39007501442585113
56	0.3598265895953757
57	0.37442263279445726
58	0.38390272148233934
59	0.3925883034163289
60	0.3791907514450867
61	0.40202312138728324
62	0.39757645701096367
63	0.3935372186959031
64	0.39890236857307915
65	0.37990762124711314
66	0.36737629459148446
67	0.37363270005757054
68	0.37973593570608494
69	0.3921007441327991
70	0.3683304647160069
71	0.3880597014925373
72	0.3828259620907524
73	0.3816091954022989
74	0.34236311239193085
75	0.3807736720554272
76	0.37139561707035756
77	0.36990235496840895
78	0.38968481375358166
79	0.39708404802744424
80	0.379851598173516
81	0.37335995436394753
82	0.38323863636363636
83	0.39160045402951194
84	0.373155505107832
85	0.3803297328027288
86	0.35827664399092973
87	0.3669309173272933
88	0.3740782756664776
89	0.373728813559322
90	0.36235161107970604
91	0.3486134691567629
92	0.35661555934128336
93	0.35811577752553914
94	0.36517806670435277
95	0.3795351473922903
96	0.3664965986394558
97	0.3757062146892655
98	0.3813559322033898
99	0.3577878103837472
100	0.37882219705549264
101	0.3823028927963698
