Frame	Rad[P3-COM]
1	11.879890882198362
2	11.865534804509231
3	11.91878318126117
4	11.903583973145237
5	11.983427388927485
6	12.035192054381618
7	12.145695768659872
8	11.97875137949545
9	11.91904458816669
10	11.902032643753527
11	11.902554608136489
12	11.985973355807669
13	11.901639393197351
14	11.947269539878874
15	11.9326317676779
16	11.997379186606425
17	11.987636495082704
18	11.999117865479915
19	11.950984941873516
20	11.981385415817355
21	11.949047708059986
22	11.909909998305917
23	11.921597847277893
24	11.978906550676973
25	11.877313155063426
26	11.913197968277608
27	11.983208264919206
28	11.98738470425916
29	12.006350603977173
30	11.98743443368425
31	11.975815766215408
32	11.944650881874006
33	11.942698750838998
34	11.985209634872762
35	12.000491621631845
36	11.989188976635454
37	11.978376470312483
38	11.890798594281051
39	11.851412901039563
40	11.814121531257369
41	11.89095391523285
42	11.896614776035653
43	11.944897791832863
44	11.845875655847529
45	12.023212588878039
46	11.927652387592053
47	11.898710918015611
48	11.870499990504353
49	11.895418287655524
50	11.928705268349322
51	11.925404825803122
52	11.82303490832334
53	11.871076297184516
54	11.840925544378457
55	11.812519426725203
56	11.833895547512288
57	11.812400572309421
58	11.81234098073067
59	11.834746019245829
60	11.810510892909742
61	11.841641470837455
62	11.83712562536627
63	11.818330652678755
64	11.832156021057338
65	11.832596059846075
66	11.821058573523246
67	11.789882792195604
68	11.82509329046622
69	11.792395238525598
70	11.805404663114029
71	11.820649434888319
72	11.8356569376686
73	11.815973776692157
74	11.858424915572764
75	11.802073478332025
76	11.838148864960955
77	11.828936390237232
78	11.847940985479266
79	11.80915219538867
80	11.958566222566356
81	12.006539412602752
82	12.109303658350914
83	11.994746212275082
84	12.034753494570081
85	11.958776580119702
86	12.031251727098752
87	12.028390945998868
88	11.880090490504156
89	12.107681854197617
90	12.028053464337779
91	12.11478377295737
92	12.030344414066757
93	12.071390089178553
94	12.194200654526911
95	12.1321560993646
96	12.003229384153142
97	12.057903601100588
98	12.046493729193122
99	12.077018179808904
100	12.000115471221273
101	11.986195125253321
