Frame	Rad[N0-COM]
1	11.831547276280867
2	11.808721848026769
3	11.86454195782029
4	11.851011916414231
5	11.928172119943568
6	11.979620890281678
7	12.06581682924721
8	11.92307219384451
9	11.870673009605733
10	11.848002588749488
11	11.851016025872017
12	11.930446338324789
13	11.848940618312081
14	11.894227940390262
15	11.88006505533292
16	11.946885411939295
17	11.934558999150017
18	11.942117486556969
19	11.89958622655541
20	11.92684807786182
21	11.898359700803951
22	11.85753056908809
23	11.870453050559526
24	11.941157306613766
25	11.820799971916083
26	11.857757623296113
27	11.93090039428817
28	11.934572787075991
29	11.953005280100909
30	11.931146850030693
31	11.923555081680634
32	11.885096243163467
33	11.887555347592375
34	11.928532585264595
35	11.950427807696755
36	11.933713444184818
37	11.919478924482615
38	11.837650857536701
39	11.794698452909582
40	11.764610036485687
41	11.846934111256788
42	11.849288024136095
43	11.895159443461896
44	11.789778204842486
45	11.975148456358193
46	11.878830315686844
47	11.838750410368206
48	11.817149571793864
49	11.845698958160275
50	11.878904041339524
51	11.880929353407318
52	11.765717146296465
53	11.815027262515056
54	11.791681367539674
55	11.767555026447898
56	11.780059207080983
57	11.761320541275628
58	11.756565081469006
59	11.78794453580607
60	11.756994128480152
61	11.792255565253903
62	11.786870501543905
63	11.763506003328805
64	11.783170982640057
65	11.784649155950797
66	11.762674879985356
67	11.735545175801317
68	11.77654389579642
69	11.733431089162199
70	11.748308520857504
71	11.771050246114358
72	11.78391215193301
73	11.755843858366465
74	11.80195971968815
75	11.75377464750246
76	11.784283447358549
77	11.775988597527638
78	11.788888995704632
79	11.760712601402103
80	11.91104206224752
81	11.951179611098565
82	12.061473162072733
83	11.947840232670716
84	11.997876507990892
85	11.913307074474059
86	11.976051435189051
87	11.977179139388193
88	11.831657226425389
89	12.04160306073869
90	11.9780570358199
91	12.057393663980532
92	11.982570652338252
93	12.017402978745721
94	12.141501994900478
95	12.062233879458818
96	11.952376797424613
97	11.999611905918592
98	11.993720966525371
99	12.02201500094895
100	11.948567005027034
101	11.931101439487874
