Frame	TA-TA
1	0.16111111111111112
2	0.16666666666666666
3	0.15833333333333333
4	0.1544943820224719
5	0.1625
6	0.14972527472527472
7	0.13598901098901098
8	0.14835164835164835
9	0.18055555555555555
10	0.15694444444444444
11	0.14606741573033707
12	0.15694444444444444
13	0.17083333333333334
14	0.17222222222222222
15	0.15660919540229884
16	0.1510989010989011
17	0.13333333333333333
18	0.13472222222222222
19	0.15416666666666667
20	0.1625
21	0.15555555555555556
22	0.1638888888888889
23	0.1736111111111111
24	0.13873626373626374
25	0.14747191011235955
26	0.14887640449438203
27	0.16805555555555557
28	0.14185393258426968
29	0.1361111111111111
30	0.15416666666666667
31	0.15
32	0.15168539325842698
33	0.1638888888888889
34	0.14722222222222223
35	0.13194444444444445
36	0.14027777777777778
37	0.13333333333333333
38	0.13764044943820225
39	0.16713483146067415
40	0.14914772727272727
41	0.15308988764044945
42	0.18117977528089887
43	0.1797752808988764
44	0.15056818181818182
45	0.1388888888888889
46	0.15589887640449437
47	0.15730337078651685
48	0.16151685393258428
49	0.13623595505617977
50	0.1544943820224719
51	0.15168539325842698
52	0.17613636363636365
53	0.14942528735632185
54	0.14772727272727273
55	0.15767045454545456
56	0.16193181818181818
57	0.16424418604651161
58	0.1278735632183908
59	0.14798850574712644
60	0.14772727272727273
61	0.12357954545454546
62	0.14914772727272727
63	0.1747159090909091
64	0.1438953488372093
65	0.15198863636363635
66	0.16477272727272727
67	0.14655172413793102
68	0.14914772727272727
69	0.15625
70	0.13494318181818182
71	0.13793103448275862
72	0.1278735632183908
73	0.14914772727272727
74	0.17755681818181818
75	0.18181818181818182
76	0.14772727272727273
77	0.14630681818181818
78	0.15056818181818182
79	0.14914772727272727
80	0.14367816091954022
81	0.15
82	0.1565934065934066
83	0.15555555555555556
84	0.15555555555555556
85	0.16432584269662923
86	0.15555555555555556
87	0.15
88	0.16853932584269662
89	0.1510989010989011
90	0.14027777777777778
91	0.13472222222222222
92	0.14583333333333334
93	0.1346153846153846
94	0.13324175824175824
95	0.13055555555555556
96	0.1601123595505618
97	0.1565934065934066
98	0.13873626373626374
99	0.15416666666666667
100	0.15308988764044945
101	0.17777777777777778
