Frame	DPPC (polar heads)-TA
1	0.4339732402559628
2	0.432535046728972
3	0.4549970777323203
4	0.46822157434402334
5	0.4638905066977286
6	0.46532634032634035
7	0.45481049562682213
8	0.4807916181606519
9	0.4956344586728754
10	0.4606413994169096
11	0.44340723453908987
12	0.4614935822637106
13	0.4436002337814144
14	0.44447691408533024
15	0.45380116959064326
16	0.42819614711033277
17	0.44833625218914186
18	0.433411214953271
19	0.4457092819614711
20	0.4507908611599297
21	0.46723229959040374
22	0.45855224751897256
23	0.45935672514619885
24	0.45020384391380314
25	0.4577259475218659
26	0.4140943506115317
27	0.42832167832167833
28	0.4305717619603267
29	0.41137026239067054
30	0.42565597667638483
31	0.46059544658493873
32	0.4453855140186916
33	0.4488603156049094
34	0.4206534422403734
35	0.41594202898550725
36	0.45525857059848923
37	0.44322132097334876
38	0.42704111175448756
39	0.451417004048583
40	0.4258400926998841
41	0.44831591173054586
42	0.43459302325581395
43	0.44347319347319347
44	0.4595695171611402
45	0.4539895165987187
46	0.4380813953488372
47	0.4302730970366066
48	0.46238425925925924
49	0.4253472222222222
50	0.4625870069605568
51	0.47043478260869565
52	0.4741879350348028
53	0.44073213248111565
54	0.4392441860465116
55	0.46185206755969715
56	0.4836924868957484
57	0.4466161026837806
58	0.45592527729130183
59	0.4740373395565928
60	0.45128354725787634
61	0.4327706635622817
62	0.44156976744186044
63	0.4365171811298777
64	0.4428985507246377
65	0.4452491309385863
66	0.43204164256795835
67	0.439200926462073
68	0.4592013888888889
69	0.4399303540336622
70	0.42555040556199303
71	0.4122603137710633
72	0.44560185185185186
73	0.4666859791425261
74	0.4410569105691057
75	0.42050087361677346
76	0.4639744334689134
77	0.4463145676146257
78	0.45121951219512196
79	0.4302730970366066
80	0.4335075493612079
81	0.4433139534883721
82	0.44286542923433875
83	0.46973224679860304
84	0.43331391962725685
85	0.4118160651920838
86	0.4256678281068525
87	0.4631456761462565
88	0.4831688914683691
89	0.4704690214244354
90	0.44528083381586564
91	0.41555812608444187
92	0.4509860788863109
93	0.44279907084785136
94	0.4324009324009324
95	0.4253774680603949
96	0.4324245939675174
97	0.4216482878699942
98	0.4381892048752176
99	0.4403114186851211
100	0.45794930875576034
101	0.42687861271676303
