Frame	Rad[PO4-COM]
1	10.89124125883868
2	10.85888194745553
3	10.834484036483417
4	10.85964968213603
5	10.869286116980824
6	10.868734295255198
7	10.863177536619355
8	10.87428018927294
9	10.878063644243733
10	10.854363151091773
11	10.856760182190685
12	10.856200397069696
13	10.849523891839858
14	10.841741438232603
15	10.842176694533737
16	10.850034088977203
17	10.856114034465467
18	10.83357826022158
19	10.846811197853581
20	10.81004904612064
21	10.826846326854142
22	10.854004966149775
23	10.842273199551023
24	10.87401795517942
25	10.866002966986276
26	10.874806604441394
27	10.863991310463899
28	10.865175821231938
29	10.87168118316364
30	10.866137379206952
31	10.865794676694987
32	10.857160612600792
33	10.860394247139388
34	10.864310780573776
35	10.915666012941983
36	10.89416072564814
37	10.913940607806616
38	10.916709464335018
39	10.930834078363473
40	10.912426502743939
41	10.90146645534646
42	10.89245261475572
43	10.87542229733079
44	10.89277009346044
45	10.878596326495918
46	10.899331560075455
47	10.897263166901975
48	10.920744243903696
49	10.913152963108883
50	10.90193899000252
51	10.905944069625187
52	10.890039866675336
53	10.879944356835209
54	10.864599210017941
55	10.866122385848344
56	10.86649611801719
57	10.854330347530023
58	10.850755182379569
59	10.85659271299549
60	10.850953737132995
61	10.868495064109386
62	10.878807828113226
63	10.860003901407
64	10.89416813301947
65	10.89010159909944
66	10.912311046865625
67	10.899203279416618
68	10.908235678777839
69	10.895405117250085
70	10.895108431481194
71	10.87121630457257
72	10.901346909065625
73	10.902311421041846
74	10.888063240400472
75	10.862930849973408
76	10.875359910804335
77	10.88216339121413
78	10.872147397501834
79	10.863894722721724
80	10.881687516692704
81	10.876582903281104
82	10.895464084635108
83	10.86882467917656
84	10.860504344788714
85	10.872245868075298
86	10.888449456917373
87	10.892167252533213
88	10.892440410080942
89	10.906398428786442
90	10.88856704361533
91	10.902295554609713
92	10.877473908734627
93	10.870968931482238
94	10.845512279590197
95	10.881085974198722
96	10.891902483939587
97	10.88256709825794
98	10.883038652774603
99	10.928029034177843
100	10.931604111223743
101	10.915774622408211
