Frame	DIST N0 from COM [nm]
1	0.6475406850349328
2	0.5129134668633661
3	0.8706840965116842
4	0.8926988431099221
5	1.3400933107931923
6	1.1586639209160918
7	0.8146189794208402
8	0.8136564736686254
9	0.7509950541971476
10	0.5496276661782687
11	0.6704716889729844
12	1.450351582991421
13	1.2872264203095165
14	1.1902861600712398
15	0.3750162989655184
16	0.7161849892140384
17	0.7452781428460648
18	1.3325852195439287
19	1.283050526308775
20	1.4077044419615812
21	1.126071018531028
22	0.6938668048387531
23	0.5077588010069299
24	0.7065472383358405
25	1.2692572631267378
26	1.10320099191917
27	0.7771433954830136
28	1.1973882292007831
29	0.8308704312162001
30	0.7677539332630046
31	0.7773924100373432
32	1.214142596607972
33	1.1567365865279158
34	0.852396597355757
35	1.4254816085542916
36	0.764171900738014
37	0.5150248062185074
38	0.844403242967896
39	1.3841356176918742
40	1.2026278284978889
41	0.7992598234029524
42	1.4826434817168783
43	0.7827962046147038
44	0.580983069056759
45	0.49677334379175736
46	0.7471858905935247
47	1.3064202608499211
48	0.920835434786905
49	1.1978681829289355
50	0.9451858795701372
51	0.3345458389628344
52	0.39319032624552264
53	0.9431068284112438
54	0.8629899377472876
55	1.0772851080756793
56	0.8268115546717887
57	0.7262862481733499
58	0.9963546413946085
59	0.6622242822488474
60	0.5399527757128375
61	1.299533542688083
62	1.1691714404409843
63	1.1110825480455608
64	0.739835075388777
65	0.8185958859472715
66	0.7102469964162925
67	1.6597441528926193
68	0.33584489860405425
69	1.1178675855285838
70	1.3152524782841637
71	0.7013256543642137
72	0.8015453569098059
73	0.8345304680122968
74	1.254379397737934
75	1.011844194265785
76	0.7530578344594907
77	1.418241200233874
78	0.5939471047705376
79	0.6267419317227734
80	0.7052119380377956
81	1.3132809047168361
82	1.5164690257708693
83	1.3521000144144626
84	1.4127458644607729
85	1.0096439966641726
86	0.6896333394327344
87	0.49623942953837646
88	0.9215869852751644
89	0.5922642991097797
90	1.0703253844375675
91	0.5876455442818256
92	0.8584998187393601
93	0.41898373160175845
94	0.6081787297718871
95	0.7598477828231266
96	1.2134673208519047
97	0.6705292761722493
98	0.990863084922045
99	0.8907224653078499
100	0.4724329992448803
101	0.6857999053689664
102	1.122577427900921
103	1.1340581725711905
104	0.9482394642877099
105	1.0841588293912192
106	0.615028753268454
107	0.8911860132453185
108	0.45417658168045083
109	1.2061589312138545
110	1.123638196181649
111	1.1474824350618626
112	1.3303879440346151
113	0.7197895809306538
114	0.5471879131019772
115	0.5689498202470763
116	1.203089611061827
117	1.282741611087881
118	1.1390733254783567
119	1.316236859151025
120	0.8812586314528785
121	0.6221315235969483
122	0.7057812721244677
123	0.6105922685125869
124	1.515253935746717
125	1.06426536893305
126	1.0356933790993423
127	0.7033843261006653
128	0.60845842344504
129	0.6662821765404762
130	1.4156449096450967
131	1.111355643953334
132	1.2820812639403714
133	1.3077385371826658
134	0.8386190178757331
135	0.5201876035212123
136	0.7512386913814908
137	1.2128131407128306
138	1.3324589513913208
139	1.4847369175331098
140	0.6440350478484411
141	0.7791614278262611
142	0.8966505701208032
143	0.7731365351869124
144	1.5547370340021993
145	0.917266413573168
146	1.1180703219824555
147	1.469021185993571
148	0.6978425645501737
149	0.7009716434335667
150	0.8055487671932302
151	1.6938956248113648
152	0.8846916100528804
153	1.1739963320875846
154	1.4875856140685395
155	0.6298233960437497
156	0.5623494809951466
157	0.7411197677866104
158	1.1693045901260273
159	1.334589855211203
160	1.234654177806687
161	1.2408957347375302
162	0.8386867893392905
163	0.6513584392072757
164	0.4998806592271664
165	1.1474503857488156
166	0.6753961498140723
167	1.0871849438070795
168	1.146590082081006
169	0.760496628821579
170	0.5286610927810044
171	0.8232741131033624
172	1.355398563266951
173	0.8988667354859976
174	1.1725573916592307
175	0.7706320093777256
176	0.6265367718902136
177	0.7495541804217717
178	0.7335148538484582
179	1.1118360802689196
180	0.5960615123715117
181	1.1593124985903327
182	0.6472523559206995
183	0.6162852506786809
184	0.6944939135214728
185	0.8803056751110077
186	1.2476232588078677
187	1.4502322263017338
188	1.6535597778052957
189	0.8311887847645497
