Frame	TA-PO4
1	0.37280701754385964
2	0.36704545454545456
3	0.375
4	0.38876146788990823
5	0.37725225225225223
6	0.3717105263157895
7	0.3618421052631579
8	0.38716814159292035
9	0.3893805309734513
10	0.3704954954954955
11	0.37388392857142855
12	0.375
13	0.3671875
14	0.39076576576576577
15	0.3638392857142857
16	0.35585585585585583
17	0.3661504424778761
18	0.3671875
19	0.37386363636363634
20	0.36036036036036034
21	0.40315315315315314
22	0.3984375
23	0.3827433628318584
24	0.3716517857142857
25	0.3574561403508772
26	0.33517699115044247
27	0.35635964912280704
28	0.36049107142857145
29	0.36261261261261263
30	0.35176991150442477
31	0.38950892857142855
32	0.36504424778761063
33	0.37609649122807015
34	0.34539473684210525
35	0.3508771929824561
36	0.3858695652173913
37	0.3782608695652174
38	0.37282608695652175
39	0.3706896551724138
40	0.34913793103448276
41	0.3706140350877193
42	0.3560267857142857
43	0.3893805309734513
44	0.3739130434782609
45	0.3532608695652174
46	0.34456521739130436
47	0.35543478260869565
48	0.3793478260869565
49	0.3574561403508772
50	0.3695652173913043
51	0.3815789473684211
52	0.3938053097345133
53	0.3705357142857143
54	0.3672566371681416
55	0.375
56	0.390625
57	0.3893805309734513
58	0.39955357142857145
59	0.40202702702702703
60	0.3693181818181818
61	0.3627232142857143
62	0.36607142857142855
63	0.37942477876106195
64	0.35951327433628316
65	0.37057522123893805
66	0.3782894736842105
67	0.3584070796460177
68	0.3694690265486726
69	0.3794642857142857
70	0.3506637168141593
71	0.3524774774774775
72	0.3651315789473684
73	0.3838495575221239
74	0.37725225225225223
75	0.36022727272727273
76	0.37276785714285715
77	0.3694690265486726
78	0.3606194690265487
79	0.34649122807017546
80	0.36049107142857145
81	0.36283185840707965
82	0.36283185840707965
83	0.375
84	0.34130434782608693
85	0.34292035398230086
86	0.3440265486725664
87	0.3793859649122807
88	0.38377192982456143
89	0.41118421052631576
90	0.3857758620689655
91	0.3448275862068966
92	0.3607456140350877
93	0.36049107142857145
94	0.35526315789473684
95	0.35526315789473684
96	0.37390350877192985
97	0.35543478260869565
98	0.3541666666666667
99	0.3794642857142857
100	0.391304347826087
101	0.35044642857142855
