Frame	DIST N0 from grafting point [nm]
1	0.9448391397481376
2	1.756864821208507
3	1.0465830115189152
4	2.2675354462499575
5	2.3831401553412688
6	1.173119346017274
7	1.8447961947055291
8	0.8376789361085769
9	1.7131389319024892
10	1.4494047053876973
11	2.0349383283038334
12	2.516479684003032
13	1.9899761305101125
14	2.1862854342468645
15	0.9427778105152869
16	1.526376755588213
17	1.4733044491889637
18	2.0382347754858845
19	1.488331280327064
20	1.9802525091512957
21	1.65319599563996
22	0.9295697929687637
23	1.6153949981351294
24	1.7320522509439484
25	1.8249317795468425
26	1.9779431235503215
27	2.2955716063760683
28	2.1415751212600447
29	0.94112485887899
30	1.538997400907484
31	1.6571237129436065
32	2.299151582649562
33	2.361552667208589
34	2.316619088240445
35	2.469736220732899
36	0.9300333327359832
37	1.5902455785192435
38	1.7599014176936176
39	1.8797076900411946
40	2.377065628038063
41	2.0698432307786017
42	2.545050687118036
43	0.9066553920867625
44	1.625753363828597
45	1.7327241557732158
46	1.7639393413606939
47	2.1553171460367477
48	2.0441780744348086
49	2.5561670524439517
50	0.8370071684280836
51	1.6447969479543663
52	1.6174959041679187
53	1.9282463535554797
54	2.480428591997762
55	2.481078193044305
56	2.0358885038233265
57	0.890757542769076
58	1.563625594571797
59	1.5846305563127328
60	2.0039620754894547
61	2.224596367883397
62	1.966673841794821
63	2.477320730143757
64	0.9100906548251118
65	1.7401557401566081
66	1.3606186093097552
67	2.3301605094928544
68	1.8667045829482536
69	2.194510195920726
70	2.138129322562131
71	0.9631905315149228
72	1.8128240399994697
73	1.3488691559969799
74	2.612604447672858
75	2.115181552491416
76	2.10844516172463
77	1.7044210160638127
78	0.9583251014139231
79	1.3521142703188975
80	1.6349195698871564
81	1.80282500537351
82	2.047283321868277
83	2.309985714241539
84	2.399393465024026
85	0.9029318911191444
86	1.7562795904980482
87	1.6088474135231055
88	2.5207270776504114
89	2.379919746546086
90	2.306295731253906
91	2.3030349541420327
92	0.8862883278030903
93	1.5684556098277063
94	1.7403548488742149
95	2.3802529277368816
96	2.1077931587326137
97	2.1024038622491137
98	1.8902722026205638
99	0.8749868570441506
100	1.3498818466814075
101	1.3326135974092455
102	2.1845129892037725
103	1.748602870865768
104	2.125651664784237
105	1.3620238617586704
106	0.8947183914506288
107	1.6664735221418934
108	1.3688451336802145
109	1.6183887048543084
110	2.035088695855783
111	2.0943949006813414
112	1.6933549539302133
113	0.948059597282786
114	1.752740140465778
115	1.6517884247082
116	1.666745931448463
117	2.183484829349633
118	2.3668798026093336
119	2.350579077589178
120	0.9449661369594146
121	1.8188570587047237
122	1.5705088347411502
123	2.1813266605439914
124	2.638095335654114
125	2.3314555539404984
126	2.3168640443496047
127	0.9815421539597802
128	1.8125435167189805
129	1.3967125688558844
130	2.6105371094853265
131	2.309836790771158
132	2.1327552602209194
133	1.866049034725508
134	0.9617749216942612
135	1.829263786335913
136	1.6675020239867786
137	2.7616563870257305
138	2.1763630211892515
139	2.014718342597795
140	2.128197359269107
141	0.9558838841616709
142	1.7754109383463863
143	1.3440219492255336
144	2.581063540480942
145	2.3661893415363067
146	2.1075580656295125
147	2.1354936197516485
148	0.8914667688702713
149	1.3553427610755886
150	1.6414094553157677
151	2.0060682939521226
152	1.6500406055609635
153	2.3084308523323793
154	1.7432320556942495
155	0.9419559437680739
156	1.6574296365155314
157	1.779710650639591
158	1.3665975998808122
159	2.3169499347202143
160	2.1536232261006103
161	2.3940029239748237
162	0.986157188281867
163	1.4994525667722873
164	1.6927829157928083
165	2.330263075277123
166	1.9172900145778655
167	2.39229199722776
168	2.06223980176894
169	0.9927003576104936
170	1.6522669275876707
171	1.7379349815226113
172	1.612451859746516
173	2.4833799548196405
174	2.5123363628304247
175	2.209207550231531
176	0.9463588114452147
177	1.468825721452343
178	1.7086430288389676
179	1.7808169473587105
180	1.7954481334753167
181	2.5188241304227654
182	1.6697203358646624
183	0.9222082194385383
184	1.6167461148863165
185	1.380013768047258
186	1.9542666143594614
187	1.7218519100085221
188	2.2245702955851927
189	1.9730973113356567
190	0.7910126421240042
191	1.6633054439879635
192	0.6772429401625402
193	2.313878562068457
194	2.1499688369834575
195	1.0548753480862094
196	1.4138719885477606
197	0.9535087833890155
198	1.5818182575757553
199	1.4721178621292543
200	2.1552920915736693
201	2.0920908202083397
202	2.2561939189706206
203	2.2444021475662517
204	0.8812298224640416
205	1.3107970857459212
206	1.5400405838808298
207	2.0316397318422386
208	1.760827362349873
209	1.9044067317671411
210	2.3809061300269705
211	0.869147283261018
212	1.6056335198294764
213	1.3213527159695129
214	2.366356270725105
215	1.5203703496188044
216	1.902624765948352
217	2.0366452808478965
218	0.8782237755834175
219	1.534002933504362
220	1.5954886398843464
221	1.969801259010661
222	2.349593581877507
223	2.251060861016419
224	2.1079312132989556
225	0.9435178853630717
226	1.2950467173040525
227	1.7551048401733729
228	1.7902885242328965
229	2.141104621451274
230	2.2321129003704097
231	2.7050828083443217
232	0.9640923192308913
233	1.5499551606417508
234	1.7520151255054874
235	2.1664353209823726
236	2.123211482636625
237	2.299807383238869
238	2.429423594188548
239	0.9528667273024052
240	1.68624642327271
241	1.6968361735889532
242	2.3607763553543153
243	2.3006583840283636
244	2.083493460512897
245	2.4931622490323386
246	0.8581940340039669
247	1.445477775685259
248	1.0357219704148406
