Frame	Rad[Qd-COM]
1	12.458445301341138
2	12.360353200786067
3	12.289450665685361
4	12.221619568384693
5	12.264733224599373
6	12.488630246370407
7	12.482915269027641
8	12.361154301508451
9	12.30122133652882
10	12.226345900442467
11	12.302446064599176
12	12.278358054556266
13	12.306937916578203
14	12.304656510492837
15	12.268182733762613
16	12.249852682052795
17	12.346024190818309
18	12.27807396116754
19	12.255601714007986
20	12.239685551139845
21	12.196232451658966
22	12.264508465972252
23	12.332624937902155
24	12.44263945829344
25	12.433514175529659
26	12.438109940923171
27	12.429809783470334
28	12.343294771715483
29	12.337605267584703
30	12.343366845328289
31	12.213126955418447
32	12.393031986826792
33	12.43845185792578
34	12.438409153938212
35	12.484352049800403
36	12.444420270708829
37	12.485586522023134
38	12.455330439450087
39	12.519545756077136
40	12.51922436738596
41	12.490271751056044
42	12.31901032078861
43	12.455983228407534
44	12.452508217345153
45	12.510884484566688
46	12.560503291445498
47	12.568838118565072
48	12.491278501047066
49	12.53987626636087
50	12.427415604814264
51	12.44205081134972
52	12.375684450601126
53	12.354169688586714
54	12.408842806706216
55	12.30927928717009
56	12.273859590318434
57	12.389342598359862
58	12.302782121210273
59	12.295531225431777
60	12.195238262591554
61	12.36405353106578
62	12.441633501786509
63	12.385708652025064
64	12.383268871137377
65	12.372341211596925
66	12.472177348392638
67	12.42892137149524
68	12.466500903764356
69	12.398593341243515
70	12.405868964469978
71	12.300878654911086
72	12.471853736612257
73	12.33115092102379
74	12.292355140252845
75	12.210799250350473
76	12.333809903547548
77	12.348761039281978
78	12.349053735286303
79	12.451414792557847
80	12.366835261488209
81	12.394989598319226
82	12.375381658397819
83	12.337234345954124
84	12.4735281084753
85	12.447781892016994
86	12.372040696608058
87	12.348490475799606
88	12.344431767288619
89	12.403475936452736
90	12.48507709548311
91	12.539781587526615
92	12.464704067823396
93	12.403907841526244
94	12.396331169462508
95	12.420192792496552
96	12.429591677755894
97	12.533803021441221
98	12.388759903543182
99	12.327513096968474
100	12.471770295685065
101	12.327970112414533
