1.0,32.64,26.746,37.9,0
2.0,32.459,26.819,37.593,0
3.0,32.419,26.6,37.117,0
4.0,32.584,26.923,37.021,0
5.0,32.365,26.624,36.589,0
6.0,32.461,26.661,36.278,0
7.0,32.355,26.84,35.887,0
8.0,32.21,27.15,35.932,0
9.0,32.242,27.111,36.832,0
10.0,31.776,27.075,36.846,0
11.0,31.518,27.001,36.4,0
12.0,31.174,26.946,36.206,0
13.0,22.085,21.791,25.191,0
14.0,21.769,21.972,25.543,0
15.0,21.936,22.469,25.628,0
16.0,22.296,22.434,25.452,0
17.0,21.937,22.879,25.712,0
18.0,21.994,23.265,25.615,0
19.0,22.08,23.697,25.409,0
20.0,22.316,23.854,25.102,0
21.0,22.577,22.67,25.691,0
22.0,22.841,23.086,25.77,0
23.0,23.064,23.436,25.74,0
24.0,23.297,23.858,25.522,0
25.0,21.962,38.115,32.703,0
26.0,22.194,37.812,32.971,0
27.0,22.397,37.414,32.871,0
28.0,22.445,37.176,33.12,0
29.0,22.708,37.217,32.743,0
30.0,23.14,37.092,32.755,0
31.0,23.525,36.979,32.664,0
32.0,23.926,37.041,32.379,0
33.0,22.516,36.717,33.176,0
34.0,22.5,36.412,32.919,0
35.0,22.68,36.086,32.818,0
36.0,22.957,35.84,32.891,0
37.0,29.157,20.795,33.183,0
38.0,29.092,20.751,32.738,0
39.0,28.883,21.078,32.59,0
40.0,28.859,21.283,32.937,0
41.0,28.649,21.463,32.412,0
42.0,28.511,21.726,32.216,0
43.0,28.529,22.214,32.115,0
44.0,28.503,22.725,32.062,0
45.0,29.055,21.628,32.643,0
46.0,28.954,22.018,32.41,0
47.0,28.918,22.563,32.274,0
48.0,28.995,22.934,32.133,0
49.0,30.008,24.822,37.268,0
50.0,30.099,25.14,37.533,0
51.0,30.093,25.32,37.16,0
52.0,30.07,25.615,37.174,0
53.0,30.452,25.362,36.841,0
54.0,30.85,25.588,36.839,0
55.0,30.923,26.059,36.745,0
56.0,31.169,26.153,36.422,0
57.0,29.726,25.625,36.867,0
58.0,29.306,25.929,36.701,0
59.0,29.326,26.259,36.445,0
60.0,29.442,26.396,36.068,0
61.0,20.439,25.903,21.556,0
62.0,20.19,25.627,21.887,0
63.0,20.52,25.943,22.058,0
64.0,20.501,26.101,22.394,0
65.0,20.827,25.734,22.24,0
66.0,21.01,25.691,22.649,0
67.0,21.462,25.464,22.787,0
68.0,21.872,25.638,22.752,0
69.0,20.77,26.424,22.555,0
70.0,20.943,26.784,22.466,0
71.0,21.508,26.762,22.387,0
72.0,21.704,26.849,22.135,0
73.0,23.832,27.278,18.994,0
74.0,24.08,27.681,19.098,0
75.0,23.732,27.598,19.426,0
76.0,23.914,27.295,19.54,0
77.0,23.359,27.674,19.573,0
78.0,23.102,27.77,19.945,0
79.0,23.135,28.091,20.363,0
80.0,23.236,28.49,20.376,0
81.0,24.12,27.386,19.85,0
82.0,24.124,27.666,20.208,0
83.0,24.143,27.774,20.552,0
84.0,24.107,27.894,20.908,0
85.0,22.434,21.611,27.108,0
86.0,22.297,21.844,27.385,0
87.0,22.143,22.205,27.187,0
88.0,21.963,22.3,26.818,0
89.0,21.967,22.636,27.357,0
90.0,21.964,23.004,27.222,0
91.0,22.217,23.351,27.142,0
92.0,22.562,23.571,27.374,0
93.0,21.98,22.729,26.794,0
94.0,22.315,22.953,26.672,0
95.0,22.438,23.32,26.413,0
96.0,22.534,23.705,26.489,0
97.0,19.666,29.096,36.296,0
98.0,19.771,29.331,35.956,0
99.0,20.1,28.977,35.772,0
100.0,19.963,28.975,35.529,0
101.0,20.418,29.191,35.477,0
102.0,20.707,29.566,35.412,0
103.0,20.6,30.038,35.396,0
104.0,20.325,30.292,35.569,0
105.0,20.101,29.047,35.084,0
106.0,20.15,29.37,35.041,0
107.0,20.472,29.702,34.929,0
108.0,20.59,29.789,34.542,0
109.0,37.683,25.448,27.497,0
110.0,37.242,25.648,27.52,0
111.0,36.983,25.923,27.747,0
112.0,37.001,26.011,27.978,0
113.0,36.524,25.993,27.842,0
114.0,36.151,25.988,27.815,0
115.0,35.866,25.684,27.982,0
116.0,35.463,25.808,28.316,0
117.0,36.78,26.304,28.17,0
118.0,36.299,26.405,28.174,0
119.0,35.841,26.487,28.259,0
120.0,35.577,26.211,28.504,0
121.0,27.226,39.099,21.891,0
122.0,27.328,39.279,22.301,0
123.0,27.238,39.059,22.498,0
124.0,27.203,39.285,22.819,0
125.0,27.285,38.681,22.822,0
126.0,27.31,38.307,23.0,0
127.0,27.083,37.934,23.23,0
128.0,26.91,37.84,23.608,0
129.0,27.285,39.009,23.137,0
130.0,27.289,38.7,23.433,0
131.0,27.38,38.75,23.813,0
132.0,27.591,38.832,24.222,0
133.0,36.803,28.283,22.373,0
134.0,36.547,27.924,22.478,0
135.0,36.324,28.008,22.861,0
136.0,36.366,27.904,23.183,0
137.0,36.094,28.271,23.111,0
138.0,36.166,28.372,23.562,0
139.0,35.895,28.318,23.799,0
140.0,35.554,28.169,24.12,0
141.0,36.038,27.851,23.543,0
142.0,35.623,27.771,23.68,0
143.0,35.203,27.732,23.945,0
144.0,35.002,27.96,24.249,0
145.0,33.509,37.747,34.532,0
146.0,33.934,37.806,34.388,0
147.0,34.147,37.564,34.127,0
148.0,34.323,37.732,33.772,0
149.0,33.907,37.294,33.68,0
150.0,33.836,37.351,33.339,0
151.0,33.623,37.539,33.007,0
152.0,33.536,37.954,32.906,0
153.0,34.043,37.833,33.387,0
154.0,33.597,37.812,33.418,0
155.0,33.226,37.874,33.584,0
156.0,32.691,37.787,33.725,0
157.0,30.387,21.574,33.972,0
158.0,30.469,21.342,33.623,0
159.0,30.591,21.664,33.445,0
160.0,30.503,21.716,33.245,0
161.0,30.676,22.051,33.533,0
162.0,30.523,22.502,33.42,0
163.0,30.466,22.898,33.121,0
164.0,30.564,23.182,32.761,0
165.0,30.804,21.983,33.011,0
166.0,30.978,22.117,32.601,0
167.0,31.137,22.279,32.161,0
168.0,31.147,22.586,32.329,0
169.0,24.769,22.614,22.271,0
170.0,25.157,22.708,22.081,0
171.0,25.354,23.086,22.13,0
172.0,25.372,23.102,22.412,0
173.0,25.869,23.225,22.207,0
174.0,26.085,23.48,22.314,0
175.0,26.222,23.716,22.779,0
176.0,26.093,23.628,23.122,0
177.0,25.546,23.177,22.782,0
178.0,25.57,23.359,23.148,0
179.0,25.646,23.607,23.398,0
180.0,25.664,24.023,23.223,0
181.0,28.061,21.44,21.931,0
182.0,28.381,21.682,22.049,0
183.0,28.619,22.101,22.109,0
184.0,28.383,22.349,22.209,0
185.0,28.804,22.626,22.137,0
186.0,28.803,22.89,22.549,0
187.0,28.616,23.059,22.901,0
188.0,28.173,23.04,23.173,0
